iatiidentifier,donor,x1_donor_type,modality,recipient_main,complete_flag,y1_gap_full,y2_early_days,commitment_usd_full,s1_share,s2_hhi_net,s3_n_donors,n_years_obs,withheld
44000-P173232,EN: World Bank,Multilateral,A02_sector,ID,1,0,0,400000000,0.5225653700581543,0.2340467048864499,2,1,0
44000-P173233,EN: World Bank,Multilateral,A02_sector,ID,1,0,0,1000000000,0.505280056959477,0.24474782204201845,2,1,0
44000-P175742,EN: World Bank,Multilateral,A02_sector,ID,1,-0.0039336571428572,0,350000000,0.6006862956718643,0.1594514344642578,2,1,0
44000-P177726,EN: World Bank,Multilateral,A02_sector,ID,1,-0.00389325333333334,0,750000000,0.6006862956718643,0.1594514344642578,2,1,0
44000-P500689,EN: World Bank,Multilateral,A02_sector,ID,1,-0.02565626000000009,0,1000000000,0.505280056959477,0.24474782204201845,2,1,0
44000-P152440,EN: World Bank,Multilateral,A02_sector,KG,1,0.02859687499999996,0,24000000,0.5033864188061086,0.2466250490262218,2,1,0
44000-P163983,EN: World Bank,Multilateral,A02_sector,KG,1,0.04462158333333332,0,24000000,1,NA,1,1,0
44000-P148099,EN: World Bank,Multilateral,A02_sector,KG,1,0.03438437500000002,0,24000000,0.658512117107147,0.11661397416264291,2,1,0
44000-P126274,EN: World Bank,Multilateral,A02_sector,KG,1,0.00229592,0,25000000,0.5313425531886792,0.219639802451706,2,1,0
44000-P179019,EN: World Bank,Multilateral,A02_sector,KH,1,0,0,274000000,0.7962271005693382,0.06402360018534803,2,1,0
44000-P176756,EN: World Bank,Multilateral,A02_sector,KH,1,0.08588799999999996,0,200000000,0.9462277860443369,0.0028914509936935895,2,1,0
44000-P144602,EN: World Bank,Multilateral,A02_sector,KI,1,-0.01525846153846144,0,5200000,0.6376524516918248,0.13129574576494524,2,1,0
44000-P149888,EN: World Bank,Multilateral,A02_sector,KI,1,-3.6261566666666663,0,3000000,0.8188262258459125,0.13129574576494524,1.5,1,0
44000-P155540,EN: World Bank,Multilateral,A02_sector,KI,1,-0.03740750000000004,0,2000000,0.5888752605605817,0.1690235513791295,2,1,0
44000-P161794,EN: World Bank,Multilateral,A02_sector,KI,1,-0.0193350000000001,0,5000000,0.7944376302802909,0.1690235513791295,1.5,1,0
44000-P167263,EN: World Bank,Multilateral,A02_sector,KI,1,0.00214442315977014,0,4999946,0.5026954522939382,0.989247252676523,1.5,1,0
44000-P169179,EN: World Bank,Multilateral,A02_sector,KI,1,-0.00385279999999998,0,5000000,0.17666165267916664,0.6531437184642126,2.5,1,0
44000-P179763,EN: World Bank,Multilateral,A02_sector,KM,1,0.02063343348247803,0,19952908.000000004,1,NA,1,1,0
44000-P131688,EN: World Bank,Multilateral,A02_sector,KM,1,-0.01367105263157886,0,3800000,0.5868156931647642,0.17072127141491428,2,1,0
44000-P174260,EN: World Bank,Multilateral,A02_sector,KM,1,-0.03699439999999998,0,10000000,0.5048481733203595,0.2451753314641847,2,1,0
44000-P150924,EN: World Bank,Multilateral,A02_sector,KM,1,-0.03153707105533043,0,2997298,0.5327029281278377,0.21836655338029692,2,1,0
44000-P154702,EN: World Bank,Multilateral,A02_sector,KZ,1,0,0,1000000000,1,NA,1,1,0
44000-P174367,EN: World Bank,Multilateral,A02_sector,KZ,1,0.08787054999999999,0,400000000,1,NA,1,1,0
44000-P159956,EN: World Bank,Multilateral,A02_sector,LA,1,-0.02758784659238133,0,38590000,1,NA,1,1,0
44000-P166839,EN: World Bank,Multilateral,A02_sector,LA,1,-0.00400767499999998,0,40000000,0.4220279259922943,0.33405171833276887,2,1,0
44000-P161562,EN: World Bank,Multilateral,A02_sector,KE,1,0.08931134500000004,0,200000000,0.9214476481996023,0.024681887893493792,1.5,1,0
44000-P168204,EN: World Bank,Multilateral,A02_sector,KE,1,-0.00150728400602906,0,749999997,0.9214476481996023,0.024681887893493792,1.5,1,0
44000-P172321,EN: World Bank,Multilateral,A02_sector,KE,1,0,0,1000000000,0.8428952963992046,0.024681887893493792,2,1,0
44000-P175251,EN: World Bank,Multilateral,A02_sector,KE,1,0,0,750000000,0.8837480296699535,0.013514520605617975,2,1,0
44000-P176903,EN: World Bank,Multilateral,A02_sector,KE,1,0,0,750000000,0.8608691459257861,0.019357394555420182,2,1,0
44000-P180339,EN: World Bank,Multilateral,A02_sector,KE,1,0,0,1000000000,0.9173453667306039,0.006831788400898375,2,1,0
44000-P174346,EN: World Bank,Multilateral,A02_sector,LC,1,0,0,30000000,1,NA,1,1,0
44000-P147454,EN: World Bank,Multilateral,A02_sector,LK,1,0,0,102000000,1,NA,1,1,0
44000-P157804,EN: World Bank,Multilateral,A02_sector,LK,1,0,0,100000000,1,NA,1,1,0
DE-1-201468453,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CO,1,0,0,85487047.869618,0.08671498162165622,0.41704482627940653,3,1,0
DE-1-201468461,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CO,1,0,0,85455000,0.1022855809110006,0.8058911782402997,2,1,0
44000-P179808,EN: World Bank,Multilateral,A02_sector,LK,1,0.00875123200000005,0,500000000,0.5861046504543559,0.17130936037551103,2,1,0
DE-1-201468479,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CO,1,0,0,85487047.869618,0.08671498162165622,0.41704482627940653,3,1,0
DE-1-201468487,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CO,1,0,0,85455000,0.03666665044761118,0.5023181463418551,3,1,0
44000-P157224,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,250000000,1,NA,1,1,0
44000-P159669,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,250000000,0.3084220264317248,0.5719165335078298,2,1,0
44000-P167246,EN: World Bank,Multilateral,A02_sector,IN,1,2.220446049250313e-16,0,40000000,0.6144227453573963,0.14866981929772727,2,1,0
44000-P169907,EN: World Bank,Multilateral,A02_sector,IN,1,0.00625612799999997,0,250000000,0.6144227453573963,0.14866981929772727,2,1,0
44000-P172732,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,200000000,0.5310270666815531,0.21993561218530844,2,1,0
44000-P173943,EN: World Bank,Multilateral,A02_sector,IN,1,0.00197499599978667,0,749960000,0.5310270666815531,0.21993561218530844,2,1,0
44000-P174027,EN: World Bank,Multilateral,A02_sector,IN,1,-0.00650464999999989,0,400000000,0.7520361794075945,0.11033108423073473,2,1,0
44000-P174292,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,750000000,0.5310270666815531,0.21993561218530844,2,1,0
44000-P176447,EN: World Bank,Multilateral,A02_sector,IN,1,2.401920000000279e-4,0,500000000,0.973045292133636,7.265562761610278e-4,2,1,0
44000-P177985,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,750000000,0.8846153846153846,0.053254437869822535,1.5,1,0
44000-P178329,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,190000000,1,NA,1,1,0
44000-P181032,EN: World Bank,Multilateral,A02_sector,IN,1,0,0,1500000000,0.7692307692307693,0.053254437869822535,2,1,0
44000-P162111,EN: World Bank,Multilateral,A02_sector,LR,1,-0.03487470000000003,0,20000000,0.7923423862512814,0.043121684547811956,2,1,0
44000-P168218,EN: World Bank,Multilateral,A02_sector,LR,1,0.00369600000000014,0,40000000.00000001,0.690859273510429,0.09556798877449985,2,1,0
44000-P175570,EN: World Bank,Multilateral,A02_sector,LR,1,0.00162450000000002,0,40000000,1,NA,1,1,0
44000-P176993,EN: World Bank,Multilateral,A02_sector,LR,1,0.01016203636363655,0,55000000.00000001,1,NA,1,1,0
44000-P180050,EN: World Bank,Multilateral,A02_sector,LR,1,0,0,65000000.00000001,0.9233595190901545,0.005873763314092395,2,1,0
44000-P176937,EN: World Bank,Multilateral,A02_sector,MA,1,0.02578294400000003,0,500000000,0.48770096325894197,0.25638559604905,3,1,0
44000-P174004,EN: World Bank,Multilateral,A02_sector,MA,1,0.04187007111111107,0,450000000,0.6861840288075621,0.13308226289559189,3,1,0
44000-P168587,EN: World Bank,Multilateral,A02_sector,MA,1,0.02107618714285719,0,700000000,0.6338531422605248,0.1251218646124504,3,1,0
44000-P144185,EN: World Bank,Multilateral,A02_sector,MA,1,0.06979504999999997,0,100000000,0.6977618306729559,0.09134791099816286,2,1,0
44000-P174005,EN: World Bank,Multilateral,A02_sector,MA,1,-0.04029299777777773,0,450000000,0.5779891344183146,0.15863150888578287,3,1,0
44000-P171587,EN: World Bank,Multilateral,A02_sector,MA,1,-0.08912987000000006,0,500000000,0.6964154852398818,0.0921635576021364,2,1,0
44000-P148642,EN: World Bank,Multilateral,A02_sector,MA,1,0.10738414615384616,0,130000000,0.33094211142147595,0.4476384582691527,2,1,0
44000-P147257,EN: World Bank,Multilateral,A02_sector,MA,1,0.0297535166666667,0,300000000,0.6977618306729559,0.09134791099816286,2,1,0
44000-P178382,EN: World Bank,Multilateral,A02_sector,MA,1,-0.00895803599999989,0,500000000,0.5779891344183146,0.15863150888578287,3,1,0
44000-P168580,EN: World Bank,Multilateral,A02_sector,MA,1,0.0109753818181818,0,275000000,0.6651343137502033,0.1086427111072934,2.5,1,0
44000-P149747,EN: World Bank,Multilateral,A02_sector,MA,1,0,0,300000000,0.4503346469729106,0.3163865778637954,2,1,0
44000-P180587,EN: World Bank,Multilateral,A02_sector,MK,1,-0.03421194999999999,0,100000000,1,NA,1,1,0
44000-P171851,EN: World Bank,Multilateral,A02_sector,MK,1,0.00165148294434469,0,139250000,1,NA,1,1,0
44000-P130847,EN: World Bank,Multilateral,A02_sector,MK,1,0.02872806000000005,0,50000000,1,NA,1,1,0
44000-P149555,EN: World Bank,Multilateral,A02_sector,MD,1,0.00853400000000004,0,45000000,1,NA,1,1,0
44000-P175640,EN: World Bank,Multilateral,A02_sector,MD,1,0.05044749999999998,0,150000000,1,NA,1,1,0
44000-P179086,EN: World Bank,Multilateral,A02_sector,MD,1,-0.01254740000000009,0,100000000,1,NA,1,1,0
44000-P143283,EN: World Bank,Multilateral,A02_sector,MD,1,-0.00734710000000005,0,30000000,1,NA,1,1,0
44000-P156963,EN: World Bank,Multilateral,A02_sector,MD,1,0.02798699999999998,0,30000000,1,NA,1,1,0
44000-P145275,EN: World Bank,Multilateral,A02_sector,ML,1,0.09723441269841272,0,63000000,0.4792487730248515,0.1423191124249303,4,1,0
44000-P161619,EN: World Bank,Multilateral,A02_sector,ML,1,0.04364806787109221,0,59934795,0.85354213833079,0.019146992779641825,2.5,1,0
44000-P167547,EN: World Bank,Multilateral,A02_sector,ML,1,2.717399999999648e-4,0,250000000,0.979879354163339,4.0484038888433105e-4,2,1,0
44000-P150503,EN: World Bank,Multilateral,A02_sector,MG,1,0.01832022222222218,0,45000000,1,NA,1,1,0
44000-P153084,EN: World Bank,Multilateral,A02_sector,MG,1,0.00650392727272741,0,55000000,0.6171140975612638,0.1466016142863255,2,1,0
44000-P160866,EN: World Bank,Multilateral,A02_sector,MG,1,0.04107953846153844,0,65000000,0.7861875551045141,0.045715761592185156,2,1,0
44000-P162279,EN: World Bank,Multilateral,A02_sector,MG,1,-0.00711844444444453,0,45000000,1,NA,1,1,0
44000-P164137,EN: World Bank,Multilateral,A02_sector,MG,1,-0.00358817777777775,0,45000000,1,NA,1,1,0
44000-P166425,EN: World Bank,Multilateral,A02_sector,MG,1,0.01461210000000001,0,60000000,1,NA,1,1,0
44000-P166752,EN: World Bank,Multilateral,A02_sector,MG,1,0.01279352,0,100000000,1,NA,1,1,0
44000-P167941,EN: World Bank,Multilateral,A02_sector,MG,1,0.05666181642730661,0,15921551,0.9471524773649322,0.011171442594655967,1.5,1,0
44000-P168697,EN: World Bank,Multilateral,A02_sector,MG,1,0.00621280999999995,0,100000000,0.8943049547298644,0.011171442594655967,2,1,0
44000-P174388,EN: World Bank,Multilateral,A02_sector,MG,1,-0.04021735999999998,0,75000000,0.775782205532741,0.06432126143300618,2,1,0
44000-P180288,EN: World Bank,Multilateral,A02_sector,MG,1,0.00892716000000004,0,100000000,1,NA,1,1,0
44000-P132510,EN: World Bank,Multilateral,A02_sector,MU,1,-0.07601473333333342,0,15000000,0.10968762759522138,0.7926561204570253,2,1,0
44000-P167485,EN: World Bank,Multilateral,A02_sector,MN,1,-0.00251786999999992,0,100000000,0.19273854205658222,0.6886711514746446,2,1,0
44000-P163939,EN: World Bank,Multilateral,A02_sector,MV,1,-0.00241880000000005,0,10000000,0.6431037887302341,0.5094996224748535,1.5,1,0
44000-P163966,EN: World Bank,Multilateral,A02_sector,MV,1,-0.00391059999999998,0,20000000,1,NA,1,1,0
44000-P160592,EN: World Bank,Multilateral,A02_sector,MR,1,0.02255961538461537,0,26000000,1,NA,1,1,0
44000-P163057,EN: World Bank,Multilateral,A02_sector,MR,1,-0.01278430769230776,0,26000000,0.7434506742243584,0.06581755655593624,2,1,0
44000-P167348,EN: World Bank,Multilateral,A02_sector,MR,1,0.00563272000000003,0,50000000,1,NA,1,1,0
44000-P171238,EN: World Bank,Multilateral,A02_sector,MR,1,0.0189263999999999,0,30000000,1,NA,1,1,0
44000-P171585,EN: World Bank,Multilateral,A02_sector,MR,1,-0.00236269999999994,0,30000000,1,NA,1,1,0
44000-P174155,EN: World Bank,Multilateral,A02_sector,MR,1,-0.0269493999999999,0,70000000,0.8760526790899352,0.015362938360782619,2,1,0
44000-P147244,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,300751880,0.4671860220431512,0.2838907351062014,2,1,0
44000-P167674,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,500000000,0.29411764705882354,0.4982698961937717,2,1,0
44000-P172863,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,1000000000,0.6385869565217391,0.1308039933837429,2,1,0
44000-P174000,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,750000000,0.592391304347826,0.17053599558916194,2,1,0
44000-P174150,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,750000000,0.5760869565217391,0.1854914933837429,2,1,0
44000-P178224,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,700000000,0.25124688279301743,0.6225093438473641,2,1,0
44000-P180496,EN: World Bank,Multilateral,A02_sector,MX,1,0,0,700000000,0.0024937655860349127,0.9950186876947283,2,1,0
DE-1-201667484,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CO,1,0,0,113940000,0.10733811098820313,0.6217778857889673,2.5,1,0
44000-P153753,EN: World Bank,Multilateral,A02_sector,MW,1,-0.05333815000000008,0,80000000,0.9748716110988944,6.314359287652449e-4,2,1,0
DE-1-201667492,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",Bilateral,A02_sector,CO,1,0,0,113940000,0.11239064106540567,0.4376645933376351,3,1,0
44000-P165056,EN: World Bank,Multilateral,A02_sector,MW,1,0.00363587142857146,0,70000000,0.6992905077804565,0.3617047948437426,1.5,1,0
44000-P132757,EN: World Bank,Multilateral,A02_sector,NE,1,-0.00275858529545725,0,49998454,0.8374562320532651,0.02642047649832202,2,1,0
44000-P145251,EN: World Bank,Multilateral,A02_sector,NE,1,4.2077142857144256e-4,0,70000000,0.42059311495020263,0.5094871968439907,2,1,0
44000-P151487,EN: World Bank,Multilateral,A02_sector,NE,1,0.03449349999999995,0,80000000,0.5018649989235701,0.9925539171896595,1.5,1,0
44000-P159969,EN: World Bank,Multilateral,A02_sector,NE,1,-0.01327478485672117,0,49971582,0.8274866635635711,0.039651853259698444,2,1,0
44000-P163318,EN: World Bank,Multilateral,A02_sector,NE,1,-0.01182904166666665,0,120000000,0.926940180400684,0.005337737239884621,2,1,0
44000-P166124,EN: World Bank,Multilateral,A02_sector,NE,1,0.00995145454545454,0,110000000,0.7280331467264582,0.07396596927951227,2,1,0
44000-P169830,EN: World Bank,Multilateral,A02_sector,NE,1,-0.00309602000000008,0,350000000,0.9282875264149982,0.0051426788676796065,2,1,0
44000-P173113,EN: World Bank,Multilateral,A02_sector,NE,1,-0.05051845811693556,0,249689311,0.8685225744634266,0.031697588212657724,2,1,0
44000-P175256,EN: World Bank,Multilateral,A02_sector,NE,1,0.01892867600000003,0,250000000,0.9234155502366087,0.005865177945561406,2,1,0
44000-P178423,EN: World Bank,Multilateral,A02_sector,NE,1,-0.07230500000000006,0,350000000,0.9885695435502493,1.3065533464962087e-4,2,1,0
44000-P146398,EN: World Bank,Multilateral,A02_sector,MZ,1,0.05296400000000001,0,50000000,0.6046070311359828,0.0494256446060346,5.5,1,0
44000-P176762,EN: World Bank,Multilateral,A02_sector,MZ,1,0.05038816000000001,0,300000000,0.9675042993151455,9.606735170961667e-4,3,1,0
44000-P133687,EN: World Bank,Multilateral,A02_sector,MZ,1,0.04963671999999997,0,25000000,0.4556497189430859,0.07024818260042798,7,1,0
44000-P178668,EN: World Bank,Multilateral,A02_sector,MZ,1,-0.01671467333333343,0,300000000,0.916612649976621,0.004228734117396882,4,1,0
44000-P154422,EN: World Bank,Multilateral,A02_sector,MZ,1,0.00542325714285718,0,70000000,0.7535643433288796,0.028603106611641227,4,1,0
44000-P146537,EN: World Bank,Multilateral,A02_sector,MZ,1,0.01751800000000003,0,110000000,0.4556497189430859,0.07024818260042798,7,1,0
44000-P146930,EN: World Bank,Multilateral,A02_sector,MZ,1,0.04346704000000001,0,50000000,0.7535643433288796,0.028603106611641227,4,1,0
44000-P174152,EN: World Bank,Multilateral,A02_sector,MZ,1,-0.0153903500000001,0,100000000,0.7080409227169306,0.08051863084421551,4,1,0
44000-P166159,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,100000000,0.2,0.6400000000000001,2,1,0
44000-P151804,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,300000000,0.5,0.25,2,1,0
44000-P122738,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,66000000,0.344568881156899,0.5112403575918697,2,1,0
44000-P127332,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,100000000,0.4,0.36,2,1,0
44000-P175930,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,250000000,0.625,0.140625,2,1,0
44000-P179817,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,150000000,0.42857142857142855,0.3265306122448979,2,1,0
44000-P146942,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,200000000,0.4,0.36,2,1,0
44000-P174107,EN: World Bank,Multilateral,A02_sector,PA,1,0,0,300000000,0.6303142329020333,0.1366675663948121,2,1,0
44000-P130012,EN: World Bank,Multilateral,A02_sector,NG,1,-0.01760555000000008,0,100000000,1,NA,1,1,0
44000-P123352,EN: World Bank,Multilateral,A02_sector,NG,1,0.01001624000000001,0,200000000,1,NA,1,1,0
44000-P151480,EN: World Bank,Multilateral,A02_sector,NG,1,0.00804435999999997,0,75000000,1,NA,1,1,0
44000-P177776,EN: World Bank,Multilateral,A02_sector,NP,1,0.04406553999999996,0,100000000,0.8622246369474375,0.008865736915121603,5,1,0
44000-P159547,EN: World Bank,Multilateral,A02_sector,NP,1,0.00669744999999999,0,100000000,0.7972399677737497,0.024475113801229242,3,1,0
44000-P170248,EN: World Bank,Multilateral,A02_sector,NP,1,-0.01213372999999995,0,100000000,0.30358223709515764,0.43534977341505837,3,1,0
44000-P173044,EN: World Bank,Multilateral,A02_sector,NP,1,-0.05352892999999992,0,200000000,0.6435073823599112,0.2178121272779829,2.5,1,0
44000-P176881,EN: World Bank,Multilateral,A02_sector,NP,1,0.03380297333333337,0,150000000,0.8622246369474375,0.008865736915121603,5,1,0
44000-P173982,EN: World Bank,Multilateral,A02_sector,NP,1,0.00626073333333332,0,150000000,0.9834325276246648,2.7448114090744546e-4,2,1,0
44000-P168869,EN: World Bank,Multilateral,A02_sector,NP,1,0.00859292,0,100000000,0.7972399677737497,0.024475113801229242,3,1,0
44000-P166788,EN: World Bank,Multilateral,A02_sector,NP,1,0.01314817999999995,0,50000000,0.30358223709515764,0.43534977341505837,3,1,0
44000-P170477,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,50000000,0.6873253851005618,0.12100387577753138,2,1,0
44000-P174440,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,750000000,0.5348837209302325,0.21633315305570572,2,1,0
44000-P101177,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,330000000,0.9477484858953624,0.002730220726227084,2,1,0
44000-P101471,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,330000000,0.9477484858953624,0.002730220726227084,2,1,0
44000-P149831,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,70000000,0.9481944398404157,0.0026840149383693945,2,1,0
44000-P154981,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,1250000000,0.8397670492708912,0.02567459849935705,2,1,0
44000-P156858,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,1250000000,0.8653665835828893,0.021764885390192945,2,1,0
44000-P176387,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,350000000,0.5348837209302325,0.21633315305570572,2,1,0
44000-P177765,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,500000000,0.5,0.25,2,1,0
44000-P178591,EN: World Bank,Multilateral,A02_sector,PE,1,0,0,750000000,0.6071428571428572,0.16581632653061223,2,1,0
44000-P146243,EN: World Bank,Multilateral,A02_sector,PL,1,0.06915510457651686,0,965800000,1,NA,1,1,0
44000-P151007,EN: World Bank,Multilateral,A02_sector,PY,1,0,0,100000000,0.32768401148539816,0.45580691781499805,2,1,0
44000-P169505,EN: World Bank,Multilateral,A02_sector,PY,1,0,0,200000000,0.25,0.5625,2,1,0
44000-P178285,EN: World Bank,Multilateral,A02_sector,PY,1,-2.220446049250313e-16,0,240000000,0.42149140282588043,0.5113081050456068,2,1,0
44000-P165717,EN: World Bank,Multilateral,A02_sector,PG,1,0.01340295999999996,0,150000000,0.5967572118238721,0.16260474621605758,2,1,0
44000-P174347,EN: World Bank,Multilateral,A02_sector,PG,1,0.01662361000000001,0,100000000,0.39265723566841093,0.3588026107261688,3,1,0
44000-P130051,EN: World Bank,Multilateral,A02_sector,RO,1,-0.02763819095477382,0,1333300000,1,NA,1,1,0
44000-P148957,EN: World Bank,Multilateral,A02_sector,RO,1,0.18448009277155009,0,1034800000,1,NA,1,1,0
44000-P149776,EN: World Bank,Multilateral,A02_sector,RO,1,-0.06229960413420032,0,558270000,1,NA,1,1,0
44000-P166303,EN: World Bank,Multilateral,A02_sector,RO,1,0.1135967225084168,0,493060000,1,NA,1,1,0
44000-P178912,EN: World Bank,Multilateral,A02_sector,RO,1,0.01318373071528755,0,641700000,1,NA,1,1,0
44000-P179297,EN: World Bank,Multilateral,A02_sector,RO,1,0.01799236923076919,0,650000000,1,NA,1,1,0
44000-P127408,EN: World Bank,Multilateral,A02_sector,RS,1,-0.01458113000000005,0,100000000,1,NA,1,1,0
44000-P149750,EN: World Bank,Multilateral,A02_sector,RS,1,0.03055140999999994,0,100000000,1,NA,1,1,0
44000-P155694,EN: World Bank,Multilateral,A02_sector,RS,1,-0.0375833000000001,0,200000000,1,NA,1,1,0
44000-P157489,EN: World Bank,Multilateral,A02_sector,RS,1,-0.0700494285714286,0,70000000,1,NA,1,1,0
44000-P161184,EN: World Bank,Multilateral,A02_sector,RS,1,0.08720249999999996,0,200000000,1,NA,1,1,0
44000-P164575,EN: World Bank,Multilateral,A02_sector,RS,1,0.06916697000000005,0,100000000,1,NA,1,1,0
44000-P177410,EN: World Bank,Multilateral,A02_sector,RS,1,-0.00285629999999992,0,160000000,1,NA,1,1,0
44000-P126580,EN: World Bank,Multilateral,A02_sector,PH,1,-2.220446049250313e-16,0,799999999.9999999,0.583404258849847,0.18328885320607383,2,1,0
44000-P147803,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,300000000,0.583404258849847,0.18328885320607383,2,1,0
44000-P155656,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,500000000,0.3779965962994344,0.45968837949968283,2,1,0
44000-P167651,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,450000000,0.5322201003686103,0.2386752838137787,2,1,0
44000-P170052,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,400000000,0.4538012234327905,0.3238703102530175,2,1,0
44000-P170914,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,600000000,0.5053756884071129,0.26906378137904863,2,1,0
44000-P171440,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,500000000,0.48504966123614224,0.3005502668918135,2,1,0
44000-P174120,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,500000000,0.48504966123614224,0.3005502668918135,2,1,0
44000-P175008,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,400000000,0.6095817978300939,0.15646549050282543,2,1,0
44000-P175360,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,600000000,0.6731358529111338,0.10684017065213197,2,1,0
44000-P176891,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,600000000,0.5076536880048728,0.2658763153584504,2,1,0
44000-P177125,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,500000000,0.5076536880048728,0.2658763153584504,2,1,0
44000-P178634,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,750000000,0.6731358529111338,0.10684017065213197,2,1,0
44000-P179361,EN: World Bank,Multilateral,A02_sector,PH,1,0,0,600000000,0.6731358529111338,0.10684017065213197,2,1,0
44000-P148861,EN: World Bank,Multilateral,A02_sector,SC,1,0,0,7000000,0.8477432653408763,0.09272845299623511,1.5,1,0
44000-P125202,EN: World Bank,Multilateral,A02_sector,SC,1,0,0,7000000,1,NA,1,1,0
44000-P178209,EN: World Bank,Multilateral,A02_sector,SC,1,0,0,24999999.999999996,1,NA,1,1,0
44000-P174198,EN: World Bank,Multilateral,A02_sector,SC,1,0,0,15000000,0.8477432653408763,0.09272845299623511,1.5,1,0
44000-P153269,EN: World Bank,Multilateral,A02_sector,SC,1,0,0,5000000,0.7804238676424065,0.43392310111007526,1.3333333333333333,1,0
44000-P176420,EN: World Bank,Multilateral,A02_sector,SC,1,0,0,35000000,0.6460564145844853,0.12527606165678978,2,1,0
44000-P175139,EN: World Bank,Multilateral,A02_sector,SD,1,0.00637424585522061,0,1317585200,0.869619453885344,0.01699908680515594,2,1,0
44000-P149886,EN: World Bank,Multilateral,A02_sector,SB,1,0.08380120000000002,0,5000000,0.24648308558758064,0.5677877403056134,2,1,0
44000-P167465,EN: World Bank,Multilateral,A02_sector,SB,1,-0.02203620000000006,0,15000000,0.326228542677794,0.22700974477578645,3,1,0
44000-P172454,EN: World Bank,Multilateral,A02_sector,SB,1,0.02448296666666671,0,30000000,0.8703984852589682,0.06718621049267959,1.5,1,0
44000-P146726,EN: World Bank,Multilateral,A02_sector,SL,1,0.00232826666666674,0,30000000.000000004,0.6855170576012266,0.0655432274121604,3,1,0
44000-P168259,EN: World Bank,Multilateral,A02_sector,SL,1,0.00823065,0,40000000,0.6610438086004687,0.11489129968807577,2,1,0
44000-P169498,EN: World Bank,Multilateral,A02_sector,SL,1,-0.01555484000000007,0,100000000,0.8062176671815721,0.03755159251255202,2,1,0
44000-P175342,EN: World Bank,Multilateral,A02_sector,SL,1,0.01095639999999997,0,75000000,1,NA,1,1,0
44000-P178321,EN: World Bank,Multilateral,A02_sector,SL,1,-0.03957516000000005,0,100000000,0.9808083522053689,3.683193450731981e-4,2,1,0
