iatiidentifier,year,commitment_usd,disbursement_usd,n_disb_tx
XI-IATI-EC_NEAR-2020-PCC-420597,2022,0,17091000,1
XI-IATI-EC_NEAR-2021-PC-8877,2021,838675.8792000001,0,0
XI-IATI-EC_NEAR-2021-PCC-426850,2022,0,153819000,2
XI-IATI-EC_NEAR-2021-PCC-426850,2023,7975800,0,0
XI-IATI-EC_NEAR-2021-PCC-426850,2021,202813200,0,0
XI-IATI-EC_NEAR-2021-PCC-423254,2021,6036632.352,0,0
XI-IATI-EC_NEAR-2021-PCC-430183,2021,1709100,524356.4376000001,2
XI-IATI-EC_NEAR-2020-PCC-418579,2020,88873200,34182000,2
XI-IATI-EC_NEAR-2020-PCC-418579,2022,0,27345600,2
XI-IATI-EC_NEAR-2021-PCC-428588,2021,2278800,325169.9478,2
XI-IATI-EC_NEAR-2021-PCC-428588,2023,0,588067.128,2
XI-IATI-EC_NEAR-2022-PC-22976,2023,0,1476794.5704,1
XI-IATI-EC_NEAR-2022-PC-22976,2022,5127300,0,0
XI-IATI-EC_NEAR-2022-PCC-425501,2022,5924880,1251242.9343,1
XI-IATI-EC_NEAR-2021-PC-3558,2022,38136.8574,0,0
XI-IATI-EC_NEAR-2021-PC-3558,2021,303682.00320000004,0,0
XI-IATI-EC_NEAR-2020-PCC-417245,2020,2127619.371852,950106.897612,1
XI-IATI-EC_NEAR-2020-PCC-417245,2022,0,858369.565044,1
XI-IATI-EC_NEAR-2022-PC-15378,2022,34085.720700000005,0,0
XI-IATI-EC_NEAR-2022-PC-23457,2023,0,2221240.9302000003,2
XI-IATI-EC_NEAR-2022-PC-23457,2022,6836400,0,0
XI-IATI-EC_NEAR-2022-PC-20298,2022,113940000,45576000,1
XI-IATI-EC_NEAR-2022-PC-20298,2023,0,0,2
XI-IATI-EC_NEAR-2023-PC-31718,2023,8545500,1411594.6842,2
XI-IATI-EC_NEAR-2023-PC-31719,2023,1139400,558585.7226999999,2
XI-IATI-EC_NEAR-2023-PC-31722,2023,3418200,0,0
XI-IATI-EC_NEAR-2023-PC-30456,2023,1709100,420499.181898,1
XI-IATI-EC_NEAR-2023-PC-30872,2023,1708851.371526,473834.07432,1
XI-IATI-EC_NEAR-2023-PC-32512,2023,1139400,350997.718878,1
XI-IATI-EC_NEAR-2023-PC-30873,2023,978317.325,0,2
XI-IATI-EC_NEAR-2016-ACT-D-39747-07,2016,28485000,0,0
XI-IATI-EC_NEAR-2023-ACT-61599,2023,85455000,0,0
XI-IATI-EC_NEAR-2017-PCC-394632,2017,25066800,0,0
XI-IATI-EC_NEAR-2017-PCC-394632,2019,0,6266700,1
XI-IATI-EC_NEAR-2017-PCC-394632,2020,0,4022082,2
XI-IATI-EC_NEAR-2022-PC-24561,2022,2848500,0,0
XI-IATI-EC_NEAR-2023-PC-25711,2023,85455000,76909500,1
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,2020,11793929.00121,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,2018,5127300,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,2016,118497600,0,0
XI-IATI-EC_NEAR-2022-ACT-60707,2022,68364000,0,0
XI-IATI-EC_NEAR-2022-ACT-61256,2022,644900400,0,0
XI-IATI-EC_NEAR-2023-ACT-61827,2023,284850000,0,0
XI-IATI-EC_NEAR-2017-PCC-385741,2017,5697000,1709100,1
XI-IATI-EC_NEAR-2017-PCC-385741,2019,341820,1709100,1
XI-IATI-EC_NEAR-2017-PCC-385741,2020,0,341820,1
XI-IATI-EC_NEAR-2017-PCC-385741,2018,0,2278800,1
XI-IATI-EC_NEAR-2022-PC-15302,2022,68364000,136728000,1
XI-IATI-EC_NEAR-2022-PC-19078,2022,644900400,644900400,2
XI-IATI-EC_NEAR-2023-PC-34368,2023,114039502.400538,0,0
XI-IATI-EC_NEAR-2023-PC-26460,2023,284850000,170910000,1
GB-1-103985-101,2014,5876562,5876562,8
GB-1-103986-101,2014,25676870,25676870,6
GB-1-202328-101,2020,6948637.5,6948637.5,5
GB-1-202328-101,2016,27529840,27529840,10
GB-1-202328-101,2017,26471000,26471000,5
GB-1-202328-101,2021,2533519.55675,2533519.344982,15
GB-1-202328-101,2018,25147450,25147450,5
GB-1-202328-101,2019,19847100.7867,19847100.7867,5
GB-1-202328-101,2014,66177500,54821441,15
GB-1-202328-101,2015,25412160,36768219,15
GB-1-202328-101,2022,1498267.86485,1498267.4677849999,5
GB-1-202377-101,2014,14629754.041000001,14629754.041000001,6
GB-1-202462-101,2014,9092788.5,9092788.5,10
GB-1-202462-101,2015,0,-51618.45,5
GB-1-202468-101,2015,13235500,13235500,6
GB-1-202697-101,2016,33750525,33750525,4
GB-1-202697-101,2017,32426975,32426975,4
GB-1-202697-101,2021,5294200,5294200,4
GB-1-202697-101,2018,9529438.2334,9529438.2334,2
GB-1-202697-101,2015,14029630,14029630,2
GB-1-202697-101,2019,6353040,6353040,4
GB-1-202697-101,2014,42485955,42485955,2
GB-1-202893-104,2015,4520043.69305,4520043.2033365,2
GB-1-202990-101,2014,73589380,73589380,4
GB-1-202990-103,2014,12441370,12441370,4
GB-1-202991-102,2014,0,108531100,3
GB-1-203001-101,2020,81292.441,80668.1357005,3
GB-1-203001-101,2014,19853250,27794550,15
GB-1-203001-101,2016,0,8953815.75,12
GB-1-203001-101,2015,13361237.25,4407421.5,3
GB-1-203100-104,2019,122109.39945000001,122109.39945000001,2
GB-1-203100-104,2017,681628.25,681628.25,2
GB-1-203100-104,2016,681310.5980000001,681310.598,4
GB-1-203100-104,2021,0,-29144.571,2
GB-1-203100-104,2014,860307.5,860307.5,2
GB-1-203100-104,2020,2382390,2382390,4
GB-1-203100-104,2018,860307.5,860307.5,2
GB-1-203213-101,2014,15551712.5,15551712.5,7
GB-1-203213-102,2014,15882600,15882600,1
GB-1-203213-102,2015,15882600,15882600,1
GB-1-203396-102,2014,39706500,39706500,3
GB-1-203413-102,2016,7941300,7941300,12
GB-1-203536-101,2014,7941300,7941300,6
GB-1-203536-113,2016,12435174.462450001,4997724.8,3
GB-1-203536-113,2018,0,2439724.86245,3
GB-1-203536-113,2017,0,4997724.8,3
GB-1-203585-101,2014,0,19833785.8737,35
GB-1-203585-101,2015,0,12846220.121100001,21
GB-1-203766-109,2014,6617750,6617750,1
GB-1-203766-111,2014,19853250,19853250,1
GB-1-203766-112,2018,0,117285.05969999998,2
GB-1-203766-112,2015,590581.2455,236648.09289999993,2
GB-1-203766-112,2016,0,236648.09289999993,2
GB-1-203811-101,2014,0,-1323550,5
GB-1-204024-107,2015,39706500,39706500,8
GB-1-204024-107,2016,79413000,79413000,16
GB-1-204179-101,2014,43015375,16544375,3
GB-1-204179-101,2015,0,26471000,3
GB-1-204288-102,2015,4798240.667550001,4849048.3505265005,2
GB-1-205145-102,2020,1323550,1323550,4
GB-1-205145-102,2022,9320584.6905,1056047.3095,8
GB-1-205145-102,2021,4784633.25,4784633.25,8
GB-1-205145-102,2018,1720615,1323550,4
GB-1-205145-102,2023,0,2086812.1669,4
GB-1-205145-102,2019,0,1720615,4
GB-1-205145-102,2017,1323550,0,0
GB-1-205145-104,2019,12375192.5,12375192.5,14
GB-1-205145-104,2017,11921258.52715,13500210,14
GB-1-205145-104,2021,1276203.9694,1305348.5404,14
GB-1-205145-104,2018,7742767.5,10134466.02715,14
GB-1-205145-104,2020,12026079.7165,12026079.7165,7
GB-1-205145-104,2022,3375052.5,2713277.5,7
GB-1-205145-104,2016,14559050,10588400,7
GB-1-205145-104,2023,1838969.4881,1838969.4881,7
GB-1-114506-106,2014,0,26471000,3
GB-1-113707-102,2014,6617750,6617750,3
GB-1-113963-102,2014,0,7279525,4
GB-1-114086-101,2014,2501502.88225,0,2
GB-1-114086-101,2015,2647100,2647100,4
GB-1-201375-102,2014,28588680,39177080,16
GB-1-201375-106,2014,4500070,4500070,4
GB-1-201564-101,2014,8603075,0,32
GB-1-201629-108,2016,0,11136027.3758685,4
GB-1-201629-108,2015,0,3295051.340851,2
GB-1-201629-108,2014,29708739.4817,7865780.61939,4
GB-1-201629-108,2017,0,8470720,2
FI-3-2014-2005050123,2014,2278800,7975800,1
FI-3-2014-2002023052,2014,0,6836400,1
FI-3-2014-2008080028,2014,0,127469.2356,1
FI-3-2014-2014140714,2014,13672800,0,0
FI-3-2014-2000003078,2014,0,12282732,1
FI-3-2014-2013130107,2014,0,1195549.632,1
FI-3-2014-2013130132,2014,0,2293188.3432,1
FI-3-2014-2012000151,2014,0,6307718.4,1
FI-3-2014-2009091300,2014,0,7975800,1
FI-3-2014-2008080130,2014,0,4074763.2984,1
FI-3-2014-2004043014,2014,0,533664.1962,1
FI-3-2014-2013130288,2014,0,1753739.4132,1
FI-3-2014-2014140891,2014,10254600,0,0
FI-3-2016-2005050123,2016,0,10254600,1
FI-3-2016-2008080028,2016,0,167765.25600000002,1
FI-3-2016-2013130107,2016,0,216226.2168,1
FI-3-2016-2009091300,2016,0,2278800,1
FI-3-2016-2013130288,2016,0,2568365.9766,1
FI-3-2016-2014140891,2016,0,3418200,1
FI-3-2015-2015150032,2015,2278800,0,0
FI-3-2015-2005050123,2015,20509200,10254600,1
FI-3-2015-2008080028,2015,0,244372.815,1
FI-3-2015-2014140714,2015,0,6836400,1
FI-3-2015-2013130107,2015,216486,918830.3904,1
FI-3-2015-2009091300,2015,0,5697000,1
FI-3-2015-2008080130,2015,0,297219.3264,1
FI-3-2015-2013130288,2015,0,2170611.6912,1
FI-3-2015-2014140891,2015,0,3418200,1
FI-3-2017-2015150032,2017,0,569700,1
FI-3-2017-2005050123,2017,19369800,10254600,1
FI-3-2017-2013130288,2017,0,2493655.97436,1
FI-3-2017-2014140891,2017,0,3418200,1
FI-3-2018-2015150032,2019,0,569700,1
FI-3-2018-2005050123,2019,0,9115200,1
FI-3-2018-2013130288,2018,26914.9068,0,0
FI-3-2018-2013130288,2019,0,1304218.7676,1
FI-3-2018-2018180551,2018,10254600,0,0
FI-3-2018-2018180551,2019,0,3418200,1
FI-3-2021-2021001001,2021,23927.4,1813.9248,1
FI-3-2021-2019190107,2021,0,11394000,1
FI-3-2021-2021005339,2021,21648600,0,0
FI-3-2021-2018180551,2021,6836400,3418200,1
FI-3-2019-2015150032,2019,0,1139400,1
FI-3-2019-2019190049,2019,4557600,0,0
FI-3-2019-2005050123,2019,0,10254600,1
FI-3-2019-2019190107,2019,31903200,0,0
FI-3-2019-2013130288,2019,0,14083.95249,1
FI-3-2019-2018180551,2019,0,3418200,1
FI-3-2020-2019190049,2020,0,2278800,1
FI-3-2020-2019190107,2020,0,11394000,1
FI-3-2020-2018180551,2020,0,3418200,1
FI-3-2022-2018180551,2022,0,3418200,1
FI-3-2022-2021210112,2022,0,3418200,1
FI-3-2022-2019190049,2022,0,1139400,1
FI-3-2022-2022220043,2022,23927400,0,0
FI-3-2022-2019190107,2022,0,9115200,1
FI-3-2023-2023230044,2023,0,1139400,1
FI-3-2023-2023230130,2023,0,5697000,1
FI-3-2023-2023230300,2023,0,3987900,1
FI-3-2023-2023230435,2023,5355180,1936980,1
FI-3-2023-2023230729,2023,9115200,0,0
XM-DAC-5-7-6617541,2023,32085.504,32085.504,4
XM-DAC-5-7-6619031,2023,13936.947102,13936.947102,1
XM-DAC-5-7-6618689,2023,0,524700.638946,4
XM-DAC-5-7-6618689,2022,524700.638946,0,0
XM-DAC-5-7-6618709,2023,0,1715148.869508,6
XM-DAC-5-7-6618709,2022,1715148.869508,0,0
XM-DAC-5-7-6618264,2023,0,54104.409,4
XM-DAC-5-7-6618264,2022,54104.409,0,0
XM-DAC-5-7-6618595,2023,0,74021.87300400001,3
XM-DAC-5-7-6618595,2022,74021.87300400001,0,0
XM-DAC-5-7-6619010,2023,12159.038736,12159.038736,3
XM-DAC-5-7-6619140,2023,11733.461442000002,11733.461442000002,1
XM-DAC-5-7-6619197,2023,33881.1984,33881.1984,1
CA-3-A033033001,2015,0,7037297.677691766,8
CA-3-A033033001,2016,0,8444757.21323012,8
CA-3-A033033001,2017,0,7037297.677691766,8
CA-3-A033033001,2014,0,4222378.60661506,8
CA-3-A033033002,2017,0,5544937.368050668,6
CA-3-A033033002,2015,0,3779382.1252638986,6
CA-3-A033033002,2016,0,7741027.4454609435,6
CA-3-A033033004,2015,0,7037297.677691766,16
CA-3-A033033004,2014,0,7037297.677691766,8
CA-3-A033640001,2017,0,492269.3947923997,19
CA-3-A033640001,2019,0,188320.61928219564,7
CA-3-A033640001,2018,0,326866.0802251935,12
CA-3-A033640001,2016,0,1847546.0802251934,29
CA-3-A033640001,2014,0,1649832.0971147083,8
CA-3-A033640001,2015,0,1926081.0133708655,14
CA-3-A034252001,2015,0,11778213.990147782,4
CA-3-A034252001,2017,0,6370606.326530612,4
CA-3-A034252001,2018,0,5926145.144264602,4
CA-3-A034252001,2016,0,11778213.990147782,4
CA-3-A034252001,2014,0,9185525.686136523,4
CA-3-A034769001,2021,0,63335.6790992259,1
CA-3-A034769001,2018,0,32730.69669247009,4
CA-3-A034769001,2015,0,1403524.4194229415,1
CA-3-A035261001,2020,0,844475.7213230119,4
CA-3-A035261001,2018,0,1190710.7670654468,8
CA-3-A035342001,2017,0,83467.11470795215,68
CA-3-A035342001,2014,0,351864.8838845883,4
CA-3-A035342001,2016,0,527797.3258268825,4
CA-3-A035342001,2018,0,11080.584095707247,12
CA-3-A035342001,2015,0,527797.3258268825,4
CA-3-A035369002,2018,0,2955665.024630542,5
CA-3-A035369002,2014,10907811.400422238,2814919.0710767065,5
CA-3-A035369002,2015,0,4574243.490499648,5
CA-3-A035369002,2017,0,562983.8142153414,5
CA-3-A035369003,2016,0,21111893.0330753,15
CA-3-A035369003,2014,84447572.1323012,21111893.0330753,10
CA-3-A035369003,2017,0,12315270.93596059,5
CA-3-A035369003,2018,0,17593244.194229417,10
CA-3-A035369003,2015,0,12315270.93596059,5
CA-3-A035435001,2015,0,3518648.8388458835,28
CA-3-A035435001,2016,0,3518648.838845883,7
CA-3-A035435001,2017,0,5629838.142153413,7
CA-3-A035435001,2018,0,1407459.5355383533,7
CA-3-D000301001,2015,4926108.381421533,4926108.3743842365,9
CA-3-D000327001,2018,0,8128.078817733989,18
CA-3-D000327001,2017,0,4785747.790288529,18
CA-3-D000327001,2015,13629223.891625615,4485028.149190711,3
CA-3-D000327001,2016,0,4348095.003518648,3
CA-3-D000954001,2017,0,5277973.258268825,1
CA-3-D000954001,2015,12315270.93596059,7037297.677691766,1
CA-3-A032220001,2018,0,695685.524278677,40
CA-3-A032220001,2016,0,53427.04433497537,14
CA-3-A032220001,2017,0,538842.9064039409,24
CA-3-A032220001,2015,0,182380.59817030258,14
CA-3-A032220001,2019,0,655334.3209007741,22
CA-3-A032220001,2021,0,23942.23082336383,4
CA-3-A032220001,2020,0,144490.76002814918,10
CA-3-A032230001,2016,0,264626.593947924,8
CA-3-A032230001,2017,0,1035154.06052076,5
CA-3-A032230001,2014,0,1094972.7797325826,8
CA-3-A032230001,2018,0,37553.406052075996,2
CA-3-A032230001,2015,0,917227.663617171,3
CA-3-A034768005,2018,0,422237.86066150595,2
CA-3-A034768005,2019,0,2814919.0710767065,4
CA-3-A034768005,2021,0,28149.190710767063,2
CA-3-A035209001,2019,0,1661801.4285714286,112
CA-3-A035209001,2015,0,544326.8191414496,72
CA-3-A035209001,2016,0,2548880.11963406,120
CA-3-A035209001,2018,0,4275785.749472203,112
CA-3-A035209001,2017,0,3679732.1885995776,104
CA-3-A035209001,2020,0,1320.7389162561576,8
CA-3-A035209001,2014,0,918749.9718508094,8
CA-3-D000259001,2015,0,4785362.420830401,1
CA-3-D000259001,2021,0,2162397.6073187897,2
CA-3-D000259001,2022,0,66854.32793807177,3
CA-3-D000259001,2014,13895881.477832513,2059980.2955665025,1
CA-3-D000259001,2018,0,4714989.444053483,1
CA-3-D001661001,2016,34632413.04011259,7037297.677691766,4
CA-3-D001661001,2018,0,9852216.748768473,12
CA-3-D001661001,2020,0,10555946.51653765,12
CA-3-D001661001,2019,0,3518648.838845883,4
CA-3-D001661001,2017,0,3518648.838845883,4
CA-3-P006740001,2020,0,3177339.8944405345,2
CA-3-P006740001,2022,0,118226.60098522168,2
CA-3-P006740001,2021,0,2316783.2512315274,6
CA-3-P006740001,2019,9148310.337790288,3518648.838845883,1
CA-3-P006740002,2021,1407459.5355383533,1407459.5355383533,1
CA-3-A033419002,2014,0,3019000.703729768,14
CA-3-A033985001,2014,0,12530.218156228006,21
CA-3-A033999002,2014,0,325241.3793103448,12
CA-3-A034052001,2014,13996717.811400423,7037297.677691766,8
CA-3-A034052001,2015,0,6509500.351864884,4
CA-3-A033033007,2014,0,23926812.104152005,18
CA-3-A033033007,2015,0,4926108.3743842365,12
CA-3-A034379001,2014,0,1964465.8691062634,2
CA-3-A034782006,2015,0,6280321.266713582,4
CA-3-A034782006,2016,0,5745555.214637579,4
CA-3-A034908002,2021,0,85144.26460239268,36
CA-3-A034908002,2018,0,2463054.1871921183,4
CA-3-A034908002,2022,0,14655.172413793103,4
CA-3-A034908002,2016,0,7916959.887403236,4
CA-3-A034908002,2017,0,10028149.190710766,4
CA-3-A034908002,2015,0,14074595.35538353,4
XI-IATI-IADB-BA-U0001,2022,100000000,0,0
XI-IATI-IADB-BA-L1056,2022,100000000,0,0
XI-IATI-IADB-BA-L1056,2023,0,100000000,1
XI-IATI-IADB-BA-L1052,2021,100000000,100000000,1
XI-IATI-IADB-BA-L1048,2020,80000000,80000000,1
XI-IATI-IADB-BA-L1050,2020,120000000,120000000,1
XI-IATI-IADB-BA-L1060,2023,100000000,100000000,1
XI-IATI-IADB-BO-L1100,2016,90000000,90000000,2
XI-IATI-IADB-BO-L1200,2019,100000000,100000000,1
XI-IATI-IADB-BO-L1112,2017,120000000,120000000,2
XI-IATI-IADB-BO-L1089,2014,106000000,106000000,2
XI-IATI-IADB-BO-L1107,2016,100000000,100000000,2
XI-IATI-IADB-BO-L1104,2015,142530000,142530000,2
XI-IATI-IADB-BO-L1189,2018,51600000,51600000,1
XI-IATI-IADB-BO-L1183,2017,140000000,140000000,2
XI-IATI-IADB-BO-L1199,2019,100000000,100000000,1
XI-IATI-IADB-BH-U0002,2023,400000000,0,0
XI-IATI-IADB-BH-L1052,2021,140000000,140000000,1
XI-IATI-IADB-BH-U0001,2022,200000000,0,0
XI-IATI-IADB-BH-L1050,2020,200000000,200000000,1
XI-IATI-IADB-BH-L1056,2023,160000000,160000000,1
XI-IATI-IADB-AR-L1268,2017,200000000,200000000,1
XI-IATI-IADB-AR-L1303,2019,200000000,200000000,1
XI-IATI-IADB-AR-L1304,2019,300000000,300000000,1
XI-IATI-IADB-AR-L1298,2018,200000000,200000000,1
XI-IATI-IADB-AR-L1370,2023,350000000,350000000,1
XI-IATI-IADB-AR-L1351,2022,500000000,500000000,1
XI-IATI-IADB-AR-L1283,2018,300000000,300000000,1
XI-IATI-IADB-CH-L1111,2017,0,100000000,1
XI-IATI-IADB-CH-L1111,2016,100000000,0,0
XI-IATI-IADB-CH-L1157,2022,0,50000000,1
XI-IATI-IADB-CH-L1157,2021,50000000,0,0
XI-IATI-IADB-CH-L1110,2015,130000000,0,0
XI-IATI-IADB-CH-L1110,2016,0,130000000,1
XI-IATI-IADB-CH-L1172,2023,100000000,0,0
XI-IATI-IADB-CH-L1148,2021,0,25000000,1
XI-IATI-IADB-CH-L1148,2020,0,25000000,1
XI-IATI-IADB-CH-L1148,2019,50000000,0,0
XI-IATI-IADB-CH-L1095,2015,90000000,0,0
XI-IATI-IADB-CH-L1095,2018,0,30000000,1
XI-IATI-IADB-CH-L1095,2020,0,30000000,1
XI-IATI-IADB-CH-L1095,2016,0,30000000,1
XI-IATI-IADB-CH-L1145,2019,100000000,0,0
XI-IATI-IADB-CH-L1145,2021,0,50000000,1
XI-IATI-IADB-CH-L1145,2020,0,50000000,1
XI-IATI-IADB-CH-L1160,2021,500000000,500000000,1
XI-IATI-IADB-CH-L1149,2020,300000000,300000000,1
XI-IATI-IADB-CH-L1159,2021,0,50000000,1
XI-IATI-IADB-CH-L1136,2016,100000000,0,0
XI-IATI-IADB-CH-L1136,2017,0,50000000,1
XI-IATI-IADB-CH-L1136,2018,0,50000000,1
XI-IATI-IADB-CH-L1165,2022,300000000,0,0
XI-IATI-IADB-CH-L1165,2023,0,300000000,1
XI-IATI-IADB-CH-L1135,2017,100000000,0,0
XI-IATI-IADB-CH-L1135,2019,0,50000000,1
XI-IATI-IADB-CH-L1135,2018,0,50000000,1
XI-IATI-IADB-CH-L1134,2017,35000000,0,0
XI-IATI-IADB-CH-L1134,2018,0,35000000,1
XI-IATI-IADB-CH-L1164,2022,0,100000000,1
XI-IATI-IADB-CH-L1164,2021,100000000,0,0
XI-IATI-IADB-CR-L1081,2019,350000000,350000000,1
XI-IATI-IADB-CR-L1145,2022,0,250000000,1
XI-IATI-IADB-CR-L1145,2021,250000000,0,0
XI-IATI-IADB-CR-L1142,2020,230000000,230000000,1
XI-IATI-IADB-CO-L1268,2022,200000000,200000000,1
XI-IATI-IADB-CO-L1142,2015,0,400000000,1
XI-IATI-IADB-CO-L1142,2014,400000000,0,0
XI-IATI-IADB-CO-L1283,2023,500000000,500000000,1
XI-IATI-IADB-CO-L1144,2015,500000000,500000000,1
XI-IATI-IADB-CO-J0014,2021,17589000,0,0
XI-IATI-IADB-CO-J0014,2022,0,35178000,2
XI-IATI-IADB-CO-L1217,2017,300000000,300000000,1
XI-IATI-IADB-CO-L1237,2019,600000000,600000000,1
XI-IATI-IADB-CO-L1274,2022,300000000,300000000,1
XI-IATI-IADB-CO-L1233,2018,350000000,0,0
XI-IATI-IADB-CO-L1233,2019,0,350000000,2
XI-IATI-IADB-CO-L1162,2016,400000000,400000000,1
XI-IATI-IADB-CO-L1252,2019,300000000,0,0
XI-IATI-IADB-CO-L1252,2020,0,300000000,1
XI-IATI-IADB-CO-L1163,2016,400000000,400000000,1
XI-IATI-IADB-CO-L1254,2020,850000000,850000000,1
XI-IATI-IADB-CO-L1141,2014,400000000,400000000,1
XI-IATI-IADB-CO-L1214,2017,450000000,450000000,2
XI-IATI-IADB-CO-L1227,2018,600000000,600000000,1
XI-IATI-IADB-CO-L1272,2021,300000000,300000000,1
XI-IATI-IADB-CO-L1291,2023,500000000,500000000,1
XI-IATI-IADB-DR-L1132,2020,0,250000000,1
XI-IATI-IADB-DR-L1132,2019,250000000,0,0
XI-IATI-IADB-DR-L1146,2023,0,250000000,2
XI-IATI-IADB-DR-L1146,2021,250000000,0,0
XI-IATI-IADB-DR-L1058,2018,400000000,0,0
XI-IATI-IADB-DR-L1058,2019,0,400000000,1
XI-IATI-IADB-DR-L1072,2014,250000000,0,0
XI-IATI-IADB-DR-L1072,2015,0,250000000,1
XI-IATI-IADB-DR-L1121,2017,300000000,0,0
XI-IATI-IADB-DR-L1121,2018,0,300000000,1
XI-IATI-IADB-DR-L1140,2022,200000000,0,0
XI-IATI-IADB-DR-L1144,2020,250000000,250000000,1
XI-IATI-IADB-DR-L1162,2023,300000000,0,0
XI-IATI-IADB-DR-L1079,2016,0,300000000,1
XI-IATI-IADB-DR-L1079,2015,300000000,0,0
XI-IATI-IADB-DR-L1073,2014,150000000,0,0
XI-IATI-IADB-DR-L1073,2015,0,150000000,1
XI-IATI-IADB-BR-L1385,2014,0,18400000,1
XI-IATI-IADB-BR-L1575,2023,0,52000000,2
XI-IATI-IADB-BR-L1575,2022,104000000,0,0
XI-IATI-IADB-BR-L1381,2014,0,200000000,3
XI-IATI-IADB-BR-L1375,2014,0,200000000,2
XI-IATI-IADB-BR-L1374,2014,0,162777375,1
XI-IATI-IADB-GU-L1183,2022,300000000,0,0
XI-IATI-IADB-GU-L1085,2015,0,250000000,6
XI-IATI-IADB-GU-L1085,2014,250000000,0,0
XI-IATI-IADB-GU-L1096,2020,0,250000000,2
XI-IATI-IADB-GU-L1096,2016,250000000,0,0
XI-IATI-IADB-GY-L1086,2023,30000000,30000000,1
XI-IATI-IADB-GY-L1067,2018,11640000,5820000,1
XI-IATI-IADB-GY-L1067,2019,0,5820000,1
XI-IATI-IADB-GY-L1043,2015,17160000,17160000,2
XI-IATI-IADB-GY-L1075,2020,34000000,0,0
XI-IATI-IADB-GY-L1075,2021,0,34000000,1
XI-IATI-IADB-GY-L1083,2022,130000000,130000000,1
XI-IATI-IADB-EC-L1280,2022,0,400000000,1
XI-IATI-IADB-EC-L1280,2021,400000000,0,0
XI-IATI-IADB-EC-L1265,2020,280000000,280000000,1
XI-IATI-IADB-EC-L1140,2015,500000000,500000000,1
XI-IATI-IADB-EC-L1287,2023,500000000,950000000,3
XI-IATI-IADB-EC-U0005,2022,85000000,0,0
XI-IATI-IADB-EC-L1277,2022,250000000,250000000,1
XI-IATI-IADB-EC-L1273,2021,200000000,200000000,1
XI-IATI-IADB-EC-L1238,2018,100000000,60000000,1
XI-IATI-IADB-EC-L1238,2019,0,40000000,1
XI-IATI-IADB-EC-L1252,2019,300000000,0,0
XI-IATI-IADB-EC-L1252,2021,0,150000000,1
XI-IATI-IADB-EC-L1252,2020,0,150000000,1
XI-IATI-IADB-HO-L1229,2023,56100000,0,0
XI-IATI-IADB-HO-L1207,2020,0,60000000,2
XI-IATI-IADB-HO-L1207,2019,60000000,0,0
XI-IATI-IADB-HO-L1193,2018,49780000,49780000,1
XI-IATI-IADB-HO-L1204,2019,59500000,59500000,1
XI-IATI-IADB-HO-L1103,2015,60000000,60000000,2
XI-IATI-IADB-HO-L1219,2021,118480000,0,0
XI-IATI-IADB-HO-L1219,2022,0,118480000,1
XI-IATI-IADB-HO-L1206,2020,111650000,111650000,1
XI-IATI-IADB-HO-L1198,2018,90000000,90000000,1
XI-IATI-IADB-HO-L1232,2022,195000000,195000000,2
XI-IATI-IADB-HO-L1182,2017,50000000,50000000,2
XI-IATI-IADB-HO-L1118,2015,40000000,40000000,2
XI-IATI-IADB-HO-L1070,2014,130000000,130000000,2
XI-IATI-IADB-HO-L1189,2018,0,50000000,1
XI-IATI-IADB-HO-L1189,2017,50000000,0,0
XI-IATI-IADB-JA-L1086,2020,100000000,100000000,1
XI-IATI-IADB-JA-L1033,2015,25000000,25000000,1
XI-IATI-IADB-JA-L1058,2016,100000000,100000000,1
XI-IATI-IADB-JA-L1080,2018,50000000,50000000,1
XI-IATI-IADB-JA-L1078,2018,0,55000000,1
XI-IATI-IADB-JA-L1078,2019,0,55000000,1
XI-IATI-IADB-JA-L1078,2017,110000000,0,0
XI-IATI-IADB-JA-L1014,2014,60000000,60000000,1
XI-IATI-IADB-JA-L1087,2021,75000000,75000000,1
XI-IATI-IADB-JA-L1051,2015,130000000,130000000,1
XI-IATI-IADB-JA-L1055,2016,50000000,50000000,1
XI-IATI-IADB-JA-L1038,2014,80000000,80000000,1
XI-IATI-IADB-JA-L1088,2022,100000000,100000000,1
XI-IATI-IADB-ME-L1144,2015,0,457000000,1
XI-IATI-IADB-ME-L1144,2014,800000000,343000000,1
XI-IATI-IADB-ME-L1189,2016,600000000,600000000,1
XI-IATI-IADB-ME-L1331,2023,600000000,0,0
XI-IATI-IADB-ME-L1264,2018,600000000,600000000,1
XI-IATI-IADB-ME-L1322,2022,500000000,0,0
XI-IATI-IADB-ME-L1299,2021,700000000,0,0
XI-IATI-IADB-ME-L1299,2022,0,700000000,1
XI-IATI-IADB-ME-L1315,2022,700000000,0,0
XI-IATI-IADB-ME-L1315,2023,0,700000000,1
XI-IATI-IADB-ME-L1289,2021,0,800000000,1
XI-IATI-IADB-ME-L1289,2020,800000000,0,0
XI-IATI-IADB-ME-L1294,2019,600000000,0,0
XI-IATI-IADB-ME-L1294,2020,0,600000000,1
XI-IATI-IADB-ME-L1266,2018,600000000,0,0
XI-IATI-IADB-ME-L1266,2019,0,600000000,1
