iatiidentifier,year,commitment_usd,disbursement_usd,n_disb_tx
XI-IATI-EC_INTPA-2021-PCC-422992,2021,5241240,3545648.7264,6
XI-IATI-EC_INTPA-2021-PCC-419116,2022,0,3774653.3142,3
XI-IATI-EC_INTPA-2021-PCC-419116,2021,10368540,2453833.4886,3
XI-IATI-EC_INTPA-2017-ACT-D-39148-00,2020,42157800,0,0
XI-IATI-EC_INTPA-2017-ACT-D-39148-00,2021,-398790,0,0
XI-IATI-EC_INTPA-2017-ACT-D-39148-00,2017,136728000,0,0
XI-IATI-EC_INTPA-2018-PCC-397120,2022,-6266700,0,0
XI-IATI-EC_INTPA-2018-PCC-397120,2018,113940000,0,0
XI-IATI-EC_INTPA-2018-PCC-397120,2021,37979999.6202,0,0
XI-IATI-EC_INTPA-2018-PCC-399023,2018,6266700,1139400,1
XI-IATI-EC_INTPA-2018-PCC-399023,2020,0,1139400,1
XI-IATI-EC_INTPA-2018-PCC-399023,2021,0,1709100,1
XI-IATI-EC_INTPA-2018-PCC-399023,2023,3987900,0,0
XI-IATI-EC_INTPA-2019-ACT-D-42051-00,2019,22788000,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38731-01,2015,27345600,0,0
XI-IATI-EC_INTPA-2022-ACT-60692,2022,10824300,0,0
XI-IATI-EC_INTPA-2020-PCC-421423,2020,17888580,0,0
XI-IATI-EC_INTPA-2017-ACT-D-39228-00,2017,18857070,0,0
XI-IATI-EC_INTPA-2022-PC-21579,2022,435059.3808,190711.17684000003,1
XI-IATI-EC_INTPA-2021-PCC-428606,2021,319032,172582.388532,1
XI-IATI-EC_INTPA-2021-PCC-428606,2023,0,99658.350216,2
XI-IATI-EC_INTPA-2021-PCC-428618,2021,341296.16085000004,214016.79486600004,1
XI-IATI-EC_INTPA-2021-PCC-428618,2023,0,61227.345312000005,1
XI-IATI-EC_INTPA-2022-ACT-60599,2022,5697000,0,0
XI-IATI-EC_INTPA-2020-PCC-416132,2023,0,1275352.0686,1
XI-IATI-EC_INTPA-2020-PCC-416132,2020,7064280,1979668.7604,1
XI-IATI-EC_INTPA-2020-PCC-416065,2020,7121250,1127455.749558,1
XI-IATI-EC_INTPA-2020-PCC-416065,2023,0,3584415.797334,1
XI-IATI-EC_INTPA-2020-PCC-416065,2022,0,1406710.668888,1
XI-IATI-EC_INTPA-2021-ACT-61001,2021,36460800,0,0
XI-IATI-EC_INTPA-2015-ACT-D-37809-00,2015,41018400,0,0
XI-IATI-EC_INTPA-2015-ACT-D-37809-00,2021,-421402.224762,0,0
XI-IATI-EC_INTPA-2020-ACT-D-42335-00,2020,24793344,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38149-00,2021,-1830586.234806,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38149-00,2015,14960322,0,0
XI-IATI-EC_INTPA-2023-PC-19387,2023,879776.316,175955.2632,3
XI-IATI-EC_INTPA-2022-PC-15528,2022,30763800,0,0
XI-IATI-EC_INTPA-2016-PCC-375131,2016,1139400,569700,1
XI-IATI-EC_INTPA-2016-PCC-375131,2020,0,569700,1
XI-IATI-EC_INTPA-2023-PC-25140,2023,225764.1342,90305.65368,1
XI-IATI-EC_INTPA-2017-ACT-D-38831-00,2017,45576000,0,0
XI-IATI-EC_INTPA-2017-ACT-D-38831-00,2023,-6152760,0,0
XI-IATI-EC_INTPA-2017-ACT-D-39902-00,2020,5697000,0,0
XI-IATI-EC_INTPA-2017-ACT-D-39902-00,2017,113940000,0,0
XI-IATI-EC_INTPA-2023-ACT-61732,2023,55830600,0,0
XI-IATI-EC_INTPA-2018-ACT-D-40874-00,2018,25066800,0,0
XI-IATI-EC_INTPA-2019-ACT-D-41594-00,2019,2044342.2438,0,0
XI-IATI-EC_INTPA-2022-ACT-60558,2022,35321400,0,0
XI-IATI-EC_INTPA-2020-PCC-422215,2023,0,1136558.3364,1
XI-IATI-EC_INTPA-2020-PCC-422215,2021,0,709269.6636000001,1
XI-IATI-EC_INTPA-2020-PCC-422215,2020,2050920,0,0
XI-IATI-EC_INTPA-2020-PCC-422462,2020,6378970.779,0,0
XI-IATI-EC_INTPA-2020-PCC-422462,2021,0,2020748.688,1
XI-IATI-EC_INTPA-2020-PCC-422462,2022,0,1452740.6970000002,1
XI-IATI-EC_INTPA-2020-PCC-422462,2023,0,1342580.246316,1
XI-IATI-EC_INTPA-2022-PC-24289,2022,22788000,0,0
XI-IATI-EC_INTPA-2020-PCC-422494,2020,6897927.600000001,0,0
XI-IATI-EC_INTPA-2020-ACT-D-42802-00,2020,34182000,0,0
XI-IATI-EC_INTPA-2020-PCC-416217,2020,26775900,0,0
XI-IATI-EC_INTPA-2020-ACT-D-41871-00,2020,5127300,0,0
XI-IATI-EC_INTPA-2019-ACT-D-41123-00,2019,56970000,0,0
XI-IATI-EC_INTPA-2019-ACT-D-41123-00,2023,-339711.33520800003,0,0
XI-IATI-EC_INTPA-2018-ACT-D-39985-00,2018,70642800,0,0
XI-IATI-EC_INTPA-2022-ACT-60628,2022,42157800,0,0
XI-IATI-EC_INTPA-2023-PC-24294,2023,34182000,0,0
XI-IATI-EC_INTPA-2022-PCC-421392,2023,0,1244679.112962,2
XI-IATI-EC_INTPA-2022-PCC-421392,2022,4557600,1484804.620764,2
XI-IATI-EC_INTPA-2016-ACT-D-38868-01,2021,-31847.369400000003,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38868-01,2016,10368540,0,0
XI-IATI-EC_INTPA-2018-PCC-397039,2021,0,67466.471832,1
XI-IATI-EC_INTPA-2018-PCC-397039,2019,-322450.2,282571.2,1
XI-IATI-EC_INTPA-2018-PCC-397039,2020,0,245530.44540000003,1
XI-IATI-EC_INTPA-2018-PCC-397039,2018,934308,0,0
XI-IATI-EC_INTPA-2019-ACT-D-42187-00,2023,-114167.88,0,0
XI-IATI-EC_INTPA-2019-ACT-D-42187-00,2019,57881519.99999999,0,0
XI-IATI-EC_INTPA-2020-PCC-415725,2020,48994200,0,0
XI-IATI-EC_INTPA-2020-PCC-418930,2022,0,1899497.978568,3
XI-IATI-EC_INTPA-2020-PCC-418930,2020,8431560,1638645.5997900001,3
XI-IATI-EC_INTPA-2020-PCC-418930,2023,0,3338508.8827800006,3
XI-IATI-EC_INTPA-2023-PC-27334,2023,227652.12,91060.848,1
XI-IATI-EC_INTPA-2021-PCC-425135,2021,7975800,1731204.36,1
XI-IATI-EC_INTPA-2021-PCC-425135,2023,0,2393207.154,1
XI-IATI-EC_INTPA-2019-ACT-D-39998-00,2019,127612800,0,0
XI-IATI-EC_INTPA-2018-ACT-D-39665-00,2018,251807400,0,0
XI-IATI-EC_INTPA-2018-ACT-D-39665-00,2023,-6724302.785802,0,0
XI-IATI-EC_INTPA-2020-PCC-421284,2020,5697000,0,0
XI-IATI-EC_INTPA-2020-PCC-421284,2021,0,5697000,1
XI-IATI-EC_INTPA-2015-ACT-D-38388-00,2017,-40448700,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38388-00,2015,250668000,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38388-00,2020,-122254.384104,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38972-00,2020,-3987900,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38972-00,2018,34182000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38972-00,2016,56970000,0,0
XI-IATI-EC_INTPA-2020-PCC-415584,2023,11963700,7975800,1
XI-IATI-EC_INTPA-2020-PCC-415584,2020,4557600,2786145.1956,1
XI-IATI-EC_INTPA-2020-PCC-415584,2022,0,1771454.8044,1
XI-IATI-EC_INTPA-2017-PCC-389389,2017,5697000,0,0
XI-IATI-EC_INTPA-2017-PCC-389389,2021,0,2314218.385728,1
XI-IATI-EC_INTPA-2017-PCC-389389,2019,0,932347.628118,1
XI-IATI-EC_INTPA-2017-PCC-389389,2018,0,1424809.4454,1
XI-IATI-EC_INTPA-2017-PCC-389389,2020,0,869015.059002,1
XI-IATI-EC_INTPA-2020-ACT-D-42916-00,2020,9001260,0,0
XI-IATI-EC_INTPA-2022-PC-19577,2023,0,2009143.8990000002,3
XI-IATI-EC_INTPA-2022-PC-19577,2022,6836400,0,0
XI-IATI-EC_INTPA-2021-ACT-61069,2021,45234180,0,0
XI-IATI-EC_INTPA-2022-PC-18569,2022,23927400,0,0
XI-IATI-EC_INTPA-2022-ACT-61433,2022,35207460,0,0
XI-IATI-EC_INTPA-2023-PC-24210,2023,35207460,0,0
XI-IATI-EC_INTPA-2023-PC-26617,2023,1709100,942690.919014,1
XI-IATI-EC_INTPA-2022-ACT-61310,2022,18230400,0,0
XI-IATI-EC_INTPA-2023-PC-26888,2023,14812200,0,0
XI-IATI-EC_INTPA-2021-ACT-61086,2021,222183000,0,0
XI-IATI-EC_INTPA-2023-PC-20039,2023,1139400,369447.0318,1
XI-IATI-EC_INTPA-2023-PC-22492,2023,0,1166852.7036,1
XI-IATI-EC_INTPA-2023-PC-22492,2022,5834263.518,0,0
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,2019,-8545500,0,0
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,2018,97988400,0,0
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,2020,41069507.787,0,0
XI-IATI-EC_INTPA-2022-PC-22100,2022,1139400,754010.4834,1
XI-IATI-EC_INTPA-2023-PC-19168,2023,3418200,1749828.9924,1
XI-IATI-EC_INTPA-2023-PC-29022,2023,5126730.3,0,0
XI-IATI-EC_INTPA-2022-ACT-D-44448-00,2022,28485000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,2022,-2848500,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,2018,19369800,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,2019,-20794050,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,2020,-1993950,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,2016,87733800,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,2019,-32757750,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,2020,-17375850,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,2017,45576000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,2016,231298200,0,0
XI-IATI-EC_INTPA-2022-PC-16758,2022,181164600,0,0
XI-IATI-EC_INTPA-2022-PC-16925,2022,1481220,1105085.8296,1
XI-IATI-EC_INTPA-2023-PC-20035,2023,1139400,396250.721766,1
XI-IATI-EC_INTPA-2023-PC-16929,2023,3987672.12,797534.424,1
XI-IATI-EC_INTPA-2023-PC-20001,2023,558993.0582000001,455700.7512,1
XI-IATI-EC_INTPA-2022-ACT-61446,2023,32714390.133,0,0
XI-IATI-EC_INTPA-2022-ACT-61446,2022,2720949.867,0,0
XI-IATI-EC_INTPA-2023-PC-24213,2023,35435340,0,0
XI-IATI-EC_INTPA-2023-PC-25713,2023,5697000,569700,3
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,2020,22788000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,2016,69959160,0,0
XI-IATI-EC_INTPA-2021-ACT-61472,2022,56970000,0,0
XI-IATI-EC_INTPA-2023-PC-32264,2023,5355180,1831664.5287840003,3
XI-IATI-EC_INTPA-2023-PC-25701,2023,45576000,0,0
XI-IATI-EC_INTPA-2020-PCC-414217,2020,31903200,0,0
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,2015,45576000,0,0
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,2021,-543191.7450600001,0,0
XI-IATI-EC_INTPA-2020-ACT-D-42950-01,2020,15951600,0,0
XI-IATI-EC_INTPA-2022-PCC-435740,2022,13672800,0,0
XI-IATI-EC_INTPA-2023-PC-26364,2023,30592890,0,0
XI-IATI-EC_INTPA-2022-ACT-61423,2022,30763800,0,0
XI-IATI-EC_INTPA-2022-PCC-429800,2022,6233942.25,0,0
XI-IATI-EC_INTPA-2021-PCC-424359,2021,6152760,2103789.47031,3
XI-IATI-EC_INTPA-2021-PCC-424359,2023,4272750,2124583.736796,3
XI-IATI-EC_INTPA-2020-ACT-D-40138-00,2020,43297200,0,0
XI-IATI-EC_INTPA-2021-PCC-421490,2021,1709100,456067.638,1
XI-IATI-EC_INTPA-2021-PCC-421490,2022,0,654586.883766,1
XI-IATI-EC_INTPA-2021-PCC-421490,2023,0,427535.478234,1
XI-IATI-EC_INTPA-2021-PC-4857,2021,1021096.098,204219.2196,1
XI-IATI-EC_INTPA-2021-PC-4857,2023,116685.954,0,0
XI-IATI-EC_INTPA-2019-ACT-D-38918-00,2019,54691200,0,0
XI-IATI-EC_INTPA-2021-PCC-425265,2021,2962440,1113257.6064000002,1
XI-IATI-EC_INTPA-2021-PCC-425265,2023,0,1303853.612688,2
XI-IATI-EC_INTPA-2021-PCC-425265,2022,0,901011.587256,1
XI-IATI-EC_INTPA-2020-PCC-420650,2020,23927400,0,0
XI-IATI-EC_INTPA-2021-ACT-61104,2021,9115200,0,0
XI-IATI-EC_INTPA-2022-PC-18559,2023,8545500,0,0
XI-IATI-EC_INTPA-2023-PC-22049,2023,462026.7,92405.34,1
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,2020,695034,0,0
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,2018,24497100,0,0
XI-IATI-EC_INTPA-2017-ACT-D-39288-00,2017,56970000,0,0
XI-IATI-EC_INTPA-2022-ACT-61240,2022,56970000,0,0
XI-IATI-EC_INTPA-2020-PCC-416008,2022,512730,205092,1
XI-IATI-EC_INTPA-2020-PCC-416008,2021,533239.2000000001,213295.68,1
XI-IATI-EC_INTPA-2020-PCC-416008,2020,2743106.992614,1097242.792488,1
XI-IATI-EC_INTPA-2021-ACT-61090,2021,78618600,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,2016,201673800,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,2020,-28485000,0,0
XI-IATI-EC_INTPA-2023-PC-32142,2023,34182000,0,0
XI-IATI-EC_INTPA-2023-PC-30334,2023,7162382.340000001,341818.8606,3
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,2020,35321400,0,0
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,2016,227880000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,2017,4192992,0,0
XI-IATI-EC_INTPA-2022-PC-23195,2022,11394000,2168310.1032,1
XI-IATI-EC_INTPA-2019-PCC-414050,2020,0,683951.637294,1
XI-IATI-EC_INTPA-2019-PCC-414050,2023,0,351996.26625000004,1
XI-IATI-EC_INTPA-2019-PCC-414050,2021,0,648917.29773,1
XI-IATI-EC_INTPA-2019-PCC-414050,2022,0,344018.973636,1
XI-IATI-EC_INTPA-2019-PCC-414050,2019,2585308.8546,0,0
XI-IATI-EC_INTPA-2019-PCC-413820,2021,0,752990.127912,2
XI-IATI-EC_INTPA-2019-PCC-413820,2022,0,429478.690752,1
XI-IATI-EC_INTPA-2019-PCC-413820,2019,2278800,0,0
XI-IATI-EC_INTPA-2019-PCC-413820,2020,0,696758.914872,1
XI-IATI-EC_INTPA-2020-PCC-418161,2023,0,587603.802384,1
XI-IATI-EC_INTPA-2020-PCC-418161,2020,2278800,764211.98736,1
XI-IATI-EC_INTPA-2020-PCC-418161,2022,0,394706.04858000006,1
XI-IATI-EC_INTPA-2022-PC-19819,2022,59248800,0,0
XI-IATI-EC_INTPA-2018-PCC-397046,2018,3133350,626670,1
XI-IATI-EC_INTPA-2018-PCC-397046,2021,-626670,0,0
XI-IATI-EC_INTPA-2018-PCC-397046,2020,-2102455.062,0,0
XI-IATI-EC_INTPA-2017-PCC-385290,2017,3418200,1709100,1
XI-IATI-EC_INTPA-2017-PCC-385290,2020,0,569700,1
XI-IATI-EC_INTPA-2023-ACT-61233,2023,90796045.743,0,0
XI-IATI-EC_INTPA-2021-ACT-61121,2021,79758000,0,0
XI-IATI-EC_INTPA-2023-PC-26483,2023,1139400,871235.476146,1
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,2018,100267200,0,0
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,2020,-70642800,0,0
XI-IATI-EC_INTPA-2023-PC-34444,2023,2278800,0,0
XI-IATI-EC_INTPA-2023-PC-26647,2023,1139400,0,0
XI-IATI-EC_INTPA-2023-PC-29463,2023,284850,113940,1
XI-IATI-EC_INTPA-2023-PC-30645,2023,340637.3028,136219.82760000002,1
XI-IATI-EC_INTPA-2023-PC-25850,2023,68364000,0,0
XI-IATI-EC_INTPA-2021-PCC-429957,2023,341820,0,0
XI-IATI-EC_INTPA-2021-PCC-429957,2021,1139400,446754.1824000001,1
XI-IATI-EC_INTPA-2022-ACT-60909,2022,7178220,0,0
XI-IATI-EC_INTPA-2023-PC-27905,2023,6380640,0,0
XI-IATI-EC_INTPA-2023-ACT-61862,2023,22788000,0,0
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,2017,22788000,0,0
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,2018,38739600,0,0
XI-IATI-EC_INTPA-2023-PC-24360,2023,6836400,1334826.4698,2
XI-IATI-EC_INTPA-2023-PC-30817,2023,53688.528000000006,21475.4112,1
XI-IATI-EC_INTPA-2023-PC-26198,2023,3418200,2695929.577308,1
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,2016,63806400,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,2019,-5127300,0,0
XI-IATI-EC_INTPA-2022-ACT-61496,2023,17091000,0,0
XI-IATI-EC_INTPA-2022-ACT-61496,2022,11394000,0,0
XI-IATI-EC_INTPA-2023-PC-26203,2023,11394000,0,0
XI-IATI-EC_INTPA-2023-PC-31561,2023,13103100,0,0
XI-IATI-EC_INTPA-2023-ACT-61325,2022,34182000,0,0
XI-IATI-EC_INTPA-2021-PCC-423353,2022,0,978552.086976,1
XI-IATI-EC_INTPA-2021-PCC-423353,2021,3646080,1212833.691936,2
XI-IATI-EC_INTPA-2021-PCC-423353,2023,0,1150219.7424,1
XI-IATI-EC_INTPA-2023-PC-26837,2023,33954120,0,0
XI-IATI-EC_INTPA-2019-ACT-D-41577-00,2019,17091000,0,0
XI-IATI-EC_INTPA-2018-ACT-D-39984-00,2018,17091000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-37957-01,2023,-3873960,0,0
XI-IATI-EC_INTPA-2016-ACT-D-37957-01,2016,34182000,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38504-00,2023,-62290.99800000001,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38504-00,2018,2267406,0,0
XI-IATI-EC_INTPA-2015-ACT-D-38504-00,2015,11394000,0,0
XI-IATI-EC_INTPA-2021-ACT-61120,2021,11394000,0,0
XI-IATI-EC_INTPA-2022-PC-24537,2022,7577010,0,0
XI-IATI-EC_INTPA-2023-PC-25655,2023,4215780,0,0
XI-IATI-EC_INTPA-2022-ACT-60636,2022,5127300,0,0
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,2020,-2910267.9792179996,0,0
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,2019,61527600,0,0
XI-IATI-EC_INTPA-2021-ACT-61065,2021,45576000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,2017,11394000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,2019,-10254600,0,0
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,2016,100267200,0,0
XI-IATI-EC_INTPA-2022-PC-16482,2022,38739600,0,0
XI-IATI-EC_INTPA-2023-PC-27513,2023,383692.95,153477.18000000002,1
XI-IATI-EC_INTPA-2018-PCC-404429,2021,-1184576.98212,0,0
XI-IATI-EC_INTPA-2018-PCC-404429,2019,0,2833961.985216,1
XI-IATI-EC_INTPA-2018-PCC-404429,2018,5236279.086582,0,0
XI-IATI-EC_INTPA-2018-PCC-404429,2022,-171003.71565,1010122.59357,1
XI-IATI-EC_INTPA-2021-PCC-429309,2022,0,301941,1
XI-IATI-EC_INTPA-2021-PCC-429309,2021,630737.658,0,0
XI-IATI-EC_INTPA-2021-PCC-429309,2023,0,280026.91980000003,1
XI-IATI-EC_INTPA-2023-PC-26026,2023,2117734.416,423546.8832,1
XI-IATI-EC_INTPA-2023-ACT-61294,2022,30763800,0,0
XI-IATI-EC_INTPA-2020-ACT-D-41754-00,2020,45576000,0,0
XI-IATI-EC_INTPA-2022-PC-22890,2022,678284.8200000001,651129.8416200001,1
XI-IATI-EC_INTPA-2020-PCC-419898,2020,6835830.300000001,0,0
XI-IATI-EC_INTPA-2022-PC-15602,2022,31903200,0,0
XI-IATI-EC_INTPA-2018-ACT-D-39797-00,2018,113940000,0,0
XI-IATI-EC_INTPA-2021-ACT-60933,2021,39879000,0,0
XI-IATI-EC_INTPA-2020-ACT-D-40387-00,2020,39879000,0,0
XI-IATI-EC_INTPA-2021-ACT-60903,2021,79758000,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38939-00,2020,-8773380,0,0
XI-IATI-EC_INTPA-2016-ACT-D-38939-00,2016,233577000,0,0
XI-IATI-EC_INTPA-2022-ACT-60961,2022,56970000,0,0
XI-IATI-EC_INTPA-2022-ACT-60961,2023,3076380,0,0
XI-IATI-EC_INTPA-2021-ACT-60930,2021,85455000,0,0
XI-IATI-EC_INTPA-2023-ACT-60983,2022,125334000,0,0
XI-IATI-EC_INTPA-2021-PCC-425462,2021,13672800,0,0
XI-IATI-EC_INTPA-2023-PC-23354,2023,36005040,0,0
XI-IATI-EC_INTPA-2022-PC-15588,2022,31903200,0,0
XI-IATI-EC_INTPA-2022-PC-16632,2022,5127300,1417551.4674,3
XI-IATI-EC_INTPA-2023-PC-26411,2023,34182000,0,0
XI-IATI-EC_INTPA-2023-PC-26579,2023,36460800,0,0
XI-IATI-EC_INTPA-2023-PC-18768,2023,2278800,890517.234708,3
XI-IATI-EC_INTPA-2021-PCC-427166,2023,0,485476.417944,3
XI-IATI-EC_INTPA-2021-PCC-427166,2021,2278800,1486881.6786,3
XI-IATI-EC_INTPA-2022-PC-15913,2022,31903200,0,0
XI-IATI-EC_INTPA-2021-ACT-61100,2021,15381900,0,0
XI-IATI-EC_INTPA-2022-PC-24576,2022,15154020,0,0
XI-IATI-EC_INTPA-2019-ACT-D-41736-00,2019,47057220,0,0
XI-IATI-EC_INTPA-2020-PCC-415467,2021,0,2278800,3
XI-IATI-EC_INTPA-2020-PCC-415467,2020,6836400,2278800,3
XI-IATI-EC_INTPA-2020-PCC-415467,2023,1253340,1253340,3
XI-IATI-EC_INTPA-2020-PCC-415467,2022,0,2278800,3
XI-IATI-EC_INTPA-2016-ACT-D-37972-00,2021,-569700,0,0
XI-IATI-EC_INTPA-2016-ACT-D-37972-00,2023,-2451802.747374,0,0
XI-IATI-EC_INTPA-2016-ACT-D-37972-00,2016,123055200,0,0
XI-IATI-EC_INTPA-2020-ACT-D-40898-00,2020,161794800,0,0
XI-IATI-EC_INTPA-2022-PCC-429583,2022,137867400,0,0
XI-IATI-EC_INTPA-2023-PC-30243,2023,3987888.606,761114.6424,3
XI-IATI-EC_INTPA-2022-PCC-428966,2022,2848500,898986.6000000002,3
XI-IATI-EC_INTPA-2022-PC-23770,2022,7406100,1310821.5906,3
XI-IATI-EC_INTPA-2017-ACT-D-40033-01,2017,34182000,0,0
XI-IATI-EC_INTPA-2019-PCC-413599,2019,9912780,0,0
XI-IATI-EC_INTPA-2016-ACT-D-39297-00,2016,59528864.52,0,0
XI-IATI-EC_INTPA-2016-ACT-D-39297-00,2020,4785480,0,0
XI-IATI-EC_INTPA-2017-ACT-D-40022-00,2020,1709100,0,0
XI-IATI-EC_INTPA-2017-ACT-D-40022-00,2017,17091000,0,0
XI-IATI-EC_INTPA-2019-ACT-D-41739-00,2019,11394000,0,0
XI-IATI-EC_INTPA-2018-ACT-D-41015-01,2018,11394000,0,0
XI-IATI-EC_INTPA-2021-PC-5303,2021,317550.78,63510.156,1
XI-IATI-EC_INTPA-2018-ACT-D-40854-00,2018,11394000,0,0
XI-IATI-EC_INTPA-2018-ACT-D-40854-00,2019,5697000,0,0
XI-IATI-EC_INTPA-2021-PC-1163,2021,1022242.3344,204448.46688,2
XI-IATI-EC_INTPA-2018-PCC-402235,2020,1709100,0,0
XI-IATI-EC_INTPA-2018-PCC-402235,2018,16749180,0,0
XI-IATI-EC_INTPA-2021-PCC-426286,2023,726418.773,0,0
XI-IATI-EC_INTPA-2021-PCC-426286,2021,1453583.8530000001,290716.77059999993,2
XI-IATI-EC_INTPA-2020-PCC-418122,2020,3543534,708706.8,1
XI-IATI-EC_INTPA-2018-PCC-402069,2018,27060750,0,0
XI-IATI-EC_INTPA-2023-ACT-61863,2023,68364000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,2016,22788000,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,2020,2983545.0492300005,0,0
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,2022,996759.117882,0,0
XI-IATI-EC_NEAR-2022-ACT-61467,2023,13672800,0,0
XI-IATI-EC_NEAR-2022-ACT-61467,2022,22788000,0,0
XI-IATI-EC_NEAR-2023-ACT-62364,2023,17091000,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42019-00,2020,34182000,0,0
XI-IATI-EC_NEAR-2022-ACT-61442,2022,12533400,0,0
XI-IATI-EC_NEAR-2023-PC-26479,2023,33384420,5697000,3
XI-IATI-EC_NEAR-2016-ACT-D-38718-06,2023,5340937.5,0,0
XI-IATI-EC_NEAR-2016-ACT-D-38718-06,2016,41815980,0,0
XI-IATI-EC_NEAR-2014-ACT-D-32813-01,2020,8938518.152814,0,0
XI-IATI-EC_NEAR-2014-ACT-D-32813-01,2014,76050835.6266,0,0
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,2016,32176656,0,0
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,2022,2467602.8755380004,0,0
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,2023,886262.06565,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38716-05,2015,34182000,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38716-05,2021,5362454.829726,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,2022,6522112.074204001,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,2015,68250060,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,2020,1168198.8021540002,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,2023,1037690.14869,0,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,2021,589117.905468,0,0
XI-IATI-EC_NEAR-2020-ACT-D-42914-01,2020,88075620,0,0
XI-IATI-EC_NEAR-2023-ACT-61604,2023,91152000,0,0
XI-IATI-EC_NEAR-2019-ACT-D-41203-02,2019,80498610,0,0
XI-IATI-EC_NEAR-2019-PCC-408874,2020,0,6836400,1
XI-IATI-EC_NEAR-2019-PCC-408874,2019,38739600,7975800,1
XI-IATI-EC_NEAR-2019-PCC-408874,2023,0,7406100,1
XI-IATI-EC_NEAR-2021-PCC-423828,2022,17945.55,0,0
XI-IATI-EC_NEAR-2021-PCC-423828,2021,5846010.732,0,0
XI-IATI-EC_NEAR-2021-PCC-424514,2021,2848500,2411136.934704,1
XI-IATI-EC_NEAR-2021-PCC-424514,2023,0,437363.065296,1
XI-IATI-EC_NEAR-2021-PCC-424517,2021,2273103,0,0
XI-IATI-EC_NEAR-2016-PCC-383649,2017,2848500,569700,1
XI-IATI-EC_NEAR-2016-PCC-383649,2022,0,708854.922,1
XI-IATI-EC_NEAR-2016-PCC-383649,2021,0,1332562.482,1
XI-IATI-EC_NEAR-2021-PCC-427664,2021,256.262454,0,0
XI-IATI-EC_NEAR-2021-PCC-424417,2021,2848500,1229073.00183,1
