iatiidentifier,country
44000-P171080,CV
44000-P179265,CV
44000-P174927,DM
44000-P175847,DM
44000-P177807,DM
44000-P508114,DM
44000-P169822,EC
44000-P171190,EC
44000-P174115,EC
44000-P176983,EC
44000-P178636,EC
44000-P180319,EC
44000-P505747,EC
44000-P510158,EC
44000-P512397,EC
44000-P155425,DO
44000-P159351,DO
44000-P174145,DO
44000-P175874,DO
44000-P178122,DO
44000-P178570,DO
44000-P500557,DO
44000-P112346,EG
44000-P164079,EG
44000-P171311,EG
44000-P504910,EG
44000-P514501,EG
44000-P173558,FJ
44000-P159774,FJ
44000-P500609,FJ
44000-P168402,FJ
44000-P175543,FJ
44000-P157406,CN
44000-P157404,CN
44000-P159508,GA
44000-P164201,GA
44000-P164289,GD
44000-P171465,GD
44000-P151821,GD
44000-P174527,GD
44000-P178930,GD
44000-P167748,GD
44000-P176663,GD
44000-P147152,GD
44000-P156761,GD
44000-P129597,GE
44000-P143060,GE
44000-P177797,GE
44000-P149998,GE
44000-P169913,GE
44000-P155553,GE
44000-P149991,GE
44000-P156444,GE
44000-P163285,GM
44000-P173150,GM
44000-P510637,GM
44000-P164545,GM
44000-P177748,GM
44000-P502012,GM
44000-P133664,GH
44000-P181148,GH
44000-P180718,GH
44000-P157343,GH
44000-P168566,ET
44000-P169079,ET
44000-P181591,ET
44000-P174063,GN
44000-P151794,GN
44000-P156629,GN
44000-P166322,GN
44000-P161796,GN
44000-P175979,GT
44000-P131763,GT
44000-P133738,GT
44000-P159710,GT
44000-P160667,GT
44000-P505784,GT
44000-P173698,GT
44000-P165425,GY
44000-P180216,GY
44000-P500567,GW
44000-P127665,HR
44000-P173996,HR
44000-P512660,HR
44000-P179909,HN
44000-P172567,HN
44000-P151803,HN
44000-P155920,HN
44000-P177001,HN
44000-P171474,HT
44000-P162452,HT
44000-P161167,IQ
44000-P155962,IQ
44000-P145995,JM
44000-P507259,JM
44000-P170223,JM
44000-P163586,JM
44000-P174531,JM
44000-P151448,JM
44000-P154299,JO
44000-P160236,JO
44000-P166360,JO
44000-P168130,JO
44000-P505118,JO
44000-P507382,JO
44000-P130048,ID
44000-P154291,ID
44000-P158140,ID
44000-P161475,ID
44000-P163973,ID
44000-P167297,ID
44000-P170940,ID
44000-P172439,ID
44000-P173232,ID
44000-P173233,ID
44000-P175742,ID
44000-P177726,ID
44000-P500689,ID
44000-P508323,ID
44000-P152440,KG
44000-P163983,KG
44000-P148099,KG
44000-P126274,KG
44000-P126034,KG
44000-P508608,KG
44000-P180749,KH
44000-P179019,KH
44000-P176756,KH
44000-P144602,KI
44000-P149888,KI
44000-P155540,KI
44000-P161794,KI
44000-P167263,KI
44000-P169179,KI
44000-P177794,KI
44000-P511822,KI
44000-P181269,KM
44000-P179763,KM
44000-P131688,KM
44000-P174260,KM
44000-P150924,KM
44000-P508695,KZ
44000-P154702,KZ
44000-P178303,KZ
44000-P174367,KZ
44000-P159956,LA
44000-P166839,LA
44000-P161562,KE
44000-P168204,KE
44000-P172321,KE
44000-P175251,KE
44000-P176903,KE
44000-P180339,KE
44000-P500912,KE
44000-P179539,LC
44000-P174346,LC
44000-P181432,LC
44000-P147454,LK
44000-P180549,LK
44000-P157804,LK
DE-1-201468453,CO
DE-1-201468461,CO
44000-P179808,LK
DE-1-201468479,CO
DE-1-201468487,CO
44000-P124041,IN
44000-P157224,IN
44000-P159669,IN
44000-P167246,IN
44000-P169907,IN
44000-P172732,IN
44000-P173943,IN
44000-P174027,IN
44000-P174292,IN
44000-P176447,IN
44000-P177985,IN
44000-P178329,IN
44000-P181032,IN
44000-P181195,IN
44000-P162111,LR
44000-P168218,LR
44000-P175570,LR
44000-P176993,LR
44000-P180050,LR
44000-P502565,LR
44000-P178646,ME
44000-P176937,MA
44000-P130903,MA
44000-P127038,MA
44000-P120566,MA
44000-P174004,MA
44000-P168587,MA
44000-P144185,MA
44000-P174005,MA
44000-P127955,MA
44000-P127956,MA
44000-P171587,MA
44000-P513503,MA
44000-P127822,MA
44000-P507248,MA
44000-P148642,MA
44000-P147257,MA
44000-P178382,MA
44000-P168580,MA
44000-P149747,MA
44000-P504373,MH
44000-P180587,MK
44000-P171851,MK
44000-P126038,MK
44000-P130847,MK
44000-P507576,MD
44000-P149555,MD
44000-P181479,MD
44000-P175640,MD
44000-P179086,MD
44000-P143283,MD
44000-P156963,MD
44000-P513997,MD
44000-P145275,ML
44000-P161619,ML
44000-P167547,ML
44000-P150503,MG
44000-P153084,MG
44000-P160866,MG
44000-P162279,MG
44000-P164137,MG
44000-P166425,MG
44000-P166752,MG
44000-P167941,MG
44000-P168697,MG
44000-P174388,MG
44000-P180288,MG
44000-P509948,MG
44000-P125694,MU
44000-P126903,MU
44000-P128140,MU
44000-P132510,MU
44000-P167485,MN
44000-P163939,MV
44000-P163966,MV
44000-P160592,MR
44000-P163057,MR
44000-P167348,MR
44000-P171238,MR
44000-P171585,MR
44000-P174155,MR
44000-P179263,MR
44000-P511001,MR
44000-P126297,MX
44000-P147244,MX
44000-P167674,MX
44000-P172863,MX
44000-P174000,MX
44000-P174150,MX
44000-P178224,MX
44000-P180496,MX
44000-P503988,MX
DE-1-201667484,CO
44000-P153753,MW
DE-1-201667492,CO
44000-P165056,MW
44000-P175072,MW
44000-P125272,NE
44000-P132757,NE
44000-P145251,NE
44000-P151487,NE
44000-P159969,NE
44000-P163318,NE
44000-P166124,NE
44000-P169830,NE
44000-P173113,NE
44000-P175256,NE
44000-P178423,NE
44000-P129489,MZ
44000-P131212,MZ
44000-P146398,MZ
44000-P176762,MZ
44000-P133687,MZ
44000-P178668,MZ
44000-P154422,MZ
44000-P146537,MZ
44000-P128434,MZ
44000-P146930,MZ
44000-P174152,MZ
44000-P166159,PA
44000-P508348,PA
44000-P181306,PA
44000-P151804,PA
44000-P122738,PA
44000-P127332,PA
44000-P175930,PA
44000-P179817,PA
44000-P146942,PA
44000-P174107,PA
44000-P174191,PA
44000-P501661,NG
44000-P130012,NG
44000-P123353,NG
44000-P123352,NG
44000-P151480,NG
44000-P177776,NP
44000-P159547,NP
44000-P170248,NP
44000-P173044,NP
44000-P176881,NP
44000-P178531,NP
44000-P173982,NP
44000-P168869,NP
44000-P176498,NP
44000-P181344,NP
44000-P178687,NP
44000-P166788,NP
44000-P170477,PE
44000-P174440,PE
44000-P101177,PE
44000-P101471,PE
44000-P120860,PE
44000-P131028,PE
44000-P149831,PE
44000-P154981,PE
44000-P156858,PE
44000-P176387,PE
44000-P177765,PE
44000-P178591,PE
44000-P179214,PE
44000-P180554,PE
44000-P181263,PE
44000-P506131,PE
44000-P127433,PL
44000-P146243,PL
44000-P130459,PL
44000-P151007,PY
44000-P169505,PY
44000-P178285,PY
44000-P508227,PY
44000-P165717,PG
44000-P174347,PG
44000-P507527,PG
44000-P130051,RO
44000-P148957,RO
44000-P149776,RO
44000-P166303,RO
44000-P178912,RO
44000-P179297,RO
44000-P181517,RO
44000-P502111,RO
44000-P513191,RO
44000-P127408,RS
44000-P149750,RS
44000-P155694,RS
44000-P157489,RS
44000-P161184,RS
44000-P164575,RS
44000-P177410,RS
44000-P178115,RS
44000-P125943,PH
44000-P126580,PH
44000-P147803,PH
44000-P155656,PH
44000-P167651,PH
44000-P170052,PH
44000-P170914,PH
44000-P171440,PH
44000-P174120,PH
44000-P175008,PH
44000-P175360,PH
44000-P176891,PH
44000-P177125,PH
44000-P178634,PH
44000-P179361,PH
44000-P180336,PH
44000-P180585,PH
44000-P181127,PH
44000-P181389,PH
44000-P507528,PH
44000-P506960,SC
44000-P148861,SC
44000-P125202,SC
44000-P178209,SC
44000-P178210,SC
44000-P174198,SC
44000-P153269,SC
44000-P513769,SC
44000-P176420,SC
44000-P175139,SD
44000-P149886,SB
44000-P167465,SB
44000-P172454,SB
44000-P178676,SB
44000-P511758,SB
44000-P133107,SL
44000-P146726,SL
44000-P168259,SL
44000-P169498,SL
44000-P175342,SL
44000-P178321,SL
44000-P178322,SL
44000-P503960,SL
44000-P178113,RW
44000-P180196,RW
44000-P181603,RW
44000-P146452,RW
44000-P151279,RW
44000-P155024,RW
44000-P158698,RW
44000-P162671,RW
44000-P166458,RW
44000-P169040,RW
44000-P171554,RW
44000-P173680,RW
44000-P505244,RW
44000-P513028,RW
44000-P171570,SO
44000-P174889,SO
44000-P179307,SO
44000-P501988,SO
44000-P506857,SO
44000-P509222,SO
44000-P174275,ST
44000-P159010,ST
44000-P508911,ST
44000-P168335,ST
44000-P174274,ST
44000-P164321,ST
44000-P508225,SZ
44000-P174447,SZ
44000-P175317,SZ
44000-P126470,SN
44000-P128284,SN
44000-P159023,SN
44000-P164525,SN
44000-P170366,SN
44000-P172723,SN
44000-P175293,SN
44000-P152021,PK
44000-P172648,PK
44000-P147557,PK
44000-P161136,PK
44000-P128258,PK
44000-P157207,PK
44000-P174553,PK
44000-P172628,PK
44000-P509413,SV
44000-P171850,PK
44000-P170568,PK
44000-P155480,TD
44000-P168606,TD
44000-P163968,TD
44000-P172023,TG
44000-P174376,TG
44000-P181238,TG
44000-P166739,TG
44000-P510580,TG
44000-P179294,TG
44000-P132208,TG
44000-P169867,TG
44000-P144601,TO
44000-P149963,TO
44000-P159263,TO
44000-P171071,TO
44000-P172742,TO
44000-P174683,TO
44000-P179813,TO
44000-P509760,TO
44000-P173324,TN
44000-P158111,TN
44000-P132709,TN
44000-P150950,TN
44000-P161483,TN
44000-P128251,TN
44000-P170558,TV
44000-P179820,TV
44000-P172614,TV
44000-P155066,TV
44000-P145488,TV
44000-P506356,TV
44000-P150194,TV
44000-P177930,TJ
44000-P501015,TJ
44000-P150313,UA
44000-P506463,UA
44000-P177931,UA
44000-P502032,UA
44000-P150677,UA
44000-P181023,UA
44000-P172597,UA
44000-P131440,UY
44000-P172796,UY
44000-P179367,UY
44000-P133798,TZ
44000-P110836,TZ
44000-P180504,TZ
44000-P143645,TZ
44000-P178156,TZ
44000-P120536,TZ
44000-P145254,TZ
44000-P507912,TZ
44000-P150009,TZ
44000-P507760,VC
44000-P169956,VC
44000-P146322,TR
44000-P162071,TR
44000-P127787,TR
44000-P168749,VU
44000-P176930,VU
44000-P506285,VU
44000-P155118,WS
44000-P165928,WS
44000-P149770,WS
44000-P171764,WS
44000-P174498,WS
44000-P180120,WS
44000-P173906,UG
44000-P170113,XK
44000-P179944,XK
44000-P174246,ZA
44000-P179077,ZA
44000-P507031,ZA
PS-TIN-888005972-SO5,PS
PS-TIN-888005972-SO3,PS
PS-TIN-888005972-SO4,PS
PS-TIN-888005972-SO1,PS
PS-TIN-888005972-SO2,PS
44000-P179007,UZ
44000-P168280,UZ
44000-P166019,UZ
44000-P171751,UZ
44000-P176353,UZ
44000-P511920,UZ
44000-P180470,UZ
44000-P501037,UZ
BJ-IFU-6200801257400-RSG0123375-29295,BJ
44000-P174911,ZM
44000-P181011,ZM
44000-P507116,ZM
44000-P507962,ZM
44000-P122667,VN
44000-P122793,VN
44000-P124174,VN
44000-P127201,VN
44000-P131775,VN
44000-P144675,VN
44000-P146095,VN
44000-P155824,VN
44000-P157405,VN
44000-P160480,VN
44000-P171006,VN
44000-P171216,VN
44000-P176717,VN
44000-P181146,VN
46002-P-ML-K00-011,ML
46002-P-ML-K00-014,ML
46002-P-ML-K00-015,ML
46002-P-ML-K00-018,ML
46002-P-ML-K00-020,ML
46002-P-ML-KA0-001,ML
46002-P-ML-KA0-003,ML
46002-P-ML-KA0-006,ML
46002-P-NA-KA0-002,NA
46002-P-NA-K00-007,NA
46002-P-NA-KA0-004,NA
46002-P-NA-K00-004,NA
46002-P-NA-K00-005,NA
46002-P-MZ-K00-001,MZ
46002-P-MZ-K00-002,MZ
46002-P-MZ-K00-004,MZ
46002-P-MZ-K00-007,MZ
46002-P-MZ-K00-009,MZ
46002-P-MZ-K00-010,MZ
46002-P-MZ-K00-011,MZ
46002-P-MZ-K00-012,MZ
46002-P-MZ-AA0-041,MZ
46002-P-MZ-KA0-007,MZ
46002-P-MZ-AA0-045,MZ
46002-P-NE-KA0-015,NE
46002-P-NE-KA0-013,NE
46002-P-NE-KA0-012,NE
46002-P-NE-KA0-011,NE
46002-P-NE-K00-007,NE
46002-P-NE-KA0-006,NE
46002-P-NE-KA0-008,NE
46002-P-NE-KA0-010,NE
46002-P-NE-A00-012,NE
46002-P-NE-KA0-014,NE
46002-P-MA-K00-014,MA
46002-P-MA-AA0-011,MA
46002-P-MA-AA0-003,MA
46002-P-MA-I00-006,MA
46002-P-MA-HAZ-002,MA
46002-P-MA-IBD-011,MA
46002-P-MA-HA0-001,MA
46002-P-MA-A00-002,MA
46002-P-MA-H00-001,MA
46002-P-MA-DZ0-002,MA
46002-P-MA-E00-004,MA
46002-P-MA-GB0-002,MA
46002-P-MA-GB0-003,MA
46002-P-MA-H00-004,MA
46002-P-MA-HZ0-003,MA
46002-P-MA-HZ0-006,MA
46002-P-MA-HZ0-011,MA
46002-P-MA-IAZ-003,MA
46002-P-MA-IAZ-004,MA
46002-P-MA-IBD-001,MA
46002-P-MA-IBD-008,MA
46002-P-MA-IBD-010,MA
46002-P-MA-K00-002,MA
46002-P-MA-K00-003,MA
46002-P-MA-K00-004,MA
46002-P-MA-K00-005,MA
46002-P-MA-K00-006,MA
46002-P-MA-K00-010,MA
46002-P-MA-A00-003,MA
46002-P-MA-K00-013,MA
46002-P-MA-K00-019,MA
46002-P-MA-K00-021,MA
46002-P-MA-I00-010,MA
46002-P-MA-I00-016,MA
46002-P-MA-H00-020,MA
46002-P-MA-I00-012,MA
46002-P-MA-AA0-023,MA
46002-P-MA-IBD-012,MA
46002-P-MA-IA0-008,MA
46002-P-MA-IAD-003,MA
46002-P-MA-K00-023,MA
46002-P-MA-K00-028,MA
46002-P-MA-AA0-024,MA
46002-P-MA-IAZ-009,MA
46002-P-NG-KA0-002,NG
DE-1-200570218,GH
DE-1-201265420,GH
46002-P-NG-FA0-002,NG
46002-P-NG-K00-005,NG
46002-P-NG-KA0-006,NG
46002-P-NG-AAG-016,NG
46002-P-NG-K00-012,NG
46002-P-NG-K00-013,NG
46002-P-RW-FA0-008,RW
46002-P-RW-FA0-016,RW
46002-P-RW-IZ0-004,RW
46002-P-RW-IZ0-006,RW
46002-P-RW-AAE-004,RW
46002-P-RW-IZ0-002,RW
46002-P-RW-IZ0-003,RW
46002-P-RW-K00-006,RW
46002-P-RW-K00-013,RW
46002-P-RW-E00-013,RW
46002-P-RW-F00-009,RW
46002-P-ST-K00-012,ST
46002-P-ST-K00-015,ST
46002-P-ST-K00-013,ST
46002-P-ST-K00-014,ST
46002-P-ST-K00-017,ST
DE-1-201767805,JO
DE-1-201770114,JO
