iatiidentifier,country
XI-IATI-EC_INTPA-2025-PC-52952,TL
XI-IATI-EC_INTPA-2015-ACT-D-38504-00,TO
XI-IATI-EC_INTPA-2021-ACT-61120,TO
XI-IATI-EC_INTPA-2024-PC-44588,TO
XI-IATI-EC_INTPA-2022-PC-24537,TO
XI-IATI-EC_INTPA-2024-PC-32327,TO
XI-IATI-EC_INTPA-2023-PC-25655,TV
XI-IATI-EC_INTPA-2022-ACT-60636,TV
XI-IATI-EC_INTPA-2024-PC-25656,TV
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,TD
XI-IATI-EC_INTPA-2021-ACT-61065,TD
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,TD
XI-IATI-EC_INTPA-2022-PC-16482,TD
XI-IATI-EC_INTPA-2023-PC-27513,TD
XI-IATI-EC_INTPA-2018-PCC-404429,TD
XI-IATI-EC_INTPA-2021-PCC-429309,TD
XI-IATI-EC_INTPA-2023-PC-26026,TD
XI-IATI-EC_INTPA-2023-ACT-61294,UZ
XI-IATI-EC_INTPA-2020-ACT-D-41754-00,UZ
XI-IATI-EC_INTPA-2022-PC-22890,UZ
XI-IATI-EC_INTPA-2020-PCC-419898,UZ
XI-IATI-EC_INTPA-2023-PC-26380,UZ
XI-IATI-EC_INTPA-2022-PC-15602,TZ
XI-IATI-EC_INTPA-2018-ACT-D-39797-00,TZ
XI-IATI-EC_INTPA-2021-ACT-60933,TZ
XI-IATI-EC_INTPA-2020-ACT-D-40387-00,TZ
XI-IATI-EC_INTPA-2021-ACT-60903,TZ
XI-IATI-EC_INTPA-2016-ACT-D-38939-00,TZ
XI-IATI-EC_INTPA-2022-ACT-60961,TZ
XI-IATI-EC_INTPA-2021-ACT-60930,TZ
XI-IATI-EC_INTPA-2023-ACT-60983,TZ
XI-IATI-EC_INTPA-2021-PCC-425462,TZ
XI-IATI-EC_INTPA-2023-PC-23354,TZ
XI-IATI-EC_INTPA-2022-PC-15588,TZ
XI-IATI-EC_INTPA-2022-PC-16632,TZ
XI-IATI-EC_INTPA-2023-PC-26411,TZ
XI-IATI-EC_INTPA-2024-PC-36107,TZ
XI-IATI-EC_INTPA-2023-PC-26579,TZ
XI-IATI-EC_INTPA-2023-PC-18768,TZ
XI-IATI-EC_INTPA-2021-PCC-427166,TZ
XI-IATI-EC_INTPA-2022-PC-15913,TZ
XI-IATI-EC_INTPA-2021-ACT-62292,VU
XI-IATI-EC_INTPA-2026-PC-49465,VU
XI-IATI-EC_INTPA-2025-PC-49248,VU
XI-IATI-EC_INTPA-2021-ACT-62696,WF
XI-IATI-EC_INTPA-2025-PC-42917,WF
XI-IATI-EC_INTPA-2021-ACT-61100,WS
XI-IATI-EC_INTPA-2022-PC-24576,WS
XI-IATI-EC_INTPA-2019-ACT-D-41736-00,UG
XI-IATI-EC_INTPA-2020-PCC-415467,UG
XI-IATI-EC_INTPA-2016-ACT-D-37972-00,VN
XI-IATI-EC_INTPA-2020-ACT-D-40898-00,VN
XI-IATI-EC_INTPA-2022-PCC-429583,VN
XI-IATI-EC_INTPA-2023-PC-30243,VN
XI-IATI-EC_INTPA-2026-PC-78665,VN
XI-IATI-EC_INTPA-2022-PCC-428966,VN
XI-IATI-EC_INTPA-2022-PC-23770,VN
XI-IATI-EC_INTPA-2017-ACT-D-40033-01,ZA
XI-IATI-EC_INTPA-2019-PCC-413599,ZA
XI-IATI-EC_INTPA-2016-ACT-D-39297-00,ZA
XI-IATI-EC_INTPA-2017-ACT-D-40022-00,ZA
XI-IATI-EC_INTPA-2019-ACT-D-41739-00,ZA
XI-IATI-EC_INTPA-2018-ACT-D-41015-01,ZA
XI-IATI-EC_INTPA-2021-PC-5303,ZA
XI-IATI-EC_INTPA-2018-ACT-D-40854-00,ZA
XI-IATI-EC_INTPA-2021-PC-1163,ZA
XI-IATI-EC_INTPA-2018-PCC-402235,ZA
XI-IATI-EC_INTPA-2021-PCC-426286,ZA
XI-IATI-EC_INTPA-2020-PCC-418122,ZA
XI-IATI-EC_INTPA-2018-PCC-402069,ZA
XI-IATI-EC_INTPA-2025-PC-52115,ZM
XI-IATI-EC_INTPA-2021-ACT-63169,ZM
XI-IATI-EC_INTPA-2023-ACT-61863,ZM
XI-IATI-EC_INTPA-2024-PC-37833,ZM
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,AM
XI-IATI-EC_NEAR-2022-ACT-61467,AM
XI-IATI-EC_NEAR-2023-ACT-62364,AM
XI-IATI-EC_NEAR-2020-ACT-D-42019-00,AM
XI-IATI-EC_NEAR-2022-ACT-61442,AM
XI-IATI-EC_NEAR-2023-PC-26413,AM
XI-IATI-EC_NEAR-2023-PC-26479,AM
XI-IATI-EC_NEAR-2024-PC-36865,AM
XI-IATI-EC_NEAR-2024-PC-26416,AM
XI-IATI-EC_NEAR-2024-PC-26598,AM
XI-IATI-EC_NEAR-2024-PC-26596,AM
XI-IATI-EC_NEAR-2016-ACT-D-38718-06,AL
XI-IATI-EC_NEAR-2014-ACT-D-32813-01,AL
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,AL
XI-IATI-EC_NEAR-2015-ACT-D-38716-05,AL
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,AL
XI-IATI-EC_NEAR-2021-ACT-62392,AL
XI-IATI-EC_NEAR-2020-ACT-D-42914-01,AL
XI-IATI-EC_NEAR-2023-ACT-61604,AL
XI-IATI-EC_NEAR-2019-ACT-D-41203-02,AL
XI-IATI-EC_NEAR-2019-PCC-408874,AL
XI-IATI-EC_NEAR-2021-PCC-423828,AL
XI-IATI-EC_NEAR-2021-PCC-424514,AL
XI-IATI-EC_NEAR-2021-PCC-424517,AL
XI-IATI-EC_NEAR-2016-PCC-383649,AL
XI-IATI-EC_NEAR-2021-PCC-427664,AL
XI-IATI-EC_NEAR-2021-PCC-424417,AL
XI-IATI-EC_NEAR-2021-PCC-426292,AL
XI-IATI-EC_NEAR-2020-PCC-423478,AL
XI-IATI-EC_NEAR-2020-PCC-424787,AL
XI-IATI-EC_NEAR-2020-PCC-419973,AL
XI-IATI-EC_NEAR-2023-PC-3384,AL
XI-IATI-EC_NEAR-2023-PC-25960,AL
XI-IATI-EC_NEAR-2023-PC-3383,AL
XI-IATI-EC_NEAR-2024-PC-34437,AL
XI-IATI-EC_NEAR-2023-ACT-61596,BA
XI-IATI-EC_NEAR-2023-PC-25441,BA
XI-IATI-EC_NEAR-2012-ACT-D-24572-00,EG
XI-IATI-EC_NEAR-2017-ACT-D-40318-00,GE
XI-IATI-EC_NEAR-2016-ACT-D-39318-00,GE
XI-IATI-EC_NEAR-2019-ACT-D-41937-00,GE
XI-IATI-EC_NEAR-2018-ACT-D-41405-00,GE
XI-IATI-EC_NEAR-2019-ACT-D-41934-01,GE
XI-IATI-EC_NEAR-2023-ACT-61996,GE
XI-IATI-EC_NEAR-2022-ACT-61197,GE
XI-IATI-EC_NEAR-2018-PCC-401348,GE
XI-IATI-EC_NEAR-2018-PCC-401352,GE
XI-IATI-EC_NEAR-2018-PCC-403393,GE
XI-IATI-EC_NEAR-2021-PCC-427568,GE
XI-IATI-EC_NEAR-2021-PCC-428565,GE
XI-IATI-EC_NEAR-2021-PC-7372,GE
XI-IATI-EC_NEAR-2020-PCC-421173,GE
XI-IATI-EC_NEAR-2020-PCC-417111,GE
XI-IATI-EC_NEAR-2021-PCC-416172,GE
XI-IATI-EC_NEAR-2021-PCC-427059,GE
XI-IATI-EC_NEAR-2021-PCC-428582,GE
XI-IATI-EC_NEAR-2021-PCC-424843,GE
XI-IATI-EC_NEAR-2022-PC-23383,GE
XI-IATI-EC_NEAR-2020-PCC-419437,GE
XI-IATI-EC_NEAR-2022-PC-21806,GE
XI-IATI-EC_NEAR-2022-PC-23492,GE
XI-IATI-EC_NEAR-2022-PC-22447,GE
XI-IATI-EC_NEAR-2022-PC-22453,GE
XI-IATI-EC_NEAR-2022-PC-23690,GE
XI-IATI-EC_NEAR-2022-PC-22151,GE
XI-IATI-EC_NEAR-2022-PC-22257,GE
XI-IATI-EC_NEAR-2023-PC-26221,GE
XI-IATI-EC_NEAR-2023-PC-23854,GE
XI-IATI-EC_NEAR-2023-PC-23151,GE
XI-IATI-EC_NEAR-2024-PC-26216,GE
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,JO
XI-IATI-EC_NEAR-2016-ACT-D-39601-00,JO
XI-IATI-EC_NEAR-2017-ACT-D-40316-00,JO
XI-IATI-EC_NEAR-2017-ACT-D-40548-00,JO
XI-IATI-EC_NEAR-2019-ACT-D-42137-00,JO
XI-IATI-EC_NEAR-2020-ACT-D-42602-00,JO
XI-IATI-EC_NEAR-2019-ACT-D-42240-00,JO
XI-IATI-EC_NEAR-2021-ACT-61727,JO
XI-IATI-EC_NEAR-2020-ACT-D-42575-00,JO
XI-IATI-EC_NEAR-2021-ACT-62606,JO
XI-IATI-EC_NEAR-2023-ACT-61816,JO
XI-IATI-EC_NEAR-2022-ACT-60900,JO
XI-IATI-EC_NEAR-2022-ACT-60901,JO
XI-IATI-EC_NEAR-2019-PCC-411975,JO
XI-IATI-EC_NEAR-2018-PCC-399610,JO
XI-IATI-EC_NEAR-2017-PCC-394566,JO
XI-IATI-EC_NEAR-2016-PCC-380129,JO
XI-IATI-EC_NEAR-2016-PCC-380130,JO
XI-IATI-EC_NEAR-2017-PCC-394816,JO
XI-IATI-EC_NEAR-2020-PCC-420528,JO
XI-IATI-EC_NEAR-2020-PCC-420275,JO
XI-IATI-EC_NEAR-2021-PCC-430372,JO
XI-IATI-EC_NEAR-2022-PC-23142,JO
XI-IATI-EC_NEAR-2022-PC-24488,JO
XI-IATI-EC_NEAR-2022-PCC-430729,JO
XI-IATI-EC_NEAR-2022-PC-19257,JO
XI-IATI-EC_NEAR-2022-PC-19626,JO
XI-IATI-EC_NEAR-2023-PC-28407,JO
XI-IATI-EC_NEAR-2023-PC-24994,JO
XI-IATI-EC_NEAR-2023-PC-26322,JO
XI-IATI-EC_NEAR-2023-PC-26324,JO
XI-IATI-EC_NEAR-2023-PC-25371,JO
XI-IATI-EC_NEAR-2016-ACT-D-39842-01,MA
XI-IATI-EC_NEAR-2014-ACT-D-37371-00,MA
XI-IATI-EC_NEAR-2017-ACT-D-40260-00,MA
XI-IATI-EC_NEAR-2017-ACT-D-40313-00,MA
XI-IATI-EC_NEAR-2016-ACT-D-39372-02,MA
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,MA
XI-IATI-EC_NEAR-2021-ACT-61868,MA
XI-IATI-EC_NEAR-2021-ACT-61066,MA
XI-IATI-EC_NEAR-2019-ACT-D-42126-00,MA
XI-IATI-EC_NEAR-2019-ACT-D-41950-00,MA
XI-IATI-EC_NEAR-2017-ACT-D-40759-00,MA
XI-IATI-EC_NEAR-2017-ACT-D-40761-01,MA
XI-IATI-EC_NEAR-2018-ACT-D-41398-00,MA
XI-IATI-EC_NEAR-2021-ACT-61137,MA
XI-IATI-EC_NEAR-2018-ACT-D-41290-00,MA
XI-IATI-EC_NEAR-2021-ACT-61068,MA
XI-IATI-EC_NEAR-2022-ACT-61027,MA
XI-IATI-EC_NEAR-2023-ACT-62340,MA
XI-IATI-EC_NEAR-2018-ACT-D-41151-00,MA
XI-IATI-EC_NEAR-2020-ACT-D-42278-00,MA
XI-IATI-EC_NEAR-2020-ACT-D-42291-00,MA
XI-IATI-EC_NEAR-2022-ACT-61400,MA
XI-IATI-EC_NEAR-2022-ACT-60561,MA
XI-IATI-EC_NEAR-2022-ACT-61199,MA
XI-IATI-EC_NEAR-2019-PCC-414058,MA
XI-IATI-EC_NEAR-2019-PCC-413828,MA
XI-IATI-EC_NEAR-2017-PCC-394764,MA
XI-IATI-EC_NEAR-2018-PCC-404157,MA
XI-IATI-EC_NEAR-2021-PCC-428889,MA
XI-IATI-EC_NEAR-2021-PCC-428890,MA
XI-IATI-EC_NEAR-2021-PCC-423852,MA
XI-IATI-EC_NEAR-2021-PCC-428962,MA
XI-IATI-EC_NEAR-2021-PCC-428965,MA
XI-IATI-EC_NEAR-2021-PCC-430122,MA
XI-IATI-EC_NEAR-2021-PCC-428959,MA
XI-IATI-EC_NEAR-2021-PCC-427905,MA
XI-IATI-EC_NEAR-2021-PCC-423450,MA
XI-IATI-EC_NEAR-2017-PCC-394871,MA
XI-IATI-EC_NEAR-2021-PC-7220,MA
XI-IATI-EC_NEAR-2020-PCC-416795,MA
XI-IATI-EC_NEAR-2021-PCC-415259,MA
XI-IATI-EC_NEAR-2021-PCC-415264,MA
XI-IATI-EC_NEAR-2020-PCC-416748,MA
XI-IATI-EC_NEAR-2021-PCC-417640,MA
XI-IATI-EC_NEAR-2020-PCC-421661,MA
XI-IATI-EC_NEAR-2020-PCC-416324,MA
XI-IATI-EC_NEAR-2021-PC-4855,MA
XI-IATI-EC_NEAR-2021-PCC-424895,MA
XI-IATI-EC_NEAR-2021-PCC-425620,MA
XI-IATI-EC_NEAR-2021-PCC-429045,MA
XI-IATI-EC_NEAR-2023-PC-17755,MA
XI-IATI-EC_NEAR-2022-PC-24235,MA
XI-IATI-EC_NEAR-2022-PC-23356,MA
XI-IATI-EC_NEAR-2020-PCC-415186,MA
XI-IATI-EC_NEAR-2023-PC-13415,MA
XI-IATI-EC_NEAR-2020-PCC-414985,MA
XI-IATI-EC_NEAR-2021-PC-2265,MA
XI-IATI-EC_NEAR-2022-PC-22869,MA
XI-IATI-EC_NEAR-2022-PC-23718,MA
XI-IATI-EC_NEAR-2022-PC-10234,MA
XI-IATI-EC_NEAR-2022-PC-20176,MA
XI-IATI-EC_NEAR-2023-PC-29638,MA
XI-IATI-EC_NEAR-2023-PC-29284,MA
XI-IATI-EC_NEAR-2023-PC-29639,MA
XI-IATI-EC_NEAR-2023-PC-22338,MA
XI-IATI-EC_NEAR-2023-PC-26509,MA
XI-IATI-EC_NEAR-2023-PC-25026,MA
XI-IATI-EC_NEAR-2023-PC-26205,MA
XI-IATI-EC_NEAR-2023-PC-26206,MA
XI-IATI-EC_NEAR-2023-PC-26487,MA
XI-IATI-EC_NEAR-2023-PC-21871,MA
XI-IATI-EC_NEAR-2023-PC-26474,MA
XI-IATI-EC_NEAR-2023-PC-25712,MA
XI-IATI-EC_NEAR-2024-PC-36873,MA
XI-IATI-EC_NEAR-2024-PC-16109,MA
XI-IATI-EC_NEAR-2024-PC-26165,MA
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,ME
XI-IATI-EC_NEAR-2023-ACT-60844,ME
XI-IATI-EC_NEAR-2023-ACT-60862,ME
XI-IATI-EC_NEAR-2023-ACT-61597,ME
XI-IATI-EC_NEAR-2020-ACT-D-42145-06,ME
XI-IATI-EC_NEAR-2023-PC-34044,ME
XI-IATI-EC_NEAR-2023-PC-25995,ME
XI-IATI-EC_NEAR-2023-PC-25842,ME
XI-IATI-EC_NEAR-2023-PC-25328,ME
XI-IATI-EC_NEAR-2023-PC-25094,ME
XI-IATI-EC_NEAR-2024-PC-26711,ME
XI-IATI-EC_NEAR-2020-ACT-D-42747-06,MK
XI-IATI-EC_NEAR-2019-ACT-D-41263-03,MK
XI-IATI-EC_NEAR-2023-ACT-61594,MK
XI-IATI-EC_NEAR-2022-ACT-60915,MK
XI-IATI-EC_NEAR-2019-PCC-415500,MK
XI-IATI-EC_NEAR-2020-PCC-421250,MK
XI-IATI-EC_NEAR-2020-PCC-419152,MK
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,MD
XI-IATI-EC_NEAR-2021-ACT-62648,MD
XI-IATI-EC_NEAR-2020-ACT-D-42924-00,MD
XI-IATI-EC_NEAR-2023-ACT-60518,MD
XI-IATI-EC_NEAR-2023-PC-22941,MK
XI-IATI-EC_NEAR-2023-PC-26649,MK
XI-IATI-EC_NEAR-2024-PC-25269,MK
XI-IATI-EC_NEAR-2021-PCC-430625,MD
XI-IATI-EC_NEAR-2022-PC-18169,MD
XI-IATI-EC_NEAR-2023-PC-31959,MD
XI-IATI-EC_NEAR-2016-ACT-D-39803-06,RS
XI-IATI-EC_NEAR-2016-ACT-D-39806-09,RS
XI-IATI-EC_NEAR-2015-ACT-D-38444-04,RS
XI-IATI-EC_NEAR-2021-ACT-60872,RS
XI-IATI-EC_NEAR-2021-ACT-61585,RS
XI-IATI-EC_NEAR-2021-ACT-60875,RS
XI-IATI-EC_NEAR-2024-ACT-62417,RS
XI-IATI-EC_NEAR-2018-PCC-397293,RS
XI-IATI-EC_NEAR-2019-PCC-407821,RS
XI-IATI-EC_NEAR-2018-PCC-395584,RS
XI-IATI-EC_NEAR-2022-PC-18779,RS
XI-IATI-EC_NEAR-2023-PC-29296,RS
XI-IATI-EC_NEAR-2023-PC-26113,RS
XI-IATI-EC_NEAR-2023-PC-25802,RS
XI-IATI-EC_NEAR-2023-PC-25764,RS
XI-IATI-EC_NEAR-2024-PC-37108,RS
XI-IATI-EC_NEAR-2024-PC-25804,RS
XI-IATI-EC_NEAR-2022-ACT-60730,PS
XI-IATI-EC_NEAR-2023-PC-23862,PS
XI-IATI-EC_NEAR-2023-PC-21815,PS
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,TN
XI-IATI-EC_NEAR-2017-ACT-D-40562-01,TN
XI-IATI-EC_NEAR-2017-ACT-D-40695-00,TN
XI-IATI-EC_NEAR-2017-ACT-D-40704-00,TN
XI-IATI-EC_NEAR-2017-ACT-D-40445-00,TN
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,TN
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,TN
XI-IATI-EC_NEAR-2021-ACT-61082,TN
XI-IATI-EC_NEAR-2020-ACT-D-42859-00,TN
XI-IATI-EC_NEAR-2019-ACT-D-41859-00,TN
XI-IATI-EC_NEAR-2019-ACT-D-41860-00,TN
XI-IATI-EC_NEAR-2019-ACT-D-41891-00,TN
XI-IATI-EC_NEAR-2023-ACT-62422,TN
XI-IATI-EC_NEAR-2019-PCC-410052,TN
XI-IATI-EC_NEAR-2019-PCC-404352,TN
XI-IATI-EC_NEAR-2019-PCC-404799,TN
XI-IATI-EC_NEAR-2018-PCC-403150,TN
XI-IATI-EC_NEAR-2019-PCC-407099,TN
XI-IATI-EC_NEAR-2019-PCC-411467,TN
XI-IATI-EC_NEAR-2018-PCC-404297,TN
XI-IATI-EC_NEAR-2018-PCC-404376,TN
XI-IATI-EC_NEAR-2018-PCC-404417,TN
XI-IATI-EC_NEAR-2018-PCC-403140,TN
XI-IATI-EC_NEAR-2021-PCC-427970,TN
XI-IATI-EC_NEAR-2021-PCC-428148,TN
XI-IATI-EC_NEAR-2021-PCC-428768,TN
XI-IATI-EC_NEAR-2021-PCC-414053,TN
XI-IATI-EC_NEAR-2020-PCC-416672,TN
XI-IATI-EC_NEAR-2020-PCC-420597,TN
XI-IATI-EC_NEAR-2021-PC-8877,TN
XI-IATI-EC_NEAR-2021-PCC-426850,TN
XI-IATI-EC_NEAR-2021-PCC-423254,TN
XI-IATI-EC_NEAR-2021-PCC-430183,TN
XI-IATI-EC_NEAR-2020-PCC-418579,TN
XI-IATI-EC_NEAR-2021-PCC-428588,TN
XI-IATI-EC_NEAR-2022-PC-22976,TN
XI-IATI-EC_NEAR-2022-PCC-425501,TN
XI-IATI-EC_NEAR-2021-PC-3558,TN
XI-IATI-EC_NEAR-2020-PCC-417245,TN
XI-IATI-EC_NEAR-2022-PC-15378,TN
XI-IATI-EC_NEAR-2022-PC-23457,TN
XI-IATI-EC_NEAR-2022-PC-20298,TN
XI-IATI-EC_NEAR-2023-PC-31718,TN
XI-IATI-EC_NEAR-2023-PC-31719,TN
XI-IATI-EC_NEAR-2023-PC-31722,TN
XI-IATI-EC_NEAR-2023-PC-30456,TN
XI-IATI-EC_NEAR-2023-PC-30872,TN
XI-IATI-EC_NEAR-2023-PC-32512,TN
XI-IATI-EC_NEAR-2023-PC-30873,TN
XI-IATI-EC_NEAR-2024-PC-39790,TN
XI-IATI-EC_NEAR-2024-PC-38097,TN
XI-IATI-EC_NEAR-2024-PC-38100,TN
XI-IATI-EC_NEAR-2023-PC-37347,TN
XI-IATI-EC_NEAR-2024-PC-32056,TN
XI-IATI-EC_NEAR-2024-PC-27731,TN
XI-IATI-EC_NEAR-2016-ACT-D-39747-07,XK
XI-IATI-EC_NEAR-2023-ACT-61599,XK
XI-IATI-EC_NEAR-2017-PCC-394632,XK
XI-IATI-EC_NEAR-2022-PC-24561,XK
XI-IATI-EC_NEAR-2023-PC-25711,XK
XI-IATI-EC_NEAR-2016-ACT-D-39569-00,UA
XI-IATI-EC_NEAR-2022-ACT-60707,UA
XI-IATI-EC_NEAR-2022-ACT-61256,UA
XI-IATI-EC_NEAR-2023-ACT-61827,UA
XI-IATI-EC_NEAR-2021-ACT-62782,UA
XI-IATI-EC_NEAR-2017-PCC-385741,UA
XI-IATI-EC_NEAR-2022-PC-15302,UA
XI-IATI-EC_NEAR-2022-PC-19078,UA
XI-IATI-EC_NEAR-2023-PC-34368,UA
XI-IATI-EC_NEAR-2023-PC-26460,UA
XI-IATI-EC_NEAR-2024-PC-41992,UA
GB-1-103985-101,MZ
GB-1-103986-101,MZ
GB-1-202328-101,PK
GB-1-202377-101,RW
GB-1-202462-101,MZ
GB-1-202468-101,GH
GB-1-202697-101,PK
GB-1-202893-104,ET
GB-1-202990-101,ET
GB-1-202990-103,ET
GB-1-202991-102,ET
GB-1-203001-101,ZM
GB-1-203100-104,NP
GB-1-203213-101,TZ
GB-1-203213-102,TZ
GB-1-203396-102,ET
GB-1-203413-102,NP
GB-1-203536-101,GH
GB-1-203536-113,GH
GB-1-203585-101,SL
GB-1-203766-109,ET
GB-1-203766-111,ET
GB-1-203766-112,ET
GB-1-203811-101,MW
GB-1-204024-107,PK
GB-1-204179-101,MZ
GB-1-204288-102,TZ
GB-1-205145-102,NP
GB-1-205145-104,NP
GB-GOV-1-301596-404,NP
GB-1-114506-106,IN
GB-1-113707-102,IN
GB-1-113963-102,IN
GB-1-114086-101,MZ
GB-GOV-3-PSA-NPK-200029,NP
GB-1-201375-102,NP
GB-1-201375-106,NP
GB-1-201564-101,ZM
GB-1-201629-108,GH
FI-3-2014-2005050123,MZ
FI-3-2014-2002023052,MZ
FI-3-2014-2008080028,MZ
FI-3-2014-2014140714,MZ
FI-3-2014-2000003078,TZ
FI-3-2014-2013130107,TZ
FI-3-2014-2013130132,ZM
FI-3-2014-2012000151,ZM
FI-3-2014-2009091300,NP
FI-3-2014-2008080130,VN
FI-3-2014-2004043014,VN
FI-3-2014-2013130288,VN
FI-3-2014-2014140891,PS
FI-3-2016-2005050123,MZ
FI-3-2016-2008080028,MZ
FI-3-2016-2013130107,TZ
FI-3-2016-2009091300,NP
FI-3-2016-2013130288,VN
FI-3-2016-2014140891,PS
FI-3-2015-2015150032,ET
FI-3-2015-2005050123,MZ
FI-3-2015-2008080028,MZ
FI-3-2015-2014140714,MZ
FI-3-2015-2013130107,TZ
FI-3-2015-2009091300,NP
FI-3-2015-2008080130,VN
FI-3-2015-2013130288,VN
FI-3-2015-2014140891,PS
FI-3-2017-2015150032,ET
FI-3-2017-2005050123,MZ
FI-3-2017-2013130288,VN
FI-3-2017-2014140891,PS
FI-3-2018-2015150032,ET
FI-3-2018-2005050123,MZ
FI-3-2018-2013130288,VN
FI-3-2018-2018180551,PS
FI-3-2021-2021001001,ZA
FI-3-2021-2019190107,MZ
FI-3-2021-2021005339,NP
FI-3-2021-2018180551,PS
FI-3-2019-2015150032,ET
FI-3-2019-2019190049,ET
FI-3-2019-2005050123,MZ
FI-3-2019-2019190107,MZ
FI-3-2019-2013130288,VN
FI-3-2019-2018180551,PS
FI-3-2020-2019190049,ET
FI-3-2020-2019190107,MZ
FI-3-2020-2018180551,PS
FI-3-2022-2018180551,PS
FI-3-2022-2021210112,NP
FI-3-2022-2019190049,ET
FI-3-2022-2022220043,MZ
FI-3-2022-2019190107,MZ
FI-3-2024-2024240132,NP
FI-3-2024-2024240259,MZ
FI-3-2024-2024240349,PS
FI-3-2023-2023230044,ET
FI-3-2023-2023230130,MZ
FI-3-2023-2023230300,NP
FI-3-2023-2023230435,PS
FI-3-2023-2023230729,TZ
FI-3-2025-2025250181,PS
FI-3-2025-2025250423,NP
XM-DAC-5-7-6617541,AR
XM-DAC-5-7-6619031,PK
XM-DAC-5-7-6618689,SY
XM-DAC-5-7-6618709,SY
XM-DAC-5-7-6618264,AL
XM-DAC-5-7-6618595,BA
XM-DAC-5-7-6619010,BJ
XM-DAC-5-7-6619140,ML
XM-DAC-5-7-6619197,RW
CA-3-A033033001,MZ
CA-3-A033033002,MZ
CA-3-A033033004,MZ
CA-3-A033640001,HN
CA-3-A034252001,BD
CA-3-A034769001,ML
CA-3-A035261001,MZ
CA-3-A035342001,TZ
CA-3-A035369002,SN
CA-3-A035369003,SN
CA-3-A035435001,ML
CA-3-D000301001,TZ
CA-3-D000327001,JO
CA-3-D000954001,BF
CA-3-A032220001,ML
CA-3-A032230001,VN
CA-3-A034768005,ML
CA-3-A035209001,ML
CA-3-D000259001,TZ
CA-3-D001661001,SN
CA-3-P006740001,JO
CA-3-P006740002,JO
CA-3-A033419002,GH
CA-3-A033985001,TZ
CA-3-A033999002,TZ
CA-3-A034052001,SN
CA-3-A033033007,MZ
CA-3-A034379001,SN
CA-3-A034782006,TZ
CA-3-A034908002,ML
XM-DAC-50-21-Z03-24-01-22500,PY
XI-IATI-IADB-BA-U0001,BB
XI-IATI-IADB-BA-L1056,BB
XI-IATI-IADB-BA-L1061,BB
XI-IATI-IADB-BA-L1052,BB
XI-IATI-IADB-BA-L1048,BB
XI-IATI-IADB-BA-L1050,BB
XI-IATI-IADB-BA-L1060,BB
XI-IATI-IADB-BA-L1062,BB
XI-IATI-IADB-BA-U0002,BB
XI-IATI-IADB-BO-L1100,BO
XI-IATI-IADB-BO-L1200,BO
XI-IATI-IADB-BO-L1112,BO
XI-IATI-IADB-BO-L1089,BO
XI-IATI-IADB-BO-L1107,BO
XI-IATI-IADB-BO-L1104,BO
XI-IATI-IADB-BO-L1189,BO
XI-IATI-IADB-BO-L1183,BO
XI-IATI-IADB-BO-L1199,BO
XI-IATI-IADB-BH-U0002,BS
XI-IATI-IADB-BH-L1052,BS
XI-IATI-IADB-BH-U0001,BS
XI-IATI-IADB-BH-L1050,BS
XI-IATI-IADB-BH-L1062,BS
XI-IATI-IADB-BH-L1056,BS
XI-IATI-IADB-AR-L1268,AR
XI-IATI-IADB-AR-L1303,AR
XI-IATI-IADB-AR-L1404,AR
XI-IATI-IADB-AR-L1304,AR
XI-IATI-IADB-AR-L1298,AR
XI-IATI-IADB-AR-L1370,AR
XI-IATI-IADB-AR-L1413,AR
XI-IATI-IADB-AR-L1412,AR
XI-IATI-IADB-AR-L1351,AR
XI-IATI-IADB-AR-L1283,AR
XI-IATI-IADB-CH-L1111,CL
XI-IATI-IADB-CH-L1157,CL
XI-IATI-IADB-CH-L1110,CL
XI-IATI-IADB-CH-L1172,CL
XI-IATI-IADB-CH-L1148,CL
XI-IATI-IADB-CH-L1095,CL
XI-IATI-IADB-CH-L1145,CL
XI-IATI-IADB-CH-L1160,CL
XI-IATI-IADB-CH-L1149,CL
XI-IATI-IADB-CH-L1159,CL
XI-IATI-IADB-CH-L1136,CL
XI-IATI-IADB-CH-L1165,CL
XI-IATI-IADB-CH-L1174,CL
XI-IATI-IADB-CH-L1135,CL
XI-IATI-IADB-CH-L1134,CL
XI-IATI-IADB-CH-L1164,CL
XI-IATI-IADB-CH-L1179,CL
XI-IATI-IADB-CR-L1081,CR
XI-IATI-IADB-CR-L1145,CR
XI-IATI-IADB-CR-L1142,CR
XI-IATI-IADB-CO-L1268,CO
XI-IATI-IADB-CO-L1302,CO
XI-IATI-IADB-CO-L1142,CO
XI-IATI-IADB-CO-L1283,CO
