iatiidentifier,finance_type,finance_type_name,flow_type,flow_type_name,tied_status,collaboration_type,collaboration_type_name,hierarchy
XI-IATI-EC_INTPA-2020-ACT-D-42454-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-ACT-D-41517-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2015-ACT-D-38302-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-61483,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-61633,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2015-ACT-D-38302-02,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-53145,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-416581,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-27309,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-27308,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-428224,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-63101,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2025-PC-53764,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-60940,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-24334,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-430941,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-ACT-D-40855-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-ACT-D-41630-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-61489,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-ACT-D-39315-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-ACT-D-41940-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PCC-431645,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-ACT-D-39312-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-26293,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-26307,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-ACT-D-38561-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-36658,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-ACT-61606,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2025-PC-36663,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-27305,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-ACT-62246,110,Standard grant,50,Other flows,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-ACT-61910,110,Standard grant,50,Other flows,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-61102,110,Standard grant,50,Other flows,5,1,Bilateral,1
XI-IATI-EC_INTPA-2026-PC-38372,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-17800,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-37206,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-41264-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-41558,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-50869,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-ACT-61846,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-36587,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-49555,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-429840,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-28421,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-75852,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-36591,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-21817,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-ACT-D-38386-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-ACT-D-40939-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-PCC-413782,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-PCC-409671,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-PCC-397670,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-PCC-392914,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-ACT-D-39674-04,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-61302,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-25625,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-PCC-413519,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-40840-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2015-ACT-D-38103-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-ACT-D-40697-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-PCC-422992,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-419116,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-ACT-D-39148-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-PCC-397120,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-PCC-399023,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-55340,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-42051-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2015-ACT-D-38731-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-60692,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-421423,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-ACT-D-39228-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-21579,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-62799,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-PCC-428606,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-428618,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-37656,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-80732,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-60599,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-416132,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-31976,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-416065,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-53379,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-63136,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-62577,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-61001,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2015-ACT-D-37809-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-ACT-D-42335-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2015-ACT-D-38149-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-19387,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-15528,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-61997,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-75410,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-PCC-375131,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-42830,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-25140,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-ACT-D-38831-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2017-ACT-D-39902-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-ACT-61732,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-ACT-D-40874-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-ACT-D-41594-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-60558,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-40050,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-422215,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-422462,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-25272,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-24289,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-422494,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-ACT-D-42802-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-416217,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-ACT-D-41871-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-ACT-D-41123-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-ACT-D-39985-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2026-PC-53801,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-60628,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-24294,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-81164,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PCC-421392,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-ACT-D-38868-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-PCC-397039,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-62518,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2025-PC-69397,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-36183,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-52678,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-42187-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-415725,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-418930,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-27334,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-425135,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-39998-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2026-PC-75966,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-ACT-D-39665-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-421284,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-76775,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2015-ACT-D-38388-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2016-ACT-D-38972-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-415584,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-PCC-389389,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-ACT-D-42916-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-19577,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-61069,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-ACT-62693,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-18569,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-47768,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-53445,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-61433,110,Standard grant,50,Other flows,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-24210,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-26617,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-61310,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-26888,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-61086,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-20039,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-22492,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-22100,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-19168,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-29022,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-D-44448-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-16758,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-16925,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-20035,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-16929,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-45725,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-77174,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-20001,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-ACT-62358,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-63421,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-37344,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-61446,110,Standard grant,50,Other flows,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-24213,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-25713,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-61472,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-35983,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-ACT-62209,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-32264,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-25701,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-414217,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-ACT-D-42950-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PCC-435740,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-26364,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-26389,110,Standard grant,50,Other flows,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-61423,110,Standard grant,50,Other flows,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PCC-429800,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-424359,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-62771,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2025-PC-72780,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-64428,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2026-PC-75396,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-ACT-D-40138-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-PCC-421490,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PC-4857,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-38918-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-PCC-425265,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-420650,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-61104,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-18559,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-63091,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-22049,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2017-ACT-D-39288-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-61240,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2020-PCC-416008,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-61090,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-32142,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-30334,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-PC-23195,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-62976,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2019-PCC-414050,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-PCC-413820,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2020-PCC-418161,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-27747,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-19819,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-PCC-397046,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-PCC-385290,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-59817,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-ACT-61233,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2025-PC-36473,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-36429,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-44598,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-ACT-61121,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-26483,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-34444,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-26647,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-72129,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-29463,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-30645,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-25850,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2021-PCC-429957,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-60909,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2026-PC-37759,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2025-PC-37761,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-27905,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-ACT-61862,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-63055,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2026-PC-53819,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-32172,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-46872,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2023-PC-24360,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-30817,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-26198,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2022-ACT-61496,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-37034,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-26203,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-31561,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-ACT-61325,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-PCC-423353,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-26837,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-41577-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2018-ACT-D-39984-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-62317,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2016-ACT-D-37957-01,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2025-PC-52952,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2015-ACT-D-38504-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-61120,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-44588,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-PC-24537,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2024-PC-32327,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2023-PC-25655,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2022-ACT-60636,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2024-PC-25656,110,Standard grant,10,ODA,5,1,Bilateral,2
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,110,Standard grant,10,ODA,5,1,Bilateral,1
XI-IATI-EC_INTPA-2021-ACT-61065,110,Standard grant,10,ODA,5,1,Bilateral,1
