iatiidentifier,country,percentage
XI-IATI-EC_INTPA-2026-PC-52678,LR,0
XI-IATI-EC_INTPA-2019-ACT-D-42187-00,MN,0
XI-IATI-EC_INTPA-2020-PCC-415725,MN,0
XI-IATI-EC_INTPA-2020-PCC-418930,MN,0
XI-IATI-EC_INTPA-2023-PC-27334,MN,0
XI-IATI-EC_INTPA-2021-PCC-425135,MM,0
XI-IATI-EC_INTPA-2019-ACT-D-39998-00,MM,0
XI-IATI-EC_INTPA-2026-PC-75966,MM,0
XI-IATI-EC_INTPA-2018-ACT-D-39665-00,MM,0
XI-IATI-EC_INTPA-2020-PCC-421284,MM,0
XI-IATI-EC_INTPA-2026-PC-76775,MM,0
XI-IATI-EC_INTPA-2015-ACT-D-38388-00,ML,0
XI-IATI-EC_INTPA-2016-ACT-D-38972-00,ML,0
XI-IATI-EC_INTPA-2020-PCC-415584,ML,0
XI-IATI-EC_INTPA-2017-PCC-389389,ML,0
XI-IATI-EC_INTPA-2020-ACT-D-42916-00,MU,0
XI-IATI-EC_INTPA-2022-PC-19577,MR,0
XI-IATI-EC_INTPA-2021-ACT-61069,MR,0
XI-IATI-EC_INTPA-2024-ACT-62693,MR,0
XI-IATI-EC_INTPA-2022-PC-18569,MR,0
XI-IATI-EC_INTPA-2024-PC-47768,MR,0
XI-IATI-EC_INTPA-2025-PC-53445,MR,0
XI-IATI-EC_INTPA-2022-ACT-61433,NC,0
XI-IATI-EC_INTPA-2023-PC-24210,NC,0
XI-IATI-EC_INTPA-2023-PC-26617,NA,0
XI-IATI-EC_INTPA-2022-ACT-61310,NA,0
XI-IATI-EC_INTPA-2023-PC-26888,NA,0
XI-IATI-EC_INTPA-2021-ACT-61086,NE,0
XI-IATI-EC_INTPA-2023-PC-20039,NE,0
XI-IATI-EC_INTPA-2023-PC-22492,NE,0
XI-IATI-EC_INTPA-2018-ACT-D-40839-01,NE,0
XI-IATI-EC_INTPA-2022-PC-22100,NE,0
XI-IATI-EC_INTPA-2023-PC-19168,NE,0
XI-IATI-EC_INTPA-2023-PC-29022,NE,0
XI-IATI-EC_INTPA-2022-ACT-D-44448-00,NE,0
XI-IATI-EC_INTPA-2016-ACT-D-38233-00,NE,0
XI-IATI-EC_INTPA-2016-ACT-D-38320-00,NE,0
XI-IATI-EC_INTPA-2022-PC-16758,NE,0
XI-IATI-EC_INTPA-2022-PC-16925,NE,0
XI-IATI-EC_INTPA-2023-PC-20035,NE,0
XI-IATI-EC_INTPA-2023-PC-16929,NE,0
XI-IATI-EC_INTPA-2024-PC-45725,NE,0
XI-IATI-EC_INTPA-2026-PC-77174,NE,0
XI-IATI-EC_INTPA-2023-PC-20001,NE,0
XI-IATI-EC_INTPA-2024-ACT-62358,MW,0
XI-IATI-EC_INTPA-2021-ACT-63421,MW,0
XI-IATI-EC_INTPA-2024-PC-37344,MW,0
XI-IATI-EC_INTPA-2022-ACT-61446,PF,0
XI-IATI-EC_INTPA-2023-PC-24213,PF,0
XI-IATI-EC_INTPA-2023-PC-25713,NP,0
XI-IATI-EC_INTPA-2016-ACT-D-38030-00,NP,0
XI-IATI-EC_INTPA-2021-ACT-61472,NP,0
XI-IATI-EC_INTPA-2024-PC-35983,NP,0
XI-IATI-EC_INTPA-2024-ACT-62209,NP,0
XI-IATI-EC_INTPA-2023-PC-32264,NP,0
XI-IATI-EC_INTPA-2023-PC-25701,NP,0
XI-IATI-EC_INTPA-2020-PCC-414217,NP,0
XI-IATI-EC_INTPA-2015-ACT-D-37956-00,PE,0
XI-IATI-EC_INTPA-2020-ACT-D-42950-01,PE,0
XI-IATI-EC_INTPA-2022-PCC-435740,PE,0
XI-IATI-EC_INTPA-2023-PC-26364,PM,0
XI-IATI-EC_INTPA-2024-PC-26389,PM,0
XI-IATI-EC_INTPA-2022-ACT-61423,PM,0
XI-IATI-EC_INTPA-2022-PCC-429800,PG,0
XI-IATI-EC_INTPA-2021-PCC-424359,PG,0
XI-IATI-EC_INTPA-2021-ACT-62771,PG,0
XI-IATI-EC_INTPA-2025-PC-72780,PG,0
XI-IATI-EC_INTPA-2026-PC-64428,PG,0
XI-IATI-EC_INTPA-2026-PC-75396,PG,0
XI-IATI-EC_INTPA-2020-ACT-D-40138-00,PY,0
XI-IATI-EC_INTPA-2021-PCC-421490,PY,0
XI-IATI-EC_INTPA-2021-PC-4857,PY,0
XI-IATI-EC_INTPA-2019-ACT-D-38918-00,PY,0
XI-IATI-EC_INTPA-2021-PCC-425265,PY,0
XI-IATI-EC_INTPA-2020-PCC-420650,PY,0
XI-IATI-EC_INTPA-2021-ACT-61104,SB,0
XI-IATI-EC_INTPA-2022-PC-18559,SB,0
XI-IATI-EC_INTPA-2021-ACT-63091,SB,0
XI-IATI-EC_INTPA-2023-PC-22049,SB,0
XI-IATI-EC_INTPA-2018-ACT-D-38945-00,SH,0
XI-IATI-EC_INTPA-2017-ACT-D-39288-00,PK,0
XI-IATI-EC_INTPA-2022-ACT-61240,RW,0
XI-IATI-EC_INTPA-2020-PCC-416008,RW,0
XI-IATI-EC_INTPA-2021-ACT-61090,RW,0
XI-IATI-EC_INTPA-2016-ACT-D-38107-00,RW,0
XI-IATI-EC_INTPA-2023-PC-32142,RW,0
XI-IATI-EC_INTPA-2023-PC-30334,RW,0
XI-IATI-EC_INTPA-2016-ACT-D-37486-02,RW,0
XI-IATI-EC_INTPA-2022-PC-23195,RW,0
XI-IATI-EC_INTPA-2021-ACT-62976,RW,0
XI-IATI-EC_INTPA-2019-PCC-414050,RW,0
XI-IATI-EC_INTPA-2019-PCC-413820,RW,0
XI-IATI-EC_INTPA-2020-PCC-418161,RW,0
XI-IATI-EC_INTPA-2024-PC-27747,RW,0
XI-IATI-EC_INTPA-2022-PC-19819,RW,0
XI-IATI-EC_INTPA-2018-PCC-397046,RW,0
XI-IATI-EC_INTPA-2017-PCC-385290,RW,0
XI-IATI-EC_INTPA-2025-PC-59817,SL,0
XI-IATI-EC_INTPA-2023-ACT-61233,SL,0
XI-IATI-EC_INTPA-2025-PC-36473,SL,0
XI-IATI-EC_INTPA-2024-PC-36429,SL,0
XI-IATI-EC_INTPA-2024-PC-44598,SN,0
XI-IATI-EC_INTPA-2021-ACT-61121,SN,0
XI-IATI-EC_INTPA-2023-PC-26483,SN,0
XI-IATI-EC_INTPA-2018-ACT-D-40929-00,SN,0
XI-IATI-EC_INTPA-2023-PC-34444,SN,0
XI-IATI-EC_INTPA-2023-PC-26647,SN,0
XI-IATI-EC_INTPA-2025-PC-72129,SN,0
XI-IATI-EC_INTPA-2023-PC-29463,SN,0
XI-IATI-EC_INTPA-2023-PC-30645,SN,0
XI-IATI-EC_INTPA-2023-PC-25850,SN,0
XI-IATI-EC_INTPA-2021-PCC-429957,SN,0
XI-IATI-EC_INTPA-2022-ACT-60909,ST,0
XI-IATI-EC_INTPA-2026-PC-37759,ST,0
XI-IATI-EC_INTPA-2025-PC-37761,ST,0
XI-IATI-EC_INTPA-2023-PC-27905,ST,0
XI-IATI-EC_INTPA-2023-ACT-61862,SO,0
XI-IATI-EC_INTPA-2021-ACT-63055,SO,0
XI-IATI-EC_INTPA-2026-PC-53819,SO,0
XI-IATI-EC_INTPA-2023-PC-32172,SO,0
XI-IATI-EC_INTPA-2024-PC-46872,SS,0
XI-IATI-EC_INTPA-2017-ACT-D-40134-00,SV,0
XI-IATI-EC_INTPA-2023-PC-24360,SV,0
XI-IATI-EC_INTPA-2023-PC-30817,TG,0
XI-IATI-EC_INTPA-2023-PC-26198,TG,0
XI-IATI-EC_INTPA-2016-ACT-D-38540-01,TG,0
XI-IATI-EC_INTPA-2022-ACT-61496,TG,0
XI-IATI-EC_INTPA-2024-PC-37034,TG,0
XI-IATI-EC_INTPA-2023-PC-26203,TG,0
XI-IATI-EC_INTPA-2023-PC-31561,TG,0
XI-IATI-EC_INTPA-2023-ACT-61325,TJ,0
XI-IATI-EC_INTPA-2021-PCC-423353,TJ,0
XI-IATI-EC_INTPA-2023-PC-26837,TJ,0
XI-IATI-EC_INTPA-2019-ACT-D-41577-00,TL,0
XI-IATI-EC_INTPA-2018-ACT-D-39984-00,TL,0
XI-IATI-EC_INTPA-2021-ACT-62317,TL,0
XI-IATI-EC_INTPA-2016-ACT-D-37957-01,TL,0
XI-IATI-EC_INTPA-2025-PC-52952,TL,0
XI-IATI-EC_INTPA-2015-ACT-D-38504-00,TO,0
XI-IATI-EC_INTPA-2021-ACT-61120,TO,0
XI-IATI-EC_INTPA-2024-PC-44588,TO,0
XI-IATI-EC_INTPA-2022-PC-24537,TO,0
XI-IATI-EC_INTPA-2024-PC-32327,TO,0
XI-IATI-EC_INTPA-2023-PC-25655,TV,0
XI-IATI-EC_INTPA-2022-ACT-60636,TV,0
XI-IATI-EC_INTPA-2024-PC-25656,TV,0
XI-IATI-EC_INTPA-2019-ACT-D-40807-00,TD,0
XI-IATI-EC_INTPA-2021-ACT-61065,TD,0
XI-IATI-EC_INTPA-2016-ACT-D-39310-00,TD,0
XI-IATI-EC_INTPA-2022-PC-16482,TD,0
XI-IATI-EC_INTPA-2023-PC-27513,TD,0
XI-IATI-EC_INTPA-2018-PCC-404429,TD,0
XI-IATI-EC_INTPA-2021-PCC-429309,TD,0
XI-IATI-EC_INTPA-2023-PC-26026,TD,0
XI-IATI-EC_INTPA-2023-ACT-61294,UZ,0
XI-IATI-EC_INTPA-2020-ACT-D-41754-00,UZ,0
XI-IATI-EC_INTPA-2022-PC-22890,UZ,0
XI-IATI-EC_INTPA-2020-PCC-419898,UZ,0
XI-IATI-EC_INTPA-2023-PC-26380,UZ,0
XI-IATI-EC_INTPA-2022-PC-15602,TZ,0
XI-IATI-EC_INTPA-2018-ACT-D-39797-00,TZ,0
XI-IATI-EC_INTPA-2021-ACT-60933,TZ,0
XI-IATI-EC_INTPA-2020-ACT-D-40387-00,TZ,0
XI-IATI-EC_INTPA-2021-ACT-60903,TZ,0
XI-IATI-EC_INTPA-2016-ACT-D-38939-00,TZ,0
XI-IATI-EC_INTPA-2022-ACT-60961,TZ,0
XI-IATI-EC_INTPA-2021-ACT-60930,TZ,0
XI-IATI-EC_INTPA-2023-ACT-60983,TZ,0
XI-IATI-EC_INTPA-2021-PCC-425462,TZ,0
XI-IATI-EC_INTPA-2023-PC-23354,TZ,0
XI-IATI-EC_INTPA-2022-PC-15588,TZ,0
XI-IATI-EC_INTPA-2022-PC-16632,TZ,0
XI-IATI-EC_INTPA-2023-PC-26411,TZ,0
XI-IATI-EC_INTPA-2024-PC-36107,TZ,0
XI-IATI-EC_INTPA-2023-PC-26579,TZ,0
XI-IATI-EC_INTPA-2023-PC-18768,TZ,0
XI-IATI-EC_INTPA-2021-PCC-427166,TZ,0
XI-IATI-EC_INTPA-2022-PC-15913,TZ,0
XI-IATI-EC_INTPA-2021-ACT-62292,VU,0
XI-IATI-EC_INTPA-2026-PC-49465,VU,0
XI-IATI-EC_INTPA-2025-PC-49248,VU,0
XI-IATI-EC_INTPA-2021-ACT-62696,WF,0
XI-IATI-EC_INTPA-2025-PC-42917,WF,0
XI-IATI-EC_INTPA-2021-ACT-61100,WS,0
XI-IATI-EC_INTPA-2022-PC-24576,WS,0
XI-IATI-EC_INTPA-2019-ACT-D-41736-00,UG,0
XI-IATI-EC_INTPA-2020-PCC-415467,UG,0
XI-IATI-EC_INTPA-2016-ACT-D-37972-00,VN,0
XI-IATI-EC_INTPA-2020-ACT-D-40898-00,VN,0
XI-IATI-EC_INTPA-2022-PCC-429583,VN,0
XI-IATI-EC_INTPA-2023-PC-30243,VN,0
XI-IATI-EC_INTPA-2026-PC-78665,VN,0
XI-IATI-EC_INTPA-2022-PCC-428966,VN,0
XI-IATI-EC_INTPA-2022-PC-23770,VN,0
XI-IATI-EC_INTPA-2017-ACT-D-40033-01,ZA,0
XI-IATI-EC_INTPA-2019-PCC-413599,ZA,0
XI-IATI-EC_INTPA-2016-ACT-D-39297-00,ZA,0
XI-IATI-EC_INTPA-2017-ACT-D-40022-00,ZA,0
XI-IATI-EC_INTPA-2019-ACT-D-41739-00,ZA,0
XI-IATI-EC_INTPA-2018-ACT-D-41015-01,ZA,0
XI-IATI-EC_INTPA-2021-PC-5303,ZA,0
XI-IATI-EC_INTPA-2018-ACT-D-40854-00,ZA,0
XI-IATI-EC_INTPA-2021-PC-1163,ZA,0
XI-IATI-EC_INTPA-2018-PCC-402235,ZA,0
XI-IATI-EC_INTPA-2021-PCC-426286,ZA,0
XI-IATI-EC_INTPA-2020-PCC-418122,ZA,0
XI-IATI-EC_INTPA-2018-PCC-402069,ZA,0
XI-IATI-EC_INTPA-2025-PC-52115,ZM,0
XI-IATI-EC_INTPA-2021-ACT-63169,ZM,0
XI-IATI-EC_INTPA-2023-ACT-61863,ZM,0
XI-IATI-EC_INTPA-2024-PC-37833,ZM,0
XI-IATI-EC_NEAR-2016-ACT-D-39595-00,AM,0
XI-IATI-EC_NEAR-2022-ACT-61467,AM,0
XI-IATI-EC_NEAR-2023-ACT-62364,AM,0
XI-IATI-EC_NEAR-2020-ACT-D-42019-00,AM,0
XI-IATI-EC_NEAR-2022-ACT-61442,AM,0
XI-IATI-EC_NEAR-2023-PC-26413,AM,0
XI-IATI-EC_NEAR-2023-PC-26479,AM,0
XI-IATI-EC_NEAR-2024-PC-36865,AM,0
XI-IATI-EC_NEAR-2024-PC-26416,AM,0
XI-IATI-EC_NEAR-2024-PC-26598,AM,0
XI-IATI-EC_NEAR-2024-PC-26596,AM,0
XI-IATI-EC_NEAR-2016-ACT-D-38718-06,AL,0
XI-IATI-EC_NEAR-2014-ACT-D-32813-01,AL,0
XI-IATI-EC_NEAR-2016-ACT-D-38717-03,AL,0
XI-IATI-EC_NEAR-2015-ACT-D-38716-05,AL,0
XI-IATI-EC_NEAR-2015-ACT-D-38715-01,AL,0
XI-IATI-EC_NEAR-2021-ACT-62392,AL,0
XI-IATI-EC_NEAR-2020-ACT-D-42914-01,AL,0
XI-IATI-EC_NEAR-2023-ACT-61604,AL,0
XI-IATI-EC_NEAR-2019-ACT-D-41203-02,AL,0
XI-IATI-EC_NEAR-2019-PCC-408874,AL,0
XI-IATI-EC_NEAR-2021-PCC-423828,AL,0
XI-IATI-EC_NEAR-2021-PCC-424514,AL,0
XI-IATI-EC_NEAR-2021-PCC-424517,AL,0
XI-IATI-EC_NEAR-2016-PCC-383649,AL,0
XI-IATI-EC_NEAR-2021-PCC-427664,AL,0
XI-IATI-EC_NEAR-2021-PCC-424417,AL,0
XI-IATI-EC_NEAR-2021-PCC-426292,AL,0
XI-IATI-EC_NEAR-2020-PCC-423478,AL,0
XI-IATI-EC_NEAR-2020-PCC-424787,AL,0
XI-IATI-EC_NEAR-2020-PCC-419973,AL,0
XI-IATI-EC_NEAR-2023-PC-3384,AL,0
XI-IATI-EC_NEAR-2023-PC-25960,AL,0
XI-IATI-EC_NEAR-2023-PC-3383,AL,0
XI-IATI-EC_NEAR-2024-PC-34437,AL,0
XI-IATI-EC_NEAR-2023-ACT-61596,BA,0
XI-IATI-EC_NEAR-2023-PC-25441,BA,0
XI-IATI-EC_NEAR-2012-ACT-D-24572-00,EG,0
XI-IATI-EC_NEAR-2017-ACT-D-40318-00,GE,0
XI-IATI-EC_NEAR-2016-ACT-D-39318-00,GE,0
XI-IATI-EC_NEAR-2019-ACT-D-41937-00,GE,0
XI-IATI-EC_NEAR-2018-ACT-D-41405-00,GE,0
XI-IATI-EC_NEAR-2019-ACT-D-41934-01,GE,0
XI-IATI-EC_NEAR-2023-ACT-61996,GE,0
XI-IATI-EC_NEAR-2022-ACT-61197,GE,0
XI-IATI-EC_NEAR-2018-PCC-401348,GE,0
XI-IATI-EC_NEAR-2018-PCC-401352,GE,0
XI-IATI-EC_NEAR-2018-PCC-403393,GE,0
XI-IATI-EC_NEAR-2021-PCC-427568,GE,0
XI-IATI-EC_NEAR-2021-PCC-428565,GE,0
XI-IATI-EC_NEAR-2021-PC-7372,GE,0
XI-IATI-EC_NEAR-2020-PCC-421173,GE,0
XI-IATI-EC_NEAR-2020-PCC-417111,GE,0
XI-IATI-EC_NEAR-2021-PCC-416172,GE,0
XI-IATI-EC_NEAR-2021-PCC-427059,GE,0
XI-IATI-EC_NEAR-2021-PCC-428582,GE,0
XI-IATI-EC_NEAR-2021-PCC-424843,GE,0
XI-IATI-EC_NEAR-2022-PC-23383,GE,0
XI-IATI-EC_NEAR-2020-PCC-419437,GE,0
XI-IATI-EC_NEAR-2022-PC-21806,GE,0
XI-IATI-EC_NEAR-2022-PC-23492,GE,0
XI-IATI-EC_NEAR-2022-PC-22447,GE,0
XI-IATI-EC_NEAR-2022-PC-22453,GE,0
XI-IATI-EC_NEAR-2022-PC-23690,GE,0
XI-IATI-EC_NEAR-2022-PC-22151,GE,0
XI-IATI-EC_NEAR-2022-PC-22257,GE,0
XI-IATI-EC_NEAR-2023-PC-26221,GE,0
XI-IATI-EC_NEAR-2023-PC-23854,GE,0
XI-IATI-EC_NEAR-2023-PC-23151,GE,0
XI-IATI-EC_NEAR-2024-PC-26216,GE,0
XI-IATI-EC_NEAR-2015-ACT-D-37735-00,JO,0
XI-IATI-EC_NEAR-2016-ACT-D-39601-00,JO,0
XI-IATI-EC_NEAR-2017-ACT-D-40316-00,JO,0
XI-IATI-EC_NEAR-2017-ACT-D-40548-00,JO,0
XI-IATI-EC_NEAR-2019-ACT-D-42137-00,JO,0
XI-IATI-EC_NEAR-2020-ACT-D-42602-00,JO,0
XI-IATI-EC_NEAR-2019-ACT-D-42240-00,JO,0
XI-IATI-EC_NEAR-2021-ACT-61727,JO,0
XI-IATI-EC_NEAR-2020-ACT-D-42575-00,JO,0
XI-IATI-EC_NEAR-2021-ACT-62606,JO,0
XI-IATI-EC_NEAR-2023-ACT-61816,JO,0
XI-IATI-EC_NEAR-2022-ACT-60900,JO,0
XI-IATI-EC_NEAR-2022-ACT-60901,JO,0
XI-IATI-EC_NEAR-2019-PCC-411975,JO,0
XI-IATI-EC_NEAR-2018-PCC-399610,JO,0
XI-IATI-EC_NEAR-2017-PCC-394566,JO,0
XI-IATI-EC_NEAR-2016-PCC-380129,JO,0
XI-IATI-EC_NEAR-2016-PCC-380130,JO,0
XI-IATI-EC_NEAR-2017-PCC-394816,JO,0
XI-IATI-EC_NEAR-2020-PCC-420528,JO,0
XI-IATI-EC_NEAR-2020-PCC-420275,JO,0
XI-IATI-EC_NEAR-2021-PCC-430372,JO,0
XI-IATI-EC_NEAR-2022-PC-23142,JO,0
XI-IATI-EC_NEAR-2022-PC-24488,JO,0
XI-IATI-EC_NEAR-2022-PCC-430729,JO,0
XI-IATI-EC_NEAR-2022-PC-19257,JO,0
XI-IATI-EC_NEAR-2022-PC-19626,JO,0
XI-IATI-EC_NEAR-2023-PC-28407,JO,0
XI-IATI-EC_NEAR-2023-PC-24994,JO,0
XI-IATI-EC_NEAR-2023-PC-26322,JO,0
XI-IATI-EC_NEAR-2023-PC-26324,JO,0
XI-IATI-EC_NEAR-2023-PC-25371,JO,0
XI-IATI-EC_NEAR-2016-ACT-D-39842-01,MA,0
XI-IATI-EC_NEAR-2014-ACT-D-37371-00,MA,0
XI-IATI-EC_NEAR-2017-ACT-D-40260-00,MA,0
XI-IATI-EC_NEAR-2017-ACT-D-40313-00,MA,0
XI-IATI-EC_NEAR-2016-ACT-D-39372-02,MA,0
XI-IATI-EC_NEAR-2011-ACT-D-22775-00,MA,0
XI-IATI-EC_NEAR-2021-ACT-61868,MA,0
XI-IATI-EC_NEAR-2021-ACT-61066,MA,0
XI-IATI-EC_NEAR-2019-ACT-D-42126-00,MA,0
XI-IATI-EC_NEAR-2019-ACT-D-41950-00,MA,0
XI-IATI-EC_NEAR-2017-ACT-D-40759-00,MA,0
XI-IATI-EC_NEAR-2017-ACT-D-40761-01,MA,0
XI-IATI-EC_NEAR-2018-ACT-D-41398-00,MA,0
XI-IATI-EC_NEAR-2021-ACT-61137,MA,0
XI-IATI-EC_NEAR-2018-ACT-D-41290-00,MA,0
XI-IATI-EC_NEAR-2021-ACT-61068,MA,0
XI-IATI-EC_NEAR-2022-ACT-61027,MA,0
XI-IATI-EC_NEAR-2023-ACT-62340,MA,0
XI-IATI-EC_NEAR-2018-ACT-D-41151-00,MA,0
XI-IATI-EC_NEAR-2020-ACT-D-42278-00,MA,0
XI-IATI-EC_NEAR-2020-ACT-D-42291-00,MA,0
XI-IATI-EC_NEAR-2022-ACT-61400,MA,0
XI-IATI-EC_NEAR-2022-ACT-60561,MA,0
XI-IATI-EC_NEAR-2022-ACT-61199,MA,0
XI-IATI-EC_NEAR-2019-PCC-414058,MA,0
XI-IATI-EC_NEAR-2019-PCC-413828,MA,0
XI-IATI-EC_NEAR-2017-PCC-394764,MA,0
XI-IATI-EC_NEAR-2018-PCC-404157,MA,0
XI-IATI-EC_NEAR-2021-PCC-428889,MA,0
XI-IATI-EC_NEAR-2021-PCC-428890,MA,0
XI-IATI-EC_NEAR-2021-PCC-423852,MA,0
XI-IATI-EC_NEAR-2021-PCC-428962,MA,0
XI-IATI-EC_NEAR-2021-PCC-428965,MA,0
XI-IATI-EC_NEAR-2021-PCC-430122,MA,0
XI-IATI-EC_NEAR-2021-PCC-428959,MA,0
XI-IATI-EC_NEAR-2021-PCC-427905,MA,0
XI-IATI-EC_NEAR-2021-PCC-423450,MA,0
XI-IATI-EC_NEAR-2017-PCC-394871,MA,0
XI-IATI-EC_NEAR-2021-PC-7220,MA,0
XI-IATI-EC_NEAR-2020-PCC-416795,MA,0
XI-IATI-EC_NEAR-2021-PCC-415259,MA,0
XI-IATI-EC_NEAR-2021-PCC-415264,MA,0
XI-IATI-EC_NEAR-2020-PCC-416748,MA,0
XI-IATI-EC_NEAR-2021-PCC-417640,MA,0
XI-IATI-EC_NEAR-2020-PCC-421661,MA,0
XI-IATI-EC_NEAR-2020-PCC-416324,MA,0
XI-IATI-EC_NEAR-2021-PC-4855,MA,0
XI-IATI-EC_NEAR-2021-PCC-424895,MA,0
XI-IATI-EC_NEAR-2021-PCC-425620,MA,0
XI-IATI-EC_NEAR-2021-PCC-429045,MA,0
XI-IATI-EC_NEAR-2023-PC-17755,MA,0
XI-IATI-EC_NEAR-2022-PC-24235,MA,0
XI-IATI-EC_NEAR-2022-PC-23356,MA,0
XI-IATI-EC_NEAR-2020-PCC-415186,MA,0
XI-IATI-EC_NEAR-2023-PC-13415,MA,0
XI-IATI-EC_NEAR-2020-PCC-414985,MA,0
XI-IATI-EC_NEAR-2021-PC-2265,MA,0
XI-IATI-EC_NEAR-2022-PC-22869,MA,0
XI-IATI-EC_NEAR-2022-PC-23718,MA,0
XI-IATI-EC_NEAR-2022-PC-10234,MA,0
XI-IATI-EC_NEAR-2022-PC-20176,MA,0
XI-IATI-EC_NEAR-2023-PC-29638,MA,0
XI-IATI-EC_NEAR-2023-PC-29284,MA,0
XI-IATI-EC_NEAR-2023-PC-29639,MA,0
XI-IATI-EC_NEAR-2023-PC-22338,MA,0
XI-IATI-EC_NEAR-2023-PC-26509,MA,0
XI-IATI-EC_NEAR-2023-PC-25026,MA,0
XI-IATI-EC_NEAR-2023-PC-26205,MA,0
XI-IATI-EC_NEAR-2023-PC-26206,MA,0
XI-IATI-EC_NEAR-2023-PC-26487,MA,0
XI-IATI-EC_NEAR-2023-PC-21871,MA,0
XI-IATI-EC_NEAR-2023-PC-26474,MA,0
XI-IATI-EC_NEAR-2023-PC-25712,MA,0
XI-IATI-EC_NEAR-2024-PC-36873,MA,0
XI-IATI-EC_NEAR-2024-PC-16109,MA,0
XI-IATI-EC_NEAR-2024-PC-26165,MA,0
XI-IATI-EC_NEAR-2015-ACT-D-37894-03,ME,0
XI-IATI-EC_NEAR-2023-ACT-60844,ME,0
XI-IATI-EC_NEAR-2023-ACT-60862,ME,0
XI-IATI-EC_NEAR-2023-ACT-61597,ME,0
XI-IATI-EC_NEAR-2020-ACT-D-42145-06,ME,0
XI-IATI-EC_NEAR-2023-PC-34044,ME,0
XI-IATI-EC_NEAR-2023-PC-25995,ME,0
XI-IATI-EC_NEAR-2023-PC-25842,ME,0
XI-IATI-EC_NEAR-2023-PC-25328,ME,0
XI-IATI-EC_NEAR-2023-PC-25094,ME,0
XI-IATI-EC_NEAR-2024-PC-26711,ME,0
XI-IATI-EC_NEAR-2020-ACT-D-42747-06,MK,0
XI-IATI-EC_NEAR-2019-ACT-D-41263-03,MK,0
XI-IATI-EC_NEAR-2023-ACT-61594,MK,0
XI-IATI-EC_NEAR-2022-ACT-60915,MK,0
XI-IATI-EC_NEAR-2019-PCC-415500,MK,0
XI-IATI-EC_NEAR-2020-PCC-421250,MK,0
XI-IATI-EC_NEAR-2020-PCC-419152,MK,0
XI-IATI-EC_NEAR-2015-ACT-D-38144-00,MD,0
XI-IATI-EC_NEAR-2021-ACT-62648,MD,0
XI-IATI-EC_NEAR-2020-ACT-D-42924-00,MD,0
XI-IATI-EC_NEAR-2023-ACT-60518,MD,0
XI-IATI-EC_NEAR-2023-PC-22941,MK,0
XI-IATI-EC_NEAR-2023-PC-26649,MK,0
XI-IATI-EC_NEAR-2024-PC-25269,MK,0
XI-IATI-EC_NEAR-2021-PCC-430625,MD,0
XI-IATI-EC_NEAR-2022-PC-18169,MD,0
XI-IATI-EC_NEAR-2023-PC-31959,MD,0
XI-IATI-EC_NEAR-2016-ACT-D-39803-06,RS,0
XI-IATI-EC_NEAR-2016-ACT-D-39806-09,RS,0
XI-IATI-EC_NEAR-2015-ACT-D-38444-04,RS,0
XI-IATI-EC_NEAR-2021-ACT-60872,RS,0
XI-IATI-EC_NEAR-2021-ACT-61585,RS,0
XI-IATI-EC_NEAR-2021-ACT-60875,RS,0
XI-IATI-EC_NEAR-2024-ACT-62417,RS,0
XI-IATI-EC_NEAR-2018-PCC-397293,RS,0
XI-IATI-EC_NEAR-2019-PCC-407821,RS,0
XI-IATI-EC_NEAR-2018-PCC-395584,RS,0
XI-IATI-EC_NEAR-2022-PC-18779,RS,0
XI-IATI-EC_NEAR-2023-PC-29296,RS,0
XI-IATI-EC_NEAR-2023-PC-26113,RS,0
XI-IATI-EC_NEAR-2023-PC-25802,RS,0
XI-IATI-EC_NEAR-2023-PC-25764,RS,0
XI-IATI-EC_NEAR-2024-PC-37108,RS,0
XI-IATI-EC_NEAR-2024-PC-25804,RS,0
XI-IATI-EC_NEAR-2022-ACT-60730,PS,0
XI-IATI-EC_NEAR-2023-PC-23862,PS,0
XI-IATI-EC_NEAR-2023-PC-21815,PS,0
XI-IATI-EC_NEAR-2015-ACT-D-38422-00,TN,0
XI-IATI-EC_NEAR-2017-ACT-D-40562-01,TN,0
XI-IATI-EC_NEAR-2017-ACT-D-40695-00,TN,0
XI-IATI-EC_NEAR-2017-ACT-D-40704-00,TN,0
XI-IATI-EC_NEAR-2017-ACT-D-40445-00,TN,0
XI-IATI-EC_NEAR-2016-ACT-D-39506-00,TN,0
XI-IATI-EC_NEAR-2015-ACT-D-38720-00,TN,0
XI-IATI-EC_NEAR-2021-ACT-61082,TN,0
XI-IATI-EC_NEAR-2020-ACT-D-42859-00,TN,0
XI-IATI-EC_NEAR-2019-ACT-D-41859-00,TN,0
XI-IATI-EC_NEAR-2019-ACT-D-41860-00,TN,0
XI-IATI-EC_NEAR-2019-ACT-D-41891-00,TN,0
XI-IATI-EC_NEAR-2023-ACT-62422,TN,0
XI-IATI-EC_NEAR-2019-PCC-410052,TN,0
XI-IATI-EC_NEAR-2019-PCC-404352,TN,0
XI-IATI-EC_NEAR-2019-PCC-404799,TN,0
XI-IATI-EC_NEAR-2018-PCC-403150,TN,0
XI-IATI-EC_NEAR-2019-PCC-407099,TN,0
XI-IATI-EC_NEAR-2019-PCC-411467,TN,0
XI-IATI-EC_NEAR-2018-PCC-404297,TN,0
