iatiidentifier,country,percentage
XM-DAC-46004-32312-013-LN2306,LA,0
XM-DAC-46004-40368-022-LN2777,LA,0
XM-DAC-46004-44057-012-LN2791,LA,0
XM-DAC-46004-46059-001-LN2905,LA,0
XM-DAC-46004-44057-013-LN3036,LA,0
XM-DAC-46004-46059-002-LN3205,LA,0
XM-DAC-46004-47137-003-LN3279,LA,0
XM-DAC-46004-47137-006-GRNT0572,LA,0
XM-DAC-46004-52146-001-LN3825,LA,0
XM-DAC-46004-50399-003-LN3821,LA,0
XM-DAC-21-1-2014B1MOZBSUP-MOZBUDSUP,MZ,0
XM-DAC-21-1-2015000211B1TANGBIPTANGBS,TZ,0
XM-DAC-21-1-2015000108B1MOZBSUPMOZBUDSUP,MZ,0
BJ-IFU-6200901851300-RSG0123375-29295,BJ,100
BJ-IFU-6201100034408-RSG0123375-29295,BJ,100
XM-DAC-701-8-201903815,JO,100
XM-DAC-701-8-202210984,VN,100
XM-DAC-701-8-202210509,MD,100
XM-DAC-701-8-202208006,PH,100
XM-DAC-701-8-202311927,BD,100
XM-DAC-701-8-202209514,BT,100
XM-DAC-701-8-202207950,BO,100
XM-DAC-701-8-201905005,ID,100
XM-DAC-701-8-202004739,EG,100
XM-DAC-701-8-202108578,BW,100
XM-DAC-701-8-202109599,ID,100
XM-DAC-701-8-202311965,IN,100
XM-DAC-701-8-202209138,UZ,100
XM-DAC-701-8-202209815,NG,100
XM-DAC-701-8-202312660,UZ,100
XM-DAC-701-8-202208027,MA,100
XM-DAC-701-8-202111010,FJ,100
XM-DAC-701-8-202313856,JO,100
XM-DAC-701-8-202412128,EG,100
XM-DAC-701-8-202312773,PH,100
XM-DAC-701-8-202516249,UA,100
XM-DAC-701-8-202413783,BD,100
XM-DAC-701-8-202314504,PH,100
XM-DAC-701-8-202210428,HN,100
XM-DAC-701-8-202311979,IN,100
XM-DAC-701-8-202412097,BJ,100
XM-DAC-701-8-202515176,JO,100
XM-DAC-701-8-202615286,ID,100
XM-DAC-701-8-202515233,VN,100
BJ-IFU-6201101182902-RSG0123375-29295,BJ,100
XM-OCHAS-HPC6770-3209,BD,100
XM-OCHAS-HPC6770-3812,TJ,100
BJ-IFU-6200901944805-RSG0123375-29295,BJ,100
XM-OCHAS-HPC6770-2370,YE,100
XM-OCHAS-HPC6770-2371,YE,100
XM-OCHAS-HPC6770-2372,YE,100
XM-OCHAS-HPC6770-2385,YE,100
XM-OCHAS-HPC6770-2398,YE,100
XM-OCHAS-HPC6770-2399,YE,100
XM-OCHAS-HPC6770-2397,YE,100
XM-OCHAS-HPC6770-2401,YE,100
XM-OCHAS-HPC6770-2402,YE,100
XM-OCHAS-HPC6770-2403,YE,100
XM-OCHAS-HPC6770-2405,YE,100
XM-OCHAS-HPC6770-2404,YE,100
XM-OCHAS-HPC6770-2406,YE,100
XM-OCHAS-HPC6770-2407,YE,100
XM-OCHAS-HPC6770-2408,YE,100
XM-OCHAS-HPC6770-2409,YE,100
XM-OCHAS-HPC6770-2373,YE,100
XM-OCHAS-HPC6770-2374,YE,100
XM-OCHAS-HPC6770-2378,YE,100
XM-OCHAS-HPC6770-2379,YE,100
XM-OCHAS-HPC6770-2377,YE,100
XM-OCHAS-HPC6770-2375,YE,100
XM-OCHAS-HPC6770-2380,YE,100
XM-OCHAS-HPC6770-2400,YE,100
XM-OCHAS-HPC6770-2386,YE,100
XM-OCHAS-HPC6770-2381,YE,100
XM-OCHAS-HPC6770-2382,YE,100
XM-OCHAS-HPC6770-2383,YE,100
XM-OCHAS-HPC6770-2384,YE,100
XM-OCHAS-HPC6770-2387,YE,100
XM-OCHAS-HPC6770-2389,YE,100
XM-OCHAS-HPC6770-2390,YE,100
XM-OCHAS-HPC6770-2391,YE,100
XM-OCHAS-HPC6770-2392,YE,100
XM-OCHAS-HPC6770-2393,YE,100
XM-OCHAS-HPC6770-2394,YE,100
XM-OCHAS-HPC6770-3206,YE,100
XM-OCHAS-HPC6770-2376,YE,100
XM-OCHAS-HPC6770-2778,YE,100
XM-OCHAS-HPC6770-2690,YE,100
XM-OCHAS-HPC6770-2691,YE,100
XM-OCHAS-HPC6770-2695,YE,100
XM-OCHAS-HPC6770-2733,YE,100
XM-OCHAS-HPC6770-1258,YE,100
XM-OCHAS-HPC6770-1518,YE,100
XM-OCHAS-HPC6770-1605,YE,100
XM-OCHAS-HPC6770-1311,YE,100
XM-OCHAS-HPC6770-1606,YE,100
XM-OCHAS-HPC6770-1609,YE,100
XM-OCHAS-HPC6770-1610,YE,100
XM-OCHAS-HPC6770-3662,YE,100
XM-OCHAS-HPC6770-1612,YE,100
XM-OCHAS-HPC6770-1613,YE,100
XM-OCHAS-HPC6770-1614,YE,100
XM-OCHAS-HPC6770-1641,YE,100
XM-OCHAS-HPC6770-1642,YE,100
XM-OCHAS-HPC6770-1789,YE,100
XM-OCHAS-HPC6770-2174,YE,100
XM-OCHAS-HPC6770-2176,YE,100
XM-OCHAS-HPC6770-2186,YE,100
XM-OCHAS-HPC6770-2188,YE,100
XM-OCHAS-HPC6770-3198,YE,100
NZ-1-ACT-0100512,CK,100
NZ-1-ACT-0100637,CK,100
NZ-1-ACT-0101084,CK,100
NZ-1-ACT-0101236,CK,100
NZ-1-ACT-0101776,CK,100
NZ-1-ACT-0102671,CK,100
NZ-1-ACT-0102932,CK,100
NZ-1-ACT-0103398,CK,100
NZ-1-ACT-0103562,CK,100
NZ-1-ACT-0A11138,CK,100
NZ-1-ACT-0A11524,CK,100
NZ-1-ACT-0A11596,CK,100
NZ-1-ACT-0A12283,CK,100
NZ-1-ACT-0A12645,CK,100
NZ-1-ACT-0R10965,CK,100
NZ-1-ACT-0100378,FJ,100
NZ-1-ACT-0101351,FJ,100
NZ-1-ACT-0101567,FJ,100
NZ-1-ACT-0101775,FJ,100
NZ-1-ACT-0103305,FJ,100
NZ-1-ACT-0103509,FJ,100
NZ-1-ACT-0103537,FJ,100
NZ-1-ACT-0104800,FJ,100
NZ-1-ACT-0105177,FJ,100
NZ-1-ACT-0A12759,FJ,100
NZ-1-ACT-0100023,KI,100
NZ-1-ACT-0101117,KI,100
NZ-1-ACT-0101323,KI,100
NZ-1-ACT-0101736,KI,100
NZ-1-ACT-0101774,KI,100
NZ-1-ACT-0101827,KI,100
NZ-1-ACT-0102089,KI,100
NZ-1-ACT-0102252,KI,100
NZ-1-ACT-0102518,KI,100
NZ-1-ACT-0102885,KI,100
NZ-1-ACT-0A11817,KI,100
NZ-1-ACT-0A12592,KI,100
NZ-1-ACT-0100092,NR,100
NZ-1-ACT-0100220,NR,100
NZ-1-ACT-0100432,NR,100
NZ-1-ACT-0100448,NR,100
NZ-1-ACT-0101779,NR,100
NZ-1-ACT-0102028,NR,100
NZ-1-ACT-0A11142,NR,100
NZ-1-ACT-0A12438,NR,100
NZ-1-ACT-0102044,FM,33
NZ-1-ACT-0102044,MH,33
NZ-1-ACT-0102044,PW,34
NZ-1-ACT-0102575,PW,100
NZ-1-ACT-0104876,FM,50
NZ-1-ACT-0104876,MH,50
NZ-1-ACT-0100022,NU,100
NZ-1-ACT-0100039,NU,100
NZ-1-ACT-0100787,NU,100
NZ-1-ACT-0101219,NU,100
NZ-1-ACT-0101221,NU,100
NZ-1-ACT-0101780,NU,100
NZ-1-ACT-0101785,NU,100
NZ-1-ACT-0102670,NU,100
NZ-1-ACT-0102857,NU,100
NZ-1-ACT-0103265,NU,100
NZ-1-ACT-0103477,NU,100
NZ-1-ACT-0103491,NU,100
NZ-1-ACT-0104285,NU,100
NZ-1-ACT-0104703,NU,100
NZ-1-ACT-0104720,NU,100
NZ-1-ACT-0105157,NU,100
NZ-1-ACT-0A10772,NU,100
NZ-1-ACT-0A10927,NU,100
NZ-1-ACT-0A10991,NU,100
NZ-1-ACT-0A11588,NU,100
NZ-1-ACT-0A11639,NU,100
NZ-1-ACT-0A11836,NU,100
NZ-1-ACT-0A11971,NU,100
NZ-1-ACT-0A12296,NU,100
NZ-1-ACT-0A12554,NU,100
NZ-1-ACT-0A12555,NU,100
NZ-1-ACT-0A12575,NU,100
NZ-1-ACT-0A12607,NU,100
NZ-1-ACT-0S12070,NU,100
NZ-1-ACT-0S12081,NU,100
NZ-1-ACT-0S12197,NU,100
NZ-1-ACT-0A12254,NP,100
NZ-1-ACT-0A10592,TK,11
NZ-1-ACT-0A10592,TO,2
NZ-1-ACT-0A10592,CK,11
NZ-1-ACT-0A10592,FJ,11
NZ-1-ACT-0A10592,NU,11
NZ-1-ACT-0A10592,VU,11
NZ-1-ACT-0A10592,WS,11
NZ-1-ACT-0A10983,CK,23
NZ-1-ACT-0A10983,NU,10
NZ-1-ACT-0A10983,TK,10
NZ-1-ACT-0A10983,TO,31
NZ-1-ACT-0A10983,VU,16
NZ-1-ACT-0A10983,WS,10
NZ-1-ACT-0A11603,CK,33
NZ-1-ACT-0A11603,KI,33
NZ-1-ACT-0A11603,TO,34
NZ-1-ACT-0A11670,KI,10
NZ-1-ACT-0A11670,NR,10
NZ-1-ACT-0A11670,NU,10
NZ-1-ACT-0A11670,PG,10
NZ-1-ACT-0A11670,SB,10
NZ-1-ACT-0A11670,TO,10
NZ-1-ACT-0A11670,TV,10
NZ-1-ACT-0A11670,VU,10
NZ-1-ACT-0A11670,WS,10
NZ-1-ACT-0A11670,CK,10
NZ-1-ACT-0A11941,CK,0.11
NZ-1-ACT-0A11941,NU,0.11
NZ-1-ACT-0A11941,TK,0.11
NZ-1-ACT-0A11941,TO,0.11
NZ-1-ACT-0A11941,WS,0.11
NZ-1-ACT-0A12128,CK,6
NZ-1-ACT-0A12128,KI,8
NZ-1-ACT-0A12128,NU,6
NZ-1-ACT-0A12128,TK,8
NZ-1-ACT-0A12128,TO,1
NZ-1-ACT-0A12128,TV,6
NZ-1-ACT-0A12128,WS,6
NZ-1-ACT-0100238,WS,100
NZ-1-ACT-0100272,WS,100
NZ-1-ACT-0100385,WS,100
NZ-1-ACT-0100487,WS,100
NZ-1-ACT-0100986,WS,100
NZ-1-ACT-0101781,WS,100
NZ-1-ACT-0102702,WS,100
NZ-1-ACT-0102778,WS,100
NZ-1-ACT-0103194,WS,100
NZ-1-ACT-0103329,WS,100
NZ-1-ACT-0103399,WS,100
NZ-1-ACT-0104327,WS,100
NZ-1-ACT-0104505,WS,100
NZ-1-ACT-0105129,WS,100
NZ-1-ACT-0A00526,WS,100
NZ-1-ACT-0A11059,WS,100
NZ-1-ACT-0A11337,WS,100
NZ-1-ACT-0A11470,WS,100
NZ-1-ACT-0A11839,WS,100
NZ-1-ACT-0101650,PG,100
NZ-1-ACT-0101654,PG,100
NZ-1-ACT-0101778,PG,100
NZ-1-ACT-0102484,PG,100
NZ-1-ACT-0100067,TK,100
NZ-1-ACT-0100310,TK,100
NZ-1-ACT-0100483,TK,100
NZ-1-ACT-0100484,TK,100
NZ-1-ACT-0101771,TK,100
NZ-1-ACT-0102087,TK,100
NZ-1-ACT-0102556,TK,100
NZ-1-ACT-0103461,TK,100
NZ-1-ACT-0103520,TK,100
NZ-1-ACT-0103825,TK,100
NZ-1-ACT-0104283,TK,100
NZ-1-ACT-0104284,TK,100
NZ-1-ACT-0104560,TK,100
NZ-1-ACT-0A11555,TK,100
NZ-1-ACT-0A11834,TK,100
NZ-1-ACT-0A12049,TK,100
NZ-1-ACT-0A12359,TK,100
NZ-1-ACT-0A12639,TK,100
NZ-1-ACT-0A12678,TK,100
NZ-1-ACT-0100546,TV,100
NZ-1-ACT-0101071,TV,100
NZ-1-ACT-0101773,TV,100
NZ-1-ACT-0102435,TV,100
NZ-1-ACT-0102727,TV,100
NZ-1-ACT-0102806,TV,100
NZ-1-ACT-0103689,TV,100
NZ-1-ACT-0103910,TV,100
NZ-1-ACT-0104218,TV,100
NZ-1-ACT-0104329,TV,100
NZ-1-ACT-0A00446,TV,100
NZ-1-ACT-0A12335,TV,100
NZ-1-ACT-0A12771,TV,100
GB-GOV-28-MHRA-GAMRIF,GB,100
NZ-1-ACT-0100239,SB,100
NZ-1-ACT-0101175,SB,100
NZ-1-ACT-0101777,SB,100
NZ-1-ACT-0101786,SB,100
NZ-1-ACT-0101853,SB,100
NZ-1-ACT-0102283,SB,100
NZ-1-ACT-0104124,SB,100
NZ-1-ACT-0104126,SB,100
NZ-1-ACT-0A10372,SB,100
NZ-1-ACT-0A11439,SB,100
NZ-1-ACT-0A11913,SB,100
NZ-1-ACT-0A12061,SB,100
NZ-1-ACT-0F12261,SB,100
NZ-1-ACT-0100252,TO,100
NZ-1-ACT-0100978,TO,100
NZ-1-ACT-0101038,TO,100
NZ-1-ACT-0101435,TO,100
NZ-1-ACT-0101772,TO,100
NZ-1-ACT-0102464,TO,100
NZ-1-ACT-0102733,TO,100
NZ-1-ACT-0103028,TO,100
NZ-1-ACT-0103397,TO,100
NZ-1-ACT-0103441,TO,100
NZ-1-ACT-0103755,TO,100
NZ-1-ACT-0104008,TO,100
NZ-1-ACT-0104120,TO,100
NZ-1-ACT-0105057,TO,100
NZ-1-ACT-0A11594,TO,100
NZ-1-ACT-0A12560,TO,100
NZ-1-ACT-0100035,VU,100
NZ-1-ACT-0101770,VU,100
NZ-1-ACT-0101794,VU,100
NZ-1-ACT-0102481,VU,100
NZ-1-ACT-0103908,VU,100
NZ-1-ACT-0104449,VU,100
NZ-1-ACT-0A10201,VU,100
NL-1-PPR-26891,RW,0
GB-GOR-PB57-6,SN,100
GB-GOR-PB57-4,MV,100
GB-GOR-PB57-5,MZ,100
GB-GOR-PB57-7,SB,100
GB-GOR-PB57-8,LK,100
GB-GOR-PB57-9,VU,100
GB-GOR-PB57-Ghana,GH,100
XM-DAC-46004-34389-013-LN2378,KH,0
XM-DAC-46004-34389-023-LN2479,KH,0
XM-DAC-46004-38421-013-LN2480,KH,0
XM-DAC-46004-34389-033-LN2585,KH,0
XM-DAC-46004-38558-013-LN2673,KH,0
XM-DAC-46004-41373-013-LN2674,KH,0
XM-DAC-46004-38421-023-LN2675,KH,0
XM-DAC-46004-34389-043-LN2706,KH,0
XM-DAC-46004-42305-013-LN2815,KH,0
XM-DAC-46004-41392-013-LN2886,KH,0
XM-DAC-46004-43260-013-LN2888,KH,0
XM-DAC-46004-38421-072-LN2904,KH,0
XM-DAC-46004-42305-023-LN3002,KH,0
XM-DAC-46004-44321-013-LN3006,KH,0
XM-DAC-46004-46064-002-LN3166,KH,0
XM-DAC-46004-42305-033-LN3185,KH,0
XM-DAC-46004-41392-023-LN3415,KH,0
XM-DAC-46004-47136-003-LN3426,KH,0
XM-DAC-46004-49041-002-LN3428,KH,0
XM-DAC-46004-44263-013-LN3460,KH,0
XM-DAC-46004-47136-006-LN3719,KH,0
XM-DAC-46004-50101-002-LN3832,KH,0
XM-DAC-46004-44263-015-LN3831,KH,0
XM-DAC-46004-54195-001-LN3951,KH,0
XM-DAC-46004-52145-001-LN3969,KH,0
XM-DAC-46004-44263-016-LN4128,KH,0
XM-DAC-46004-54430-001-LN4285,KH,0
XM-DAC-46004-55255-001-LN4267,KH,0
XM-DAC-46004-55360-001-LN4331,KH,0
XM-DAC-46004-52145-002-LN4330,KH,0
XM-DAC-46004-49041-004-LN4391,KH,0
XM-DAC-46004-55220-001-LN4477,KH,0
XM-DAC-46004-55255-003-LN4549,KH,0
XM-DAC-46004-58452-001-LN4622,KH,0
XM-DAC-46004-54430-002-LN4654,KH,0
XM-DAC-46004-58538-001-LN4693,KH,0
XM-DAC-46004-43321-013-LN2659,MH,0
XM-DAC-46004-43321-023-LN2950,MH,0
XM-DAC-46004-50028-002-GRNT0666,MH,0
XM-DAC-46004-50028-003-GRNT0761,MH,0
XM-DAC-46004-54358-001-GRNT0766,MH,0
XM-DAC-46004-56138-002-GRNT0951,MH,0
XM-DAC-46004-46372-001-LN2984,MM,0
XM-DAC-46004-54255-001-LN3960,MM,0
XM-DAC-46004-39658-013-LN2597,MV,0
KR-GOV-021-12ED00015,VN,100
KR-GOV-021-13ED00017,VN,100
KR-GOV-021-14ED00021,VN,100
XM-DAC-46004-54189-001-LN3942,MV,0
XM-DAC-46004-54189-001-GRNT0710,MV,0
KR-GOV-021-18ED00038,CO,100
KR-GOV-021-19ED00043,HN,100
KR-GOV-021-20ED00021,PY,100
KR-GOV-021-20ED00023,ET,100
KR-GOV-021-20ED00026,BD,100
KR-GOV-021-20ED00029,PH,100
XM-DAC-46004-55003-001-GRNT0898,MV,0
KR-GOV-021-20ED00032,GH,100
KR-GOV-021-20ED00033,KH,100
KR-GOV-021-20ED00045,TZ,100
KR-GOV-021-21ED00001,ID,100
KR-GOV-021-21ED00012,CO,100
KR-GOV-021-21ED00015,DO,100
KR-GOV-021-21ED00017,DO,100
KR-GOV-021-21ED00020,BD,100
KR-GOV-021-21ED00028,ID,100
KR-GOV-021-21ED00037,PH,100
KR-GOV-021-22ED00001,IN,100
KR-GOV-021-23ED00011,EC,100
KR-GOV-021-23ED00043,BD,100
KR-GOV-021-24ED00011,EG,100
KR-GOV-021-24ED00020,BD,100
KR-GOV-021-24ED00021,EC,100
KR-GOV-021-24ED00027,UA,100
KR-GOV-021-24ED00043,CO,100
KR-GOV-021-24ED00044,KH,100
XM-DAC-46004-36343-013-LN2281,IN,0
XM-DAC-46004-36308-023-LN2442,IN,0
XM-DAC-46004-42151-013-LN2452,IN,0
XM-DAC-46004-41607-013-LN2536,IN,0
XM-DAC-46004-44453-014-LN2926,IN,0
XM-DAC-46004-42267-026-LN3182,IN,0
XM-DAC-46004-45288-002-LN3187,IN,0
XM-DAC-46004-48434-005-LN3424,IN,0
XM-DAC-46004-49209-001-LN3563,IN,0
XM-DAC-46004-54182-001-LN3915,IN,0
XM-DAC-46004-54182-001-LN3916,IN,0
XM-DAC-46004-54001-001-LN4004,IN,0
XM-DAC-46004-54465-001-LN4138,IN,0
XM-DAC-46004-55054-001-LN4158,IN,0
XM-DAC-46004-55154-001-LN4275,IN,0
XM-DAC-46004-55054-002-LN4362,IN,0
XM-DAC-46004-55080-001-LN4401,IN,0
XM-DAC-46004-54465-002-LN4421,IN,0
XM-DAC-46004-55145-001-LN4452,IN,0
XM-DAC-46004-56343-001-LN4393,IN,0
XM-DAC-46004-55154-003-LN4559,IN,0
XM-DAC-46004-59288-001-LN4703,IN,0
XM-DAC-46004-45032-001-GRNT0300,NR,0
XM-DAC-46004-48478-001-GRNT0473,NR,0
XM-DAC-46004-52073-001-GRNT0703,NR,0
XM-DAC-46004-55017-001-GRNT0946,NR,0
XM-DAC-46004-34135-013-LN2218,MN,0
XM-DAC-46004-43096-013-LN2523,MN,0
XM-DAC-46004-49210-001-LN3297,MN,0
XM-DAC-46004-50302-001-LN3532,MN,0
XM-DAC-46004-51054-001-LN3533,MN,0
XM-DAC-46004-51199-001-LN3648,MN,0
XM-DAC-46004-53028-001-LN3880,MN,0
XM-DAC-46004-54174-001-LN3922,MN,0
XM-DAC-46004-54228-001-LN4056,MN,0
XM-DAC-46004-56144-001-LN4202,MN,0
XM-DAC-46004-55209-003-LN4356,MN,0
XM-DAC-46004-56270-001-LN4538,MN,0
XM-DAC-46004-56270-001-LN4539,MN,0
XM-DAC-46004-49365-002-LN3446,LK,0
XM-DAC-46004-57035-001-LN4315,LK,0
XM-DAC-46004-56285-001-LN4422,LK,0
XM-DAC-46004-56332-001-LN4464,LK,0
XM-DAC-46004-56281-001-LN4479,LK,0
XM-DAC-46004-58208-001-LN4543,LK,0
XM-DAC-46004-57227-001-LN4669,LK,0
XM-DAC-46004-58023-001-LN4679,LK,0
XM-DAC-46004-59038-001-LN4675,LK,0
XM-DAC-46004-56332-002-LN4709,LK,0
XM-DAC-46004-35174-082-GRNT0272,NP,0
XM-DAC-46004-36172-063-GRNT0305,NP,0
XM-DAC-46004-45260-001-GRNT0322,NP,0
XM-DAC-46004-36169-013-LN2268,NP,0
XM-DAC-46004-35174-013-LN2277,NP,0
XM-DAC-46004-35174-023-LN2551,NP,0
XM-DAC-46004-36169-023-LN2641,NP,0
XM-DAC-46004-50254-001-LN3546,NP,0
XM-DAC-46004-48218-010-LN3847,NP,0
XM-DAC-46004-54184-001-LN3926,NP,0
XM-DAC-46004-38349-029-LN3948,NP,0
XM-DAC-46004-54402-001-LN4323,NP,0
XM-DAC-46004-55002-001-LN4349,NP,0
XM-DAC-46004-57337-001-LN4535,NP,0
XM-DAC-46004-59193-001-LN4704,NP,0
XM-DAC-46004-44031-013-LN2691,PW,0
XM-DAC-46004-44031-013-LN2692,PW,0
XM-DAC-46004-52018-001-LN3725,PW,0
XM-DAC-46004-54245-001-LN3955,PW,0
XM-DAC-46004-54151-001-LN4030,PW,0
XM-DAC-46004-50028-003-LN4011,PW,0
XM-DAC-46004-54284-001-LN4063,PW,0
XM-DAC-46004-54284-001-LN4064,PW,0
XM-DAC-46004-54284-002-LN4206,PW,0
XM-DAC-46004-54151-003-LN4198,PW,0
XM-DAC-46004-57121-001-LN4448,PW,0
XM-DAC-46004-51035-001-LN3664,PG,0
XM-DAC-46004-51035-003-LN3857,PG,0
XM-DAC-46004-53424-001-LN4022,PG,0
XM-DAC-46004-51035-005-LN4017,PG,0
XM-DAC-46004-54346-001-LN4015,PG,0
XM-DAC-46004-51035-005-LN4016,PG,0
XM-DAC-46004-53424-002-LN4155,PG,0
XM-DAC-46004-53424-003-LN4266,PG,0
XM-DAC-46004-57067-001-LN4568,PG,0
XM-DAC-46004-56023-001-LN4746,PG,0
XM-DAC-46004-58479-001-LN4748,PG,0
XM-DAC-46004-46497-001-GRNT0339,SB,0
XM-DAC-46004-48479-001-GRNT0478,SB,0
XM-DAC-46004-52074-001-GRNT0629,SB,0
XM-DAC-46004-50028-002-GRNT0667,SB,0
XM-DAC-46004-50028-002-LN3830,SB,0
XM-DAC-46004-54178-001-LN3938,SB,0
XM-DAC-46004-50028-003-GRNT0754,SB,0
XM-DAC-46004-54178-001-GRNT0708,SB,0
XM-DAC-46004-55011-001-GRNT0871,SB,0
XM-DAC-46004-55011-001-LN4274,SB,0
XM-DAC-46004-56138-001-LN4300,SB,0
XM-DAC-46004-56138-001-GRNT0884,SB,0
XM-DAC-46004-55011-002-LN4564,SB,0
XM-DAC-46004-38276-013-LN2278,PH,0
XM-DAC-46004-37752-013-LN2282,PH,0
XM-DAC-46004-40538-013-LN2315,PH,0
XM-DAC-46004-39516-013-LN2387,PH,0
XM-DAC-46004-40538-023-LN2450,PH,0
XM-DAC-46004-41380-013-LN2489,PH,0
XM-DAC-46004-43300-013-LN2538,PH,0
XM-DAC-46004-40538-033-LN2545,PH,0
XM-DAC-46004-39516-023-LN2584,PH,0
XM-DAC-46004-38276-023-LN2715,PH,0
XM-DAC-46004-41380-023-LN2840,PH,0
XM-DAC-46004-43396-013-LN2872,PH,0
XM-DAC-46004-44253-013-LN3111,PH,0
XM-DAC-46004-43396-014-LN3233,PH,0
XM-DAC-46004-48458-001-LN3333,PH,0
XM-DAC-46004-48427-001-LN3334,PH,0
XM-DAC-46004-44253-016-LN3505,PH,0
XM-DAC-46004-49117-002-LN3530,PH,0
XM-DAC-46004-48427-002-LN3595,PH,0
XM-DAC-46004-48458-003-LN3691,PH,0
XM-DAC-46004-51309-001-LN3707,PH,0
XM-DAC-46004-52173-001-LN3858,PH,0
XM-DAC-46004-49117-003-LN3875,PH,0
XM-DAC-46004-54138-001-LN3910,PH,0
XM-DAC-46004-54138-001-LN3907,PH,0
XM-DAC-46004-54138-001-LN3909,PH,0
XM-DAC-46004-54138-001-LN3908,PH,0
XM-DAC-46004-53047-001-LN3925,PH,0
XM-DAC-46004-53353-001-LN3957,PH,0
XM-DAC-46004-51309-002-LN3959,PH,0
XM-DAC-46004-54022-001-LN3968,PH,0
XM-DAC-46004-49117-004-LN4089,PH,0
XM-DAC-46004-52173-003-LN4102,PH,0
XM-DAC-46004-55105-001-LN4145,PH,0
XM-DAC-46004-55268-001-LN4186,PH,0
XM-DAC-46004-53047-003-LN4185,PH,0
XM-DAC-46004-53353-002-LN4288,PH,0
XM-DAC-46004-55300-001-LN4289,PH,0
XM-DAC-46004-51309-003-LN4355,PH,0
XM-DAC-46004-55105-003-LN4414,PH,0
XM-DAC-46004-56288-001-LN4376,PH,0
XM-DAC-46004-52313-001-GRNT0635,PH,0
XM-DAC-46004-55268-003-LN4550,PH,0
XM-DAC-46004-58003-001-LN4572,PH,0
XM-DAC-46004-55300-002-LN4581,PH,0
XM-DAC-46004-57309-001-LN4580,PH,0
XM-DAC-46004-57075-001-LN4660,PH,0
XM-DAC-46004-58379-001-LN4725,PH,0
XM-DAC-46004-59092-001-LN4724,PH,0
XM-DAC-46004-58379-001-LN4725-KfW,PH,0
XM-DAC-46004-41325-013-LN2665,TH,0
XM-DAC-46004-54177-001-LN3949,TH,0
XM-DAC-46004-54177-001-LN3945,TH,0
NO-BRC-971277882-PAL-24/0005,PS,0
XM-DAC-46004-44061-012-GRNT0251,TJ,0
XM-DAC-46004-47099-002-GRNT0463,TJ,0
XM-DAC-46004-47099-004-GRNT0530,TJ,0
XM-DAC-46004-47099-002-LN3343,TJ,0
XM-DAC-46004-47099-004-LN3513,TJ,0
XM-DAC-46004-51066-001-GRNT0782,TJ,0
XM-DAC-46004-53315-001-GRNT0777,TJ,0
XM-DAC-46004-54156-001-GRNT0706,TJ,0
XM-DAC-46004-56147-001-GRNT0857,TJ,0
NO-BRC-971277882-NPL-20/0002,NP,0
XM-DAC-46004-51066-003-GRNT0870,TJ,0
NO-BRC-971277882-NPL-07/010,NP,0
XM-DAC-46004-56299-001-GRNT0955,TJ,0
XM-DAC-46004-58417-001-GRNT1080,TJ,0
XM-DAC-46004-59154-001-GRNT1068,TJ,0
XM-DAC-46004-45395-001-GRNT0318,TV,0
XM-DAC-46004-47318-001-GRNT0442,TV,0
XM-DAC-46004-50028-001-GRNT0559,TV,0
XM-DAC-46004-50377-001-GRNT0673,TV,0
XM-DAC-46004-50028-003-GRNT0760,TV,0
XM-DAC-46004-56138-002-GRNT0952,TV,0
XM-DAC-46004-58548-001-GRNT1063,TV,0
XM-DAC-46004-46385-001-GRNT0359,TO,0
XM-DAC-46004-48361-001-GRNT0479,TO,0
XM-DAC-46004-48361-002-GRNT0532,TO,0
XM-DAC-46004-50028-001-GRNT0558,TO,0
XM-DAC-46004-48361-001-LN3393,TO,0
XM-DAC-46004-48361-002-LN3531,TO,0
XM-DAC-46004-50028-001-LN3628,TO,0
XM-DAC-46004-48361-003-GRNT0647,TO,0
XM-DAC-46004-50028-002-GRNT0668,TO,0
XM-DAC-46004-50028-003-GRNT0755,TO,0
XM-DAC-46004-55016-001-GRNT0807,TO,0
XM-DAC-46004-52030-001-GRNT0709,TO,0
XM-DAC-46004-56138-001-GRNT0883,TO,0
XM-DAC-46004-56358-001-GRNT0943,TO,0
XM-DAC-46004-56358-002-GRNT1051,TO,0
XM-DAC-46004-50028-003-GRNT0757,VU,0
XM-DAC-46004-54179-001-GRNT0776,VU,0
XM-DAC-46004-56138-002-GRNT0953,VU,0
XM-DAC-46004-55052-001-GRNT1001,VU,0
XM-DAC-46004-58547-001-GRNT1086,VU,0
NO-BRC-971277882-PAL-25/0011,PS,0
XM-DAC-46004-46384-001-GRNT0360,WS,0
XM-DAC-46004-50210-001-GRNT0525,WS,0
XM-DAC-46004-50028-001-GRNT0557,WS,0
XM-DAC-46004-43191-013-LN2625,WS,0
XM-DAC-46004-43191-023-LN2801,WS,0
XM-DAC-46004-50028-001-LN3627,WS,0
XM-DAC-46004-54243-001-GRNT0718,WS,0
XM-DAC-46004-50028-003-GRNT0759,WS,0
XM-DAC-46004-54054-001-GRNT0862,WS,0
XM-DAC-46004-56138-001-GRNT0881,WS,0
XM-DAC-46004-54054-002-GRNT0996,WS,0
NO-BRC-971277882-PAL-26/0002,PS,0
XM-DAC-46004-37218-013-LN2202,PK,0
