donor_ref,donor,country,year,commit_year,disb_year,cum_commit,total_commit,s1_share,s2_hhi,s2_hhi_net,s3_n_donors,n_activities
44000,EN: World Bank,VN,2016,240000000,0,760000000,1310667703.173248,0.5798571202753906,0.45019875070682674,0.11396447077275795,6,2
44000,EN: World Bank,VN,2017,0,237600444,760000000,1437612627.652698,0.5286542322885067,0.4999352749140974,0.22045997759754699,5,2
44000,EN: World Bank,VN,2019,125000000,0,885000000,1748600000,0.506119181059133,0.5000748887536689,0.24391826331770144,2,1
44000,EN: World Bank,VN,2020,84400000,125000000,969400000,2117962286.924298,0.45770408943766483,0.39384166378510177,0.18434863029713988,4,2
44000,EN: World Bank,VN,2021,321500000,86008980,1290900000,2439350000,0.5291983520200053,0.4190231552188711,0.13897225943818164,3,3
44000,EN: World Bank,VN,2022,0,204965948,1290900000,2154500000,0.5991645393362729,0.5196672117235505,0.16066906652550234,2,2
44000,EN: World Bank,VN,2023,263824069,0,1554724069,3011435474.67201,0.5162734124892158,0.3682027685494968,0.10166453210623688,4,1
44000,EN: World Bank,VU,2020,10000000,9925810,10000000,31925000,0.31323414252153486,0.5697629710393328,0.4716473429981316,3,1
44000,EN: World Bank,VU,2022,10000000,0,20000000,41925000,0.4770423375074538,0.5010541085342433,0.2734847167596678,2,1
44000,EN: World Bank,VU,2023,0,9555552,20000000,20000000,1,1,NA,1,1
44000,EN: World Bank,WS,2014,7500000,0,7500000,7500000,1,1,0,2,1
44000,EN: World Bank,WS,2015,0,6926542,7500000,7500000,1,1,0,3,1
44000,EN: World Bank,WS,2016,5000000.000000001,0,12500000,12500000,1,1,0,2,1
44000,EN: World Bank,WS,2017,0,5082912,12500000,23500000,0.5319148936170213,0.5020371208691715,0.2191036668175645,2,1
44000,EN: World Bank,WS,2018,13700000,0,26200000,37200000,0.7043010752688172,0.5834778587119899,0.08743785408717769,2,1
44000,EN: World Bank,WS,2019,0,8530744,26200000,37200000,0.7043010752688172,0.5834778587119899,0.08743785408717769,2,1
44000,EN: World Bank,WS,2020,25000000,20507497,51200000,92200000,0.5553145336225597,0.5061193952597626,0.19774516400732162,2,2
44000,EN: World Bank,WS,2022,14000000,23507397,65200000,113700000,0.5734388742304309,0.5107865364964661,0.1819543940178021,2,2
44000,EN: World Bank,WS,2023,10000000,10000425,75200000,133700000,0.56245325355273,0.5078008177586432,0.19144715532659157,2,1
44000,EN: World Bank,XK,2022,56400000,53828280,56400000,87733500,0.6428559216262887,0.5408156286873926,0.12755189271740763,2,1
44000,EN: World Bank,ZA,2022,750000000,750000000,750000000,750000000,1,1,NA,1,1
44000,EN: World Bank,ZA,2023,1000000000,0,1750000000,2355179190.62336,0.7430432499434646,0.6181400426861627,0.06602677139961677,2,1
44000,EN: World Bank,ZM,2022,275000000,275000000,275000000,275000000,1,1,NA,1,1
44000,EN: World Bank,ZM,2023,125000000,127766016,400000000,468364000,0.8540366040088478,0.7506838339562354,0.021305312969269852,2,1
AU-5,Australian Aid,ID,2014,0,64601008.62890016,0,400000000,0,1,1,2,1
AU-5,Australian Aid,ID,2015,0,63761431.36590016,0,1700000000,0,0.5847750865051904,0.5847750865051904,3,1
AU-5,Australian Aid,ID,2016,0,14177015.649400037,0,3100000000,0,0.5879292403746099,0.5879292403746099,3,1
AU-5,Australian Aid,ID,2017,0,2732038.280500007,0,4200000000,0,0.5918367346938775,0.5918367346938775,3,1
AU-5,Australian Aid,NR,2014,0,2198080.0000000056,0,0,NA,0,NA,2,1
AU-5,Australian Aid,NR,2015,0,3228430.000000008,0,0,NA,0,NA,1,1
AU-5,Australian Aid,NR,2016,0,2248539.6740000057,0,2000000,0,1,1,2,1
AU-5,Australian Aid,NR,2017,0,1634822.0000000042,0,0,NA,0,NA,1,1
AU-5,Australian Aid,NR,2018,0,1815901.2042000047,0,0,NA,0,NA,1,1
AU-5,Australian Aid,NR,2019,0,2057578.039500005,0,2823423.118188492,0,1,1,2,1
AU-5,Australian Aid,NR,2020,0,190117.4344000005,0,7000000,0,1,1,2,1
AU-5,Australian Aid,SB,2014,0,13314951.341100032,0,5000000,0,1,1,3,1
AU-5,Australian Aid,SB,2015,39507572.10950011,14004435.458900036,39507572.10950011,44507572.10950011,0.8876595652600706,0.800559877075254,0.012620373277556385,2,2
AU-5,Australian Aid,SB,2016,76761075.00000021,25649710.807100065,116268647.10950032,121268647.10950032,0.958769227502924,0.9209384082072594,0.0016999766007056438,2,4
AU-5,Australian Aid,SB,2017,0,25001354.139900062,116268647.10950032,121268647.10950032,0.958769227502924,0.9209384082072594,0.0016999766007056438,2,4
AU-5,Australian Aid,SB,2018,0,24221290.579800062,116268647.10950032,126268647.10950032,0.9208037764804118,0.8541516366003528,0.0062720418197645955,2,3
AU-5,Australian Aid,SB,2019,0,25567507.423400067,116268647.10950032,132268647.10950032,0.8790340693002311,0.7873336513805848,0.01463275639006123,2,3
AU-5,Australian Aid,SB,2020,0,15662717.841500038,116268647.10950032,177268647.10950032,0.6558895157454449,0.4964139606011809,0.06622290373638678,3,3
AU-5,Australian Aid,TO,2015,11800214.57290003,38697.198400000096,11800214.57290003,23194214.57290003,0.5087568081174572,0.5001533633768118,0.2413198735709487,2,1
AU-5,Australian Aid,TO,2016,0,2193330.7734000054,11800214.57290003,17800214.57290003,0.6629254116332558,0.5530893795117318,0.11361927812261013,2,1
AU-5,Australian Aid,TO,2017,0,2055387.5154000055,11800214.57290003,28800214.57290003,0.40972662002329696,0.5162985662648364,0.3484226631091212,2,1
AU-5,Australian Aid,TO,2018,0,2443478.459500007,11800214.57290003,42461620.57290003,0.27790306666795467,0.34103314122501,0.2638030267615563,3,1
AU-5,Australian Aid,TO,2019,0,2194708.0079000057,11800214.57290003,50300214.57290003,0.23459571043773575,0.40847805671994264,0.3534429093641567,3,1
AU-5,Australian Aid,TO,2020,0,2172908.5495000063,11800214.57290003,108000214.57290003,0.10926102896707579,0.40940209954414825,0.39746412709320406,3,1
AU-5,Australian Aid,TV,2014,0,2038262.4115000055,0,0,NA,0,NA,3,1
AU-5,Australian Aid,TV,2015,0,733995.2378000019,0,6500000,0,0.57396449704142,0.57396449704142,3,1
AU-5,Australian Aid,TV,2016,0,2384653.717300006,0,7800000,0,1,1,2,1
AU-5,Australian Aid,TV,2017,0,1370615.5316000036,0,12800000,0,0.52392578125,0.52392578125,3,1
AU-5,Australian Aid,TV,2018,0,2542471.739900007,0,5000000,0,1,1,2,1
AU-5,Australian Aid,TV,2019,0,1985323.7154000052,0,30300000,0,0.5823938829526516,0.5823938829526516,3,1
AU-5,Australian Aid,TV,2020,0,1946792.746800005,0,34300000,0,0.5292777669168459,0.5292777669168459,3,1
AU-5,Australian Aid,VN,2014,2500340.7284000064,11846592.000200031,2500340.7284000064,567606646.7484,0.0044050589307286945,0.8455942067012356,0.8455748021570525,6,2
AU-5,Australian Aid,VN,2015,0,11691573.782000031,2500340.7284000064,947612483.55278,0.0026385687945200465,0.5022790918532063,0.5022721298079229,5,2
AU-5,Australian Aid,VN,2016,0,1133568.402300003,2500340.7284000064,1310667703.173248,0.0019076847032596055,0.45019875070682674,0.4501951114458997,6,2
AU-5,Australian Aid,VN,2017,0,454664.6052000011,2500340.7284000064,1437612627.652698,0.0017392311950420937,0.4999352749140974,0.4999322499889476,5,1
AU-5,Australian Aid,VN,2018,0,22708.91400000006,2500340.7284000064,677612627.652698,0.0036899264068637238,0.9923172369118164,0.9923036213549283,4,1
AU-5,Australian Aid,VU,2014,0,3130941.030600008,0,0,NA,0,NA,1,1
AU-5,Australian Aid,VU,2015,0,2729404.019000007,0,0,NA,0,NA,1,1
AU-5,Australian Aid,VU,2016,0,2514829.5101000066,0,0,NA,0,NA,1,1
AU-5,Australian Aid,VU,2017,0,3286113.114400008,0,0,NA,0,NA,1,1
AU-5,Australian Aid,VU,2018,0,3330221.0241000084,0,0,NA,0,NA,1,1
AU-5,Australian Aid,VU,2019,0,3657560.4715000098,0,0,NA,0,NA,1,1
AU-5,Australian Aid,VU,2020,0,1044828.4782000028,0,31925000,0,0.5697629710393328,0.5697629710393328,3,1
AU-5,Australian Aid,WS,2015,0,1374583.0660000036,0,7500000,0,1,1,3,1
AU-5,Australian Aid,WS,2016,0,33030.960300000086,0,12500000,0,1,1,2,1
BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,BJ,2019,0,512429.5990365222,0,198344146.4482979,0,0.6584507210907267,0.6584507210907267,3,1
BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,BJ,2020,0,1870334.4233695196,0,355260272.8208439,0,0.7570810547625998,0.7570810547625998,3,1
BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,BJ,2021,0,4190100.369319635,0,405000000,0,1,1,2,1
BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,BJ,2022,0,1650286.3403717012,0,577788000,0,0.9242308955813765,0.9242308955813765,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BD,2014,0,9185525.686136523,0,0,NA,0,NA,2,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BD,2015,0,11778213.990147782,0,250000000,0,1,1,2,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BD,2016,0,11778213.990147782,0,250000000,0,1,1,2,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BD,2017,0,6370606.326530612,0,436857614.37880003,0,0.5104455703205266,0.5104455703205266,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BD,2018,0,5926145.144264602,0,884547500,0,0.3487580674787595,0.3487580674787595,5,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BF,2015,12315270.93596059,7037297.677691766,12315270.93596059,166559399.3480858,0.07393921318258,0.47199464884696374,0.4665276416009047,4,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",BF,2017,0,5277973.258268825,12315270.93596059,736778490.7759606,0.016715025058603963,0.5052429925753132,0.5049636005126035,4,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",GH,2014,0,3019000.703729768,0,37650039.4817,0,1,1,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",HN,2014,0,1649832.0971147085,0,185000000,0,0.5821767713659606,0.5821767713659606,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",HN,2015,0,1926081.0133708655,0,369182000,0,0.4775908315461208,0.4775908315461208,4,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",HN,2016,0,1847546.0802251936,0,0,NA,0,NA,1,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",HN,2017,0,492269.3947923997,0,368169900,0,0.8141475037689385,0.8141475037689385,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",HN,2018,0,326866.0802251935,0,576769660,0,0.6978229252527903,0.6978229252527903,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",HN,2019,0,188320.61928219564,0,732730460,0,0.6851054451694691,0.6851054451694691,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2015,13629223.891625617,4485028.149190711,13629223.891625617,314902223.89162564,0.04328081181260932,0.6586570174408222,0.6567837887696637,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2016,0,4348095.003518648,13629223.891625617,619660223.8916256,0.021994672832202435,0.6327950477682461,0.6323112821352506,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2017,0,4785747.790288529,13629223.891625617,370261423.89162564,0.03680973229232448,0.466022890610084,0.46466793421865143,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2018,0,8128.078817733989,13629223.891625617,1053096823.8916256,0.01294204253817805,0.7010474089424436,0.7008799124773836,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2019,9148310.337790288,3518648.838845883,22777534.229415905,2800933779.665816,0.008132121649849762,0.6971426971773803,0.6970765657748523,4,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2020,0,3177339.8944405345,22777534.229415905,2846509779.665816,0.00800191673049162,0.6785012693791338,0.6784372387077721,4,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2021,1407459.5355383533,3724242.786769881,24184993.764954258,534725299.4367363,0.04522881896635527,0.5023849718381685,0.5003393257730772,3,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",JO,2022,0,118226.60098522168,24184993.764954258,736598562.8121302,0.032833343677216284,0.5891965663677653,0.5881185379107391,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2014,0,918749.9718508094,0,82803175.1800566,0,0.6360754168855249,0.6360754168855249,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2015,0,19723476.030964106,0,355744006.33460355,0,0.54062996091507165,0.54062996091507165,5,5
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2016,0,14037915.890218154,0,307638000,0,1,1,2,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2017,0,19876562.4278677,0,393313538.20777535,0,0.6571486780658286,0.6571486780658286,4,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2018,0,9296953.553835327,0,550495538.2077754,0,0.45863349570452355,0.45863349570452355,5,6
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2019,0,5132054.820548909,0,473614179.1439463,0,0.6653825201241397,0.6653825201241397,3,3
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2020,0,145811.49894440532,0,491253894.714859,0,0.5766841126992578,0.5766841126992578,3,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2021,0,200571.36523574946,0,0,NA,0,NA,1,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",ML,2022,0,14655.172413793103,0,0,NA,0,NA,1,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",MZ,2014,0,35186488.38845883,0,314201467.65346104,0,0.4314290951515634,0.4314290951515634,8,3
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",MZ,2015,0,22780085.855031665,0,441576461.848008,0,0.5286518505537117,0.5286518505537117,6,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",MZ,2016,0,16185784.658691064,0,47766263.46575797,0,0.9508402642327682,0.9508402642327682,4,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",MZ,2017,0,12582235.045742434,0,5648119.74,0,1,1,2,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",MZ,2018,0,1190710.7670654468,0,5648119.74,0,1,1,2,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",MZ,2020,0,844475.7213230119,0,497893019.77485186,0,0.6924983194014027,0.6924983194014027,4,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2014,109352101.34412386,32928575.650950033,109352101.34412386,109352101.34412386,1,1,NA,1,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2015,0,23399014.77832512,109352101.34412386,112770301.34412386,0.9696888280047314,0.9412151903049164,9.187671477267623e-4,2,3
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2016,34632413.04011259,28149190.710767064,143984514.38423645,191149784.03857931,0.7532549152929013,0.6282761042400292,0.060883136827113216,2,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2017,0,16396903.589021815,143984514.38423645,208656054.38423645,0.6900567290469871,0.5593671688872276,0.08318887958420063,3,3
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2018,0,30401125.96762843,143984514.38423645,488923254.38423645,0.294493078603051,0.3698321412821054,0.2831059679370026,4,3
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2019,0,3518648.838845883,143984514.38423645,683176885.1103077,0.21075729803268783,0.4528058286870408,0.40838719001300156,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",SN,2020,0,10555946.51653765,143984514.38423645,990327363.4245087,0.1453908270153662,0.35675025736467303,0.33561176478446086,5,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2014,13895881.477832513,2749616.7769176634,13895881.477832513,230330193.97783253,0.060330264295135716,0.6673869540652785,0.6637472132753576,6,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2015,4926108.381421533,16519589.387755102,18821989.859254047,503742303.54196054,0.037364322446042535,0.5552287436128743,0.5538326510210225,6,4
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2016,0,6273352.540464462,18821989.859254047,479234373.8466586,0.03927512483751124,0.4631376251896188,0.46159508975861674,3,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2017,0,83467.11470795215,18821989.859254047,245657373.8466586,0.07661886783420103,0.8585031661479873,0.8526327152397926,2,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2018,0,4726070.02814919,18821989.859254047,647418502.2587838,0.029072369408019466,0.4774607718254867,0.4766155691624903,3,2
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2021,0,2162397.6073187897,18821989.859254047,995453346.2418216,0.01890795779662957,0.503530766787045,0.5031732559190059,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",TZ,2022,0,66854.32793807177,18821989.859254047,1658613989.8592541,0.011348023092974897,0.490324147743488,0.4901953701153693,3,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",VN,2014,0,1094972.7797325826,0,567606646.7484,0,0.8455942067012356,0.8455942067012356,6,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",VN,2015,0,917227.663617171,0,947612483.55278,0,0.5022790918532063,0.5022790918532063,5,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",VN,2016,0,264626.593947924,0,1310667703.173248,0,0.45019875070682674,0.45019875070682674,6,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",VN,2017,0,1035154.06052076,0,1437612627.652698,0,0.4999352749140974,0.4999352749140974,5,1
CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",VN,2018,0,37553.406052076,0,677612627.652698,0,0.9923172369118164,0.9923172369118164,4,1
CH-4,Swiss Agency for Development and Cooperation (SDC),BJ,2023,6423718.344657196,1169781.3465101914,6423718.344657196,972730530.686725,0.00660380047917505,0.6686804964534593,0.6686368862726906,5,1
CH-4,Swiss Agency for Development and Cooperation (SDC),CD,2023,0,15951.822112415071,0,750000000,0,1,1,2,2
CH-4,Swiss Agency for Development and Cooperation (SDC),MZ,2023,0,1210596.6646077826,0,1185724751.399702,0,0.7305033189886659,0.7305033189886659,4,2
CH-4,Swiss Agency for Development and Cooperation (SDC),TZ,2023,21000617.665225446,10263329.215565164,21000617.665225446,2914927809.239295,0.007204506951651043,0.40672196184124654,0.40667005692083014,5,3
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2014,0,7440282,0,27122064.206062596,0,1,1,3,3
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2015,0,7552477.5786,0,166559399.3480858,0,0.47199464884696374,0.47199464884696374,4,4
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2016,0,485989.4214000001,0,645505400,0,0.572325649602863,0.572325649602863,3,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2018,28485000,2620620,28485000,827019252.0113565,0.03444297086279782,0.4161612971709082,0.41497497892905266,5,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2019,0,14812200,28485000,955504252.0113565,0.02981148429223468,0.4120035235060815,0.41111479891037533,5,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2020,0,10995210,28485000,1313214515.1044996,0.021691048699483264,0.40024615139752673,0.3997756498038434,5,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",BF,2021,0,56970,28485000,1557548534.6810179,0.018288354658452848,0.4850268200127987,0.4846923560966853,3,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",CI,2019,68591880,68591880,68591880,349773930.862007,0.19610346554689606,0.6847062073052133,0.6462496381057106,2,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",CO,2015,170974095.739236,170974095.739236,170974095.739236,4343439935.739236,0.03936375275559944,0.5069835630055185,0.5054340579745146,4,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",CO,2016,85455000,85455000,256429095.739236,5956429095.739236,0.04305080974147167,0.49143810429179374,0.48958473207239733,3,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",CO,2017,199395000,85455000,455824095.739236,8005824095.739236,0.05693656146927201,0.47462548872392,0.4713837166919758,3,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",CO,2018,113940000,227880000,569764095.739236,9069764095.739237,0.06282016706552465,0.4480227694335258,0.4440763960433854,3,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",GH,2014,0,54749.662614,0,37650039.4817,0,1,1,3,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",GH,2015,19723014,19723014,19723014,274852681.8938252,0.07175849209147955,0.37621468417939363,0.3710654029921507,4,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",GH,2018,0,80424.959184,19723014,83043727.94415,0.23750154874145898,0.6378108738262652,0.5814038881716737,2,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",JO,2017,170910000,85455000,170910000,370261423.89162564,0.46159278005160165,0.466022890610084,0.2529549960143177,3,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",JO,2018,4557600,241324.327512,175467600,1053096823.8916256,0.16662057658817647,0.7010474089424436,0.6732849923998672,3,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",JO,2019,0,86037188.952006,175467600,2800933779.665816,0.06264610797793846,0.6971426971773803,0.6932181623325968,4,2
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",JO,2020,0,286633.309122,175467600,2846509779.665816,0.061643069436634834,0.6785012693791338,0.674701401369564,4,1
DE-1,"DE: Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ), EN: Federal Ministry for Economic Cooperation and Development (BMZ)",JO,2021,0,251465.20399800004,175467600,534725299.4367363,0.3281453115923865,0.5023849718381685,0.39470562631810413,3,1
