iatiidentifier,donor_ref,donor,org_type,x1_donor_type,a01,a02,modality,declared_activity,declared_transaction,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,planned_start,actual_start,planned_end,actual_end,y2_early_days,planned_duration_days,commitment_usd_full,disbursement_usd_full,n_disb_years_full,finance_type,finance_type_name,flow_type,flow_type_name,collaboration_type,collaboration_type_name,hierarchy,cp_eligible,complete_flag,y1_gap,y1_gap_full,y2_early_days_raw,log_commitment,log_disbursement
XM-DAC-46004-54178-001-LN3938,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,SB,10000000,10000000,1,2020,2021,2020-06-25,2020-06-26,2021-06-30,2021-06-03,27,370,10000000,10000000,2,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,1,0,0,27,16.11809565095832,16.11809565095832
XM-DAC-46004-50028-003-GRNT0754,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,SB,5000000,5000000,1,2020,2022,2020-12-11,2020-12-11,2024-03-11,2022-05-30,651,1186,5000000,5000000,3,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,0,0,651,15.424948470398375,15.424948470398375
XM-DAC-46004-54178-001-GRNT0708,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,SB,10000000,0,0,NA,NA,2020-06-25,2020-06-26,2021-06-30,2021-06-03,27,370,10000000,0,2,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,1,1,27,16.11809565095832,NA
XM-DAC-46004-55011-001-GRNT0871,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,SB,5000000,-5000000,0,NA,NA,2022-12-13,2022-12-13,2023-04-30,2023-06-01,-32,138,5000000,-4806759.01,5,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,2,1.961351802,-32,15.424948470398375,NA
XM-DAC-46004-55011-001-LN4274,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,SB,5000000,5000000,1,2022,2023,2022-12-13,2022-12-13,2023-04-30,2023-06-01,-32,138,5000000,5000000,2,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,1,0,0,-32,15.424948470398375,15.424948470398375
XM-DAC-46004-56138-001-LN4300,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,2,Implementation,SB,5000000,0,0,NA,NA,2023-03-17,2023-03-14,2026-06-12,NA,NA,1183,5000000,5000000,4,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,0,1,0,NA,15.424948470398375,15.424948470398375
XM-DAC-46004-56138-001-GRNT0884,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,2,Implementation,SB,5000000,0,0,NA,NA,2023-03-17,2023-03-14,2026-06-12,NA,NA,1183,5000000,5000000,4,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,0,1,0,NA,15.424948470398375,15.424948470398375
XM-DAC-46004-55011-002-LN4564,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,SB,NA,NA,NA,NA,NA,2024-12-11,2024-12-11,2025-04-30,2025-04-30,0,140,30000000,30000000,2,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,1,NA,0,0,17.216707939626428,17.216707939626428
XM-DAC-46004-38276-013-LN2278,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2006-12-11,2006-12-11,2008-12-31,2006-12-22,730,751,200000000,200000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,740,19.11382792451231,19.11382792451231
XM-DAC-46004-37752-013-LN2282,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2006-12-14,2006-12-11,2009-06-30,2009-06-30,0,929,450000000,450000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.92475814072864,19.92475814072864
XM-DAC-46004-40538-013-LN2315,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2007-02-13,2007-02-13,2007-03-31,2007-03-31,0,46,250000000,250000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.33697147582652,19.33697147582652
XM-DAC-46004-39516-013-LN2387,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2008-02-22,2008-02-22,2008-03-31,2008-04-09,-9,38,300000000,337552086.5,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,-0.12517362166666657,-9,19.519293032620475,19.63723038673952
XM-DAC-46004-40538-023-LN2450,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2008-10-07,2008-10-07,2009-03-31,2008-11-20,131,175,250000000,250000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,131,19.33697147582652,19.33697147582652
XM-DAC-46004-41380-013-LN2489,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2008-12-18,2008-12-18,2010-02-28,2010-02-28,0,437,300000000,300000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.519293032620475,19.519293032620475
XM-DAC-46004-43300-013-LN2538,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2009-08-27,2009-08-27,2009-12-31,2009-12-31,0,126,500000000,500000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,20.030118656386467,20.030118656386467
XM-DAC-46004-40538-033-LN2545,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2009-09-16,2009-09-16,2009-12-31,2009-12-31,0,106,250000000,250000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.33697147582652,19.33697147582652
XM-DAC-46004-39516-023-LN2584,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2009-12-08,2009-12-08,2010-03-31,2010-03-31,0,113,225000000,225000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.231610960168695,19.231610960168695
XM-DAC-46004-38276-023-LN2715,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2011-02-22,2011-02-22,2012-04-15,2012-04-15,0,418,200000000,200000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.11382792451231,19.11382792451231
XM-DAC-46004-41380-023-LN2840,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2011-12-30,2012-01-13,2012-03-31,2012-03-31,0,92,300000000,300000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,0,19.519293032620475,19.519293032620475
XM-DAC-46004-43396-013-LN2872,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2012-06-29,2012-07-04,2012-10-31,2012-12-07,-37,124,350000000,350000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,-37,19.67344371244773,19.67344371244773
XM-DAC-46004-44253-013-LN3111,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,250000000,250000000,1,2014,2014,2014-02-28,2014-02-14,2014-12-31,2014-08-15,138,306,250000000,250000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,138,19.33697147582652,19.33697147582652
XM-DAC-46004-43396-014-LN3233,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,350000000,350000000,1,2015,2015,2015-01-16,2015-02-12,2015-12-31,2015-11-10,51,349,350000000,350000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,51,19.67344371244773,19.67344371244773
XM-DAC-46004-48458-001-LN3333,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2015,2016,2016-01-25,2015-12-07,2016-12-31,2016-08-31,122,341,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,122,19.519293032620475,19.519293032620475
XM-DAC-46004-48427-001-LN3334,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2015,2016,2016-01-25,2015-12-07,2016-12-31,2016-08-31,122,341,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,122,19.519293032620475,19.519293032620475
XM-DAC-46004-44253-016-LN3505,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,250000000,250000000,1,2016,2017,2017-01-13,2016-12-15,2017-06-30,2017-10-19,-111,168,250000000,250000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,-111,19.33697147582652,19.33697147582652
XM-DAC-46004-49117-002-LN3530,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2017,2018,2017-06-02,2017-11-06,2018-05-31,2018-02-16,104,363,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,104,19.519293032620475,19.519293032620475
XM-DAC-46004-48427-002-LN3595,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2017,2019,2017-12-22,2017-12-06,2018-12-31,2019-02-15,-46,374,300000000,300000000,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,-46,19.519293032620475,19.519293032620475
XM-DAC-46004-48458-003-LN3691,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2018,2019,2018-09-21,2018-08-28,2019-10-31,2019-03-29,216,405,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,216,19.519293032620475,19.519293032620475
XM-DAC-46004-51309-001-LN3707,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2018,2019,2018-10-31,2018-10-09,2019-12-31,2019-02-20,314,426,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,314,19.519293032620475,19.519293032620475
XM-DAC-46004-52173-001-LN3858,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,400000000,1,2019,2020,2019-11-18,2019-11-20,2020-12-31,2020-01-30,336,409,300000000,400000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,-0.33333333333333326,-0.33333333333333326,336,19.519293032620475,19.806975105072254
XM-DAC-46004-49117-003-LN3875,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,300000000,1,2019,2020,2019-12-06,2019-12-13,2020-12-31,2020-01-30,336,391,400000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0.25,0.25,336,19.806975105072254,19.519293032620475
XM-DAC-46004-54138-001-LN3910,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,503196143,513527108.9,1,2020,2022,2020-04-24,2020-04-23,2021-05-31,2022-01-31,-245,402,503196143,513527108.9,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,-0.02053069373387472,-0.02053069373387472,-245,20.036490598376773,20.05681337834448
XM-DAC-46004-54138-001-LN3907,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,250000000,250000000,1,2020,2022,2020-04-23,2020-04-23,2021-05-31,2022-01-31,-245,403,250000000,250000000,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,-245,19.33697147582652,19.33697147582652
XM-DAC-46004-54138-001-LN3909,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,251598614,250857465.3,1,2020,2022,2020-04-24,2020-04-23,2021-05-31,2022-01-31,-245,402,251598614,250857465.3,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0.00294575827830267,0.00294575827830267,-245,19.34334557403135,19.340395468467662
XM-DAC-46004-54138-001-LN3908,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,500000000,500000000,1,2020,2022,2020-04-23,2020-04-23,2021-05-31,2022-01-31,-245,403,500000000,500000000,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,-245,20.030118656386467,20.030118656386467
XM-DAC-46004-53047-001-LN3925,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,400000000,1,2020,2020,2020-06-04,2020-06-04,2021-04-30,2020-07-30,274,330,400000000,400000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,274,19.806975105072254,19.806975105072254
XM-DAC-46004-53353-001-LN3957,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,400000000,1,2020,2020,2020-08-20,2020-08-20,2021-08-31,2020-11-06,298,376,400000000,400000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,298,19.806975105072254,19.806975105072254
XM-DAC-46004-51309-002-LN3959,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2020,2021,2020-08-28,2020-08-27,2021-08-31,2021-02-01,211,368,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,211,19.519293032620475,19.519293032620475
XM-DAC-46004-54022-001-LN3968,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,500000000,500000000,1,2020,2023,2020-09-11,2020-09-15,2023-12-15,2023-12-15,0,1190,500000000,500000000,4,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,20.030118656386467,20.030118656386467
XM-DAC-46004-49117-004-LN4089,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,400000000,1,2021,2022,2021-07-30,2021-08-13,2022-08-31,2022-08-31,0,397,400000000,400000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,19.806975105072254,19.806975105072254
XM-DAC-46004-52173-003-LN4102,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,400000000,1,2021,2022,2021-11-19,2021-11-19,2022-08-31,2022-08-31,0,285,400000000,400000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,19.806975105072254,19.806975105072254
XM-DAC-46004-55105-001-LN4145,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,600000000,600000000,1,2021,2022,2021-12-16,2021-12-16,2022-12-31,2022-12-31,0,380,600000000,600000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,20.21244021318042,20.21244021318042
XM-DAC-46004-55268-001-LN4186,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,250000000,250000000,1,2022,2023,2022-06-01,2022-06-01,2023-07-31,2023-07-31,0,425,250000000,250000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,19.33697147582652,19.33697147582652
XM-DAC-46004-53047-003-LN4185,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,400000000,1,2022,2023,2022-06-01,2022-06-01,2023-06-30,2023-06-30,0,394,400000000,400000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,19.806975105072254,19.806975105072254
XM-DAC-46004-53353-002-LN4288,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,500000000,0,0,NA,NA,2023-02-06,2023-02-06,2023-12-31,2023-03-21,285,328,500000000,0,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,1,1,285,20.030118656386467,NA
XM-DAC-46004-55300-001-LN4289,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,500000000,500000000,1,2023,2023,2023-02-06,2023-02-06,2023-12-31,2023-12-31,0,328,500000000,500000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,20.030118656386467,20.030118656386467
XM-DAC-46004-51309-003-LN4355,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,300000000,300000000,1,2023,2023,2023-11-03,2023-11-03,2024-08-31,2024-08-31,0,302,300000000,300000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,0,19.519293032620475,19.519293032620475
XM-DAC-46004-55105-003-LN4414,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,463115924,0,0,NA,NA,2023-12-22,2023-12-22,2024-12-31,2024-12-31,0,375,463115924,469526735.9,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,1,-0.01384278010703865,0,19.953487956521652,19.96723580046517
XM-DAC-46004-56288-001-LN4376,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,400000000,0,0,NA,NA,2023-12-15,2023-12-15,2024-12-31,2024-12-31,0,382,400000000,400000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,1,0,0,19.806975105072254,19.806975105072254
XM-DAC-46004-52313-001-GRNT0635,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,5000000.000000001,0,0,NA,NA,2018-12-17,2018-12-17,2020-12-31,2024-09-04,-730,745,5000000.000000001,36430.47,9,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,1,0.992713906,-1343,15.424948470398375,10.503160791374231
XM-DAC-46004-55268-003-LN4550,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2024-12-11,2024-12-11,2025-12-31,2025-12-31,0,385,511721631,0,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,1,0,20.053291345697954,NA
XM-DAC-46004-58003-001-LN4572,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2024-12-12,2024-12-20,2025-12-31,2025-12-31,0,384,500000000,0,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,1,0,20.030118656386467,NA
XM-DAC-46004-55300-002-LN4581,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2025-03-11,2025-03-11,2025-12-31,2025-11-15,46,295,500000000,500000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,46,20.030118656386467,20.030118656386467
XM-DAC-46004-57309-001-LN4580,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,2,Implementation,PH,NA,NA,NA,NA,NA,2025-02-10,2025-02-25,2029-12-31,NA,NA,1785,500000000,200000000,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,0,NA,0.6,NA,20.030118656386467,19.11382792451231
XM-DAC-46004-57075-001-LN4660,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,2,Implementation,PH,NA,NA,NA,NA,NA,2025-10-31,2025-11-06,2026-12-31,NA,NA,426,381506939,0,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,0,NA,1,NA,19.759639597252075,NA
XM-DAC-46004-58379-001-LN4725,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,2,Implementation,PH,NA,NA,NA,NA,NA,2025-12-31,2025-12-30,2026-07-31,NA,NA,212,75950000000,481488525.4,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,0,NA,0.993660453911784,NA,25.053341065988192,19.99239295797353
XM-DAC-46004-59092-001-LN4724,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,PH,NA,NA,NA,NA,NA,2025-12-12,2025-12-30,2026-06-30,2026-06-30,0,200,60760000000,386047398.2000001,2,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0.99364635618499,0,24.830197514673984,19.77147071315488
XM-DAC-46004-58379-001-LN4725-KfW,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,2,Implementation,PH,NA,NA,NA,NA,NA,2025-12-17,2025-12-26,2026-07-31,NA,NA,226,234920000,0,2,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,0,NA,1,NA,19.274755588618593,NA
XM-DAC-46004-41325-013-LN2665,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TH,NA,NA,NA,NA,NA,2011-02-14,2011-02-14,2012-03-31,2013-07-16,-472,411,300000000,300000000,1,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,NA,0,-472,19.519293032620475,19.519293032620475
XM-DAC-46004-54177-001-LN3949,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TH,1000000000,1000000000,1,2020,2022,2020-06-27,2020-11-16,2021-06-30,2022-01-31,-215,368,1000000000,1000000000,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,-215,20.72326583694641,20.72326583694641
XM-DAC-46004-54177-001-LN3945,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TH,500000000,500000000,1,2020,2022,2020-06-27,2020-11-16,2021-06-30,2022-01-31,-215,368,500000000,500000000,3,421,Standard loan,21,Non-export credit OOF,2,Multilateral (inflows),1,1,1,0,0,-215,20.030118656386467,20.030118656386467
NO-BRC-971277882-PAL-24/0005,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,Bilateral,0,1,A02_sector,1,0,2,Implementation,PS,NA,NA,NA,NA,NA,2024-01-01,2024-05-20,2025-12-31,NA,NA,730,30423000.594356634,30423000.594356634,1,110,Standard grant,10,ODA,1,Bilateral,1,0,0,NA,0,NA,17.230709478798666,17.230709478798666
XM-DAC-46004-44061-012-GRNT0251,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,0,0,0,NA,NA,2011-04-13,2011-04-13,2013-04-30,2014-09-04,-492,748,45000000,45000000,2,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,NA,0,-492,17.622173047734595,17.622173047734595
XM-DAC-46004-47099-002-GRNT0463,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,53400000,53400000,1,2015,2016,2016-02-05,2015-12-08,2016-06-30,2016-01-08,174,146,53400000,53400000,2,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,0,0,174,17.793321303930423,17.793321303930423
XM-DAC-46004-47099-004-GRNT0530,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,19240000,0,0,NA,NA,2016-12-28,2017-01-24,2017-12-31,2017-12-31,0,368,19240000,1924646.45,10,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,1,0.8999664007276508,0,16.772502003201833,14.470252846498367
XM-DAC-46004-47099-002-LN3343,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,6600000,6552162.4,1,2015,2016,2016-02-05,2015-12-08,2016-06-30,2016-01-08,174,146,6600000,6552162.4,2,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,1,0.00724812121212115,0.00724812121212115,174,15.702580206996654,15.695305690532653
XM-DAC-46004-47099-004-LN3513,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,30760000,31613705.23,1,2017,2017,2016-12-28,2017-01-24,2017-12-31,2017-12-31,0,368,30760000,31613705.23,1,421,Standard loan,10,ODA,2,Multilateral (inflows),1,1,1,-0.02775374609882974,-0.02775374609882974,0,17.241725702601716,17.269101294342352
XM-DAC-46004-51066-001-GRNT0782,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,50000000,0,0,NA,NA,2020-12-17,2020-12-17,2021-12-31,2021-12-31,0,379,50000000,301469.14,7,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,1,0.9939706172,0,17.72753356339242,12.616422935018551
XM-DAC-46004-53315-001-GRNT0777,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,20000000,20000000,1,2020,2021,2020-12-29,2020-12-29,2021-06-30,2021-12-21,-174,183,20000000,20000000,2,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,0,0,-174,16.811242831518264,16.811242831518264
XM-DAC-46004-54156-001-GRNT0706,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,50000000,0,0,NA,NA,2020-06-22,2020-06-23,2020-12-31,2020-12-31,0,192,50000000,0,1,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,1,1,0,17.72753356339242,NA
XM-DAC-46004-56147-001-GRNT0857,XM-DAC-46004,Asian Development Bank,40,Multilateral,1,0,A01_general,1,0,3,Finalisation,TJ,50000000,-50000000,0,NA,NA,2022-11-04,2022-11-04,2023-04-30,2023-04-30,0,177,50000000,-50000000,2,110,Standard grant,10,ODA,2,Multilateral (inflows),1,1,1,2,2,0,17.72753356339242,NA
NO-BRC-971277882-NPL-20/0002,NO-BRC-971277882,Norad - Norwegian Agency for Development Cooperation,10,Bilateral,0,1,A02_sector,1,0,3,Finalisation,NP,19643990.449998487,10779010.144358143,1,2022,2023,2022-01-01,2022-12-02,2025-12-31,NA,NA,1460,19643990.449998487,19643990.44999849,4,110,Standard grant,10,ODA,1,Bilateral,1,0,1,0.4512820512820512,-2.220446049250313e-16,NA,16.793282019987544,16.793282019987544
