iatiidentifier,year,interrupted_flag,balance_owed,balance_share,disbursement_usd,commitment_usd,donor_ref,donor,x1_donor_type,modality,recipient_main,status_code,status_name,finance_type,flow_type,collaboration_type,finance_type_name,flow_type_name,collaboration_type_name,hierarchy,log_commitment,planned_duration_days,y2_early_days,y1_gap_full,s1_share,s2_hhi_net,s3_n_donors,cum_commit,disb_year,voice_account,corruption_ctrl,pol_stability,aid_dependence,gdp_pc,population,region,income_group,coup,coup_attempt,election_year,single_donor,log_gdp_pc,log_pop,net_degree,net_between,net_eigen,net_peers,net_peer_str
AU-5-INJ648-ID,2016,0,-142539455.64420035,NA,14177015.649400037,0,AU-5,Australian Aid,Bilateral,A02_sector,ID,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,19.351963676521333,2429,0,0.00145685940031514,0,0.5879292403746099,3,0,14177015.649400037,0.102893,-0.482257599999999,-0.463383,-0.0120036284950268,3521.46943457574,264627418,East Asia & Pacific,Upper middle income,0,0,0,0,8.16663363448735,19.393833424836224,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INJ648-ID,2017,0,-145271493.92470038,NA,2732038.280500007,0,AU-5,Australian Aid,Bilateral,A02_sector,ID,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,19.351963676521333,2429,0,0.00145685940031514,0,0.5918367346938775,3,0,2732038.280500007,0.0621222,-0.3767695,-0.5816146,0.0284903831435162,3798.88326174526,267346658,East Asia & Pacific,Upper middle income,0,0,0,0,8.242462424035642,19.404056718813333,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INJ899-TV,2014,0,-2038262.4115000055,NA,2038262.4115000055,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,NA,NA,3,0,2038262.4115000055,0.5239317,-0.0458344,1.549386,67.1883075759508,3518.13249227107,10984,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.165685585836508,9.304194947447806,1,0,0.02810651571633292,3,3
AU-5-INJ899-TV,2015,0,-2772257.649300007,NA,733995.2378000019,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,0,0.57396449704142,3,0,733995.2378000019,0.5245866,-0.0431632,1.3290711,87.2159234780041,3352.66722400181,10963,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.117511494300159,9.30228124567454,3,0.00583562519808827,0.04281604644290014,4,5
AU-5-INJ899-TV,2016,0,-5156911.366600013,NA,2384653.717300006,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,0,1,2,0,2384653.717300006,0.5237708,-0.0410107,1.3245352,40.5878206079003,3779.15293916285,10930,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.237255173333121,9.299266581170585,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INJ899-TV,2017,0,-6527526.898200017,NA,1370615.5316000036,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,0,0.52392578125,3,0,1370615.5316000036,0.5230615,-0.0425507,1.1385207,45.4522925558503,4166.79162422818,10869,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.33490162398736,9.293669979563187,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INJ899-TV,2018,0,-9069998.638100024,NA,2542471.739900007,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,0,1,2,0,2542471.739900007,0.8922213,-0.0399314,1.3290002,39.3589758564057,4467.21144027065,10751,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.4045196540735585,9.282754052485227,3,0.00172530184787685,0.03185731356691958,3,5
AU-5-INJ899-TV,2019,0,-11055322.35350003,NA,1985323.7154000052,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,0,0.5823938829526516,3,0,1985323.7154000052,1.142705,0.3922741,1.1436032,50.9664709186189,5058.85266607659,10581,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.528894990736122,9.266815218904162,2,6.843595518581936e-4,0.02761268138808746,2,3
AU-5-INJ899-TV,2020,0,-13002115.100300036,NA,1946792.746800005,0,AU-5,Australian Aid,Bilateral,A01_general,TV,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.802786930730875,3713,365,-0.06502088780451554,0,0.5292777669168459,3,0,1946792.746800005,0.8830669,0.2051999,1.234863,60.6779014948573,5029.57159284173,10399,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.523090089057382,9.249464926660233,2,4.371011452050005e-5,0.02565317449794028,2,4
AU-5-INK561-SB,2014,0,-13314951.341100032,NA,13314951.341100032,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.76488619624085,1734,0,2.6600973291246444e-4,0,1,3,0,13314951.341100032,0.0214166,-0.3998249,0.5553271,15.1874496273698,2164.95289873002,616908,East Asia & Pacific,Lower middle income,0,0,1,0,7.680153884417029,13.332475183179785,1,0,0.02810651571633292,3,3
AU-5-INK561-SB,2015,0,-27318900.474800065,NA,14003949.133700036,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.76488619624085,1734,0,2.6600973291246444e-4,0.8876595652600706,0.01262037327755638,2,39507572.10950011,14004435.458900036,0.0358826,-0.4012117,0.6020153,14.802910048232,2045.47721526649,639415,East Asia & Pacific,Lower middle income,0,0,0,0,7.623386398351897,13.368308974825984,3,0.00583562519808827,0.04281604644290014,4,5
AU-5-INK561-SB,2016,0,-40449356.6580001,NA,13130456.183200032,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.76488619624085,1734,0,2.6600973291246444e-4,0.958769227502924,0.00169997660070564,2,116268647.10950032,25649710.807100065,0.0486342,-0.4109498,0.360596,13.1301145781565,2082.62383124213,662379,East Asia & Pacific,Lower middle income,0,0,0,0,7.641383835054492,13.40359317865209,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INK561-SB,2017,0,-40435550.6549001,NA,-13806.003100000036,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.76488619624085,1734,0,2.6600973291246444e-4,0.958769227502924,0.00169997660070564,2,116268647.10950032,25001354.139900062,0.0611211,-0.1494384,0.1156377,12.9713023033434,2143.57670489272,685672,East Asia & Pacific,Lower middle income,0,0,0,0,7.670231070278907,13.438154658254671,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INL121-SB,2016,1,57012700.00000015,1,0,57012700.00000015,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.858784607998572,1644,184,0.1132609277108434,0.958769227502924,0.00169997660070564,2,116268647.10950032,25649710.807100065,0.0486342,-0.4109498,0.360596,13.1301145781565,2082.62383124213,662379,East Asia & Pacific,Lower middle income,0,0,0,0,7.641383835054492,13.40359317865209,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INL121-SB,2017,0,44111103.785000116,0.7737066265060241,12901596.215000032,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.858784607998572,1644,184,0.1132609277108434,0.958769227502924,0.00169997660070564,2,116268647.10950032,25001354.139900062,0.0611211,-0.1494384,0.1156377,12.9713023033434,2143.57670489272,685672,East Asia & Pacific,Lower middle income,0,0,0,0,7.670231070278907,13.438154658254671,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INL121-SB,2018,0,32474781.491400085,0.5696060963855422,11636322.29360003,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.858784607998572,1644,184,0.1132609277108434,0.9208037764804118,0.00627204181976459,2,116268647.10950032,24221290.579800066,0.1438423,-0.1478206,0.3816525,12.2617678265821,2278.19908624102,709101,East Asia & Pacific,Lower middle income,0,0,0,0,7.7311405353776,13.471753249529424,3,0.00172530184787685,0.03185731356691958,3,5
AU-5-INL121-SB,2019,0,19347622.42820005,0.33935636144578313,13127159.063200034,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.858784607998572,1644,184,0.1132609277108434,0.8790340693002311,0.01463275639006123,2,116268647.10950032,25567507.423400067,0.279918,4.546e-4,0.4195676,13.9709345308166,2223.65890942466,728147,East Asia & Pacific,Lower middle income,0,0,1,0,7.7069092755439375,13.498258229872024,2,6.843595518581936e-4,0.02761268138808746,2,3
AU-5-INL121-SB,2020,0,6457311.293300018,0.11326092771084338,12890311.134900032,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.858784607998572,1644,184,0.1132609277108434,0.6558895157454449,0.06622290373638678,3,116268647.10950032,15662717.841500038,0.168919,-0.0256466,0.5368126,13.6326003305901,2063.32780991967,744498,East Asia & Pacific,Lower middle income,0,0,0,0,7.632075400069794,13.520465444735905,2,4.371011452050005e-5,0.02565317449794028,2,4
AU-5-INL126-SB,2016,0,15352215.00000004,0.7773913043478261,4396160.000000011,19748375.000000052,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.798581767445334,1947,365,0.3031996173913043,0.958769227502924,0.00169997660070564,2,116268647.10950032,25649710.807100065,0.0486342,-0.4109498,0.360596,13.1301145781565,2082.62383124213,662379,East Asia & Pacific,Lower middle income,0,0,0,0,7.641383835054492,13.40359317865209,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INL126-SB,2017,0,12926966.179600034,0.6545837913043479,2425248.820400006,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.798581767445334,1947,365,0.3031996173913043,0.958769227502924,0.00169997660070564,2,116268647.10950032,25001354.139900062,0.0611211,-0.1494384,0.1156377,12.9713023033434,2143.57670489272,685672,East Asia & Pacific,Lower middle income,0,0,0,0,7.670231070278907,13.438154658254671,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INL126-SB,2018,0,9970007.989300027,0.5048520695652174,2956958.1903000074,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.798581767445334,1947,365,0.3031996173913043,0.9208037764804118,0.00627204181976459,2,116268647.10950032,24221290.579800066,0.1438423,-0.1478206,0.3816525,12.2617678265821,2278.19908624102,709101,East Asia & Pacific,Lower middle income,0,0,0,0,7.7311405353776,13.471753249529424,3,0.00172530184787685,0.03185731356691958,3,5
AU-5-INL126-SB,2019,0,6671931.13760002,0.337847095652174,3298076.8517000084,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.798581767445334,1947,365,0.3031996173913043,0.8790340693002311,0.01463275639006123,2,116268647.10950032,25567507.423400067,0.279918,4.546e-4,0.4195676,13.9709345308166,2223.65890942466,728147,East Asia & Pacific,Lower middle income,0,0,1,0,7.7069092755439375,13.498258229872024,2,6.843595518581936e-4,0.02761268138808746,2,3
AU-5-INL126-SB,2020,0,5987699.7441000175,0.3031996173913044,684231.3935000019,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.798581767445334,1947,365,0.3031996173913043,0.6558895157454449,0.06622290373638678,3,116268647.10950032,15662717.841500038,0.168919,-0.0256466,0.5368126,13.6326003305901,2063.32780991967,744498,East Asia & Pacific,Lower middle income,0,0,0,0,7.632075400069794,13.520465444735905,2,4.371011452050005e-5,0.02565317449794028,2,4
AU-5-INL129-SB,2015,0,39507085.78430011,0.9999876903293716,486.3252000000013,39507572.10950011,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.492002910474135,2026,184,0.02154081086130244,0.8876595652600706,0.01262037327755638,2,39507572.10950011,14004435.458900036,0.0358826,-0.4012117,0.6020153,14.802910048232,2045.47721526649,639415,East Asia & Pacific,Lower middle income,0,0,0,0,7.623386398351897,13.368308974825984,3,0.00583562519808827,0.04281604644290014,4,5
AU-5-INL129-SB,2016,0,31383991.16040009,0.7943791401156084,8123094.623900021,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.492002910474135,2026,184,0.02154081086130244,0.958769227502924,0.00169997660070564,2,116268647.10950032,25649710.807100065,0.0486342,-0.4109498,0.360596,13.1301145781565,2082.62383124213,662379,East Asia & Pacific,Lower middle income,0,0,0,0,7.641383835054492,13.40359317865209,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INL129-SB,2017,0,21709482.055900063,0.5495018017237191,9674509.104500026,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.492002910474135,2026,184,0.02154081086130244,0.958769227502924,0.00169997660070564,2,116268647.10950032,25001354.139900062,0.0611211,-0.1494384,0.1156377,12.9713023033434,2143.57670489272,685672,East Asia & Pacific,Lower middle income,0,0,0,0,7.670231070278907,13.438154658254671,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INL129-SB,2018,0,12081471.960000038,0.30580142780008723,9628010.095900023,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.492002910474135,2026,184,0.02154081086130244,0.9208037764804118,0.00627204181976459,2,116268647.10950032,24221290.579800066,0.1438423,-0.1478206,0.3816525,12.2617678265821,2278.19908624102,709101,East Asia & Pacific,Lower middle income,0,0,0,0,7.7311405353776,13.471753249529424,3,0.00172530184787685,0.03185731356691958,3,5
AU-5-INL129-SB,2019,0,2939200.4515000135,0.0743958763994319,9142271.508500025,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.492002910474135,2026,184,0.02154081086130244,0.8790340693002311,0.01463275639006123,2,116268647.10950032,25567507.423400067,0.279918,4.546e-4,0.4195676,13.9709345308166,2223.65890942466,728147,East Asia & Pacific,Lower middle income,0,0,1,0,7.7069092755439375,13.498258229872024,2,6.843595518581936e-4,0.02761268138808746,2,3
AU-5-INL129-SB,2020,0,851025.1384000108,0.02154081086130247,2088175.3131000053,0,AU-5,Australian Aid,Bilateral,A02_sector,SB,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,17.492002910474135,2026,184,0.02154081086130244,0.6558895157454449,0.06622290373638678,3,116268647.10950032,15662717.841500038,0.168919,-0.0256466,0.5368126,13.6326003305901,2063.32780991967,744498,East Asia & Pacific,Lower middle income,0,0,0,0,7.632075400069794,13.520465444735905,2,4.371011452050005e-5,0.02565317449794028,2,4
AU-5-INL354-VN,2014,0,2449459.2978000063,0.9796502012617456,50881.43060000013,2500340.7284000064,AU-5,Australian Aid,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.731937571911608,1275,0,0,0.00440505893072869,0.8455748021570525,6,2500340.7284000064,11846592.000200031,-1.1673414,-0.361941399999999,-0.0126942,1.87689874659763,2546.38464459903,91679578,East Asia & Pacific,Upper middle income,0,0,0,0,7.842429845710552,18.33381020795327,1,0,0.02810651571633292,3,3
AU-5-INL354-VN,2015,0,1439629.0615000038,0.5757731516941041,1009830.2363000026,0,AU-5,Australian Aid,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.731937571911608,1275,0,0,0.00263856879452004,0.5022721298079229,5,2500340.7284000064,11691573.782000031,-1.006907,-0.3774131,0.0681785999999999,1.39461008493105,2577.56885340113,92823254,East Asia & Pacific,Upper middle income,0,0,0,0,7.854601928784033,18.346207748262582,3,0.00583562519808827,0.04281604644290014,4,5
AU-5-INL354-VN,2016,0,477373.5192000014,0.190923386472002,962255.5423000024,0,AU-5,Australian Aid,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.731937571911608,1275,0,0,0.0019076847032596,0.4501951114458997,6,2500340.7284000064,1133568.402300003,-1.02156389999999,-0.356688499999999,0.1824971,1.1961451189338,2735.0604380416,94000117,East Asia & Pacific,Upper middle income,0,0,1,0,7.913908812616166,18.358806584914355,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INL354-VN,2017,0,22708.91400000034,0.00908232775719811,454664.6052000011,0,AU-5,Australian Aid,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.731937571911608,1275,0,0,0.00173923119504209,0.4999322499889476,5,2500340.7284000064,454664.6052000011,-1.12200529999999,-0.4238211,0.1500179,0.910699779837221,2956.10992127753,95176977,East Asia & Pacific,Upper middle income,0,0,0,0,7.991629467194556,18.37124863227872,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INL354-VN,2018,0,0,0,22708.91400000006,0,AU-5,Australian Aid,Bilateral,A02_sector,VN,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,14.731937571911608,1275,0,0,0.00368992640686372,0.9923036213549284,4,2500340.7284000064,22708.91400000006,-1.0842098,-0.3951053,-0.0542592999999999,0.558921597096612,3222.31003125366,96237319,East Asia & Pacific,Upper middle income,0,0,0,0,8.07785378233981,18.382327771802935,3,0.00172530184787685,0.03185731356691958,3,5
AU-5-INL683-TO,2015,0,11761517.37450003,0.9967206360392064,38697.198400000096,11800214.57290003,AU-5,Australian Aid,Bilateral,A02_sector,TO,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.283628273414635,2477,548,0.05946536518170708,0.5087568081174572,0.2413198735709487,2,11800214.57290003,38697.198400000096,0.3864664,-0.593882599999999,0.9379016,15.4727285847858,4123.90347238813,106095,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.324555438555482,11.5720901981382,3,0.00583562519808827,0.04281604644290014,4,5
AU-5-INL683-TO,2016,0,9568186.601100026,0.8108485266932345,2193330.7734000054,0,AU-5,Australian Aid,Bilateral,A02_sector,TO,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.283628273414635,2477,548,0.05946536518170708,0.6629254116332558,0.11361927812261012,2,11800214.57290003,2193330.7734000054,0.3281441,-0.592089299999999,0.9346438,19.3249944563632,3987.9861883704302,105524,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.291041667778448,11.566693694178412,3,0.00593898670278058,0.05073282254446269,4,6
AU-5-INL683-TO,2017,0,7512799.08570002,0.6366663113867147,2055387.5154000055,0,AU-5,Australian Aid,Bilateral,A02_sector,TO,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.283628273414635,2477,548,0.05946536518170708,0.40972662002329696,0.3484226631091212,2,11800214.57290003,2055387.5154000055,0.3229509,-0.236292099999999,0.8010403,18.2310186726043,4365.92929788648,105356,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.381586343182725,11.565100370624338,3,0.0052654140553214,0.04601478389473156,3,5
AU-5-INL683-TO,2018,0,5069320.626200013,0.4295956310694588,2443478.459500007,0,AU-5,Australian Aid,Bilateral,A02_sector,TO,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.283628273414635,2477,548,0.05946536518170708,0.27790306666795467,0.2638030267615563,3,11800214.57290003,2443478.459500007,0.6395253,-0.0849916,0.8562319,18.8481236408772,4675.04776047973,105567,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.449994657816,11.567101101415998,3,0.00172530184787685,0.03185731356691958,3,5
AU-5-INL683-TO,2019,0,2874612.6183000077,0.2436068090576713,2194708.0079000057,0,AU-5,Australian Aid,Bilateral,A02_sector,TO,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.283628273414635,2477,548,0.05946536518170708,0.23459571043773575,0.3534429093641567,3,11800214.57290003,2194708.0079000057,0.679044,-0.4390652,1.0102973,20.0379657277216,4788.83350468584,105669,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.474042133541934,11.568066845966433,2,6.843595518581936e-4,0.02761268138808746,2,3
AU-5-INL683-TO,2020,0,701704.0688000005,0.05946536518170695,2172908.5495000063,0,AU-5,Australian Aid,Bilateral,A02_sector,TO,4,Closed,110,10,1,Standard grant,ODA,Bilateral,1,16.283628273414635,2477,548,0.05946536518170708,0.1092610289670758,0.39746412709320406,3,11800214.57290003,2172908.5495000063,0.9677672,-0.2816956,1.1156731,30.0519383690215,4792.35872413906,105704,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.474777995954065,11.568398014094052,2,4.371011452050005e-5,0.02565317449794028,2,4
BJ-IFU-3200700033415-RSG0123375-29295,2019,0,-512429.5990365222,NA,512429.5990365222,0,BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,Multilateral,A02_sector,BJ,2,Implementation,110,10,NA,Standard grant,ODA,not declared,1,NA,2039,NA,NA,0,0.6584507210907267,3,0,512429.5990365222,-0.0206192,-0.2398967,-0.197976799999999,4.14914501333335,1130.82135339795,12726755,Sub-Saharan Africa,Lower middle income,0,0,1,0,7.0306995090846804,16.359217028376385,NA,NA,NA,NA,NA
BJ-IFU-3200700033415-RSG0123375-29295,2020,0,-2382764.0224060416,NA,1870334.4233695196,0,BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,Multilateral,A02_sector,BJ,2,Implementation,110,10,NA,Standard grant,ODA,not declared,1,NA,2039,NA,NA,0,0.7570810547625998,3,0,1870334.4233695196,-0.0674593,-0.0352655,-0.283192699999999,6.74972249628457,1200.19426557789,13070169,Sub-Saharan Africa,Lower middle income,0,0,0,0,7.090238710655221,16.385843015891712,NA,NA,NA,NA,NA
BJ-IFU-3200700033415-RSG0123375-29295,2021,0,-6572864.391725677,NA,4190100.369319635,0,BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,Multilateral,A02_sector,BJ,2,Implementation,110,10,NA,Standard grant,ODA,not declared,1,NA,2039,NA,NA,0,1,2,0,4190100.369319635,-0.3316053,-0.1642663,-0.4106645,4.86619485925915,1318.65158075198,13413417,Sub-Saharan Africa,Lower middle income,0,0,1,0,7.184364963729967,16.41176603264275,NA,NA,NA,NA,NA
BJ-IFU-3200700033415-RSG0123375-29295,2022,0,-8223150.732097378,NA,1650286.3403717012,0,BJ-IFU-32000700033415,Société Nationale des Eaux du Benin,Multilateral,A02_sector,BJ,2,Implementation,110,10,NA,Standard grant,ODA,not declared,1,NA,2039,NA,NA,0,0.9242308955813764,3,0,1650286.3403717012,-0.437646999999999,-0.1108108,-0.4373008,4.90434445810732,1266.42711031904,13759501,Sub-Saharan Africa,Lower middle income,0,0,0,0,7.143954915727939,16.437240125277015,NA,NA,NA,NA,NA
CA-3-A032220001,2015,0,-182380.59817030255,NA,182380.59817030255,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,0,0.54062996091507165,5,0,19723476.030964103,-0.338542099999999,-0.6307364,-1.5535933,7.86033701875036,838.11986940103,18593022,Sub-Saharan Africa,Low income,0,0,0,0,6.731161132497182,16.738296907002503,4,0.00875600032663932,0.0699787942465587,5,8
CA-3-A032220001,2016,0,-235807.6425052779,NA,53427.04433497537,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,0,1,2,0,14037915.890218154,-0.3368327,-0.6456428,-1.5338819,7.36216405357478,872.468587171653,19191289,Sub-Saharan Africa,Low income,0,0,0,0,6.771326650186792,16.7699670361293,3,0.00422831083925714,0.04455684189645972,4,5
CA-3-A032220001,2017,0,-774650.5489092187,NA,538842.9064039409,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,0,0.6571486780658286,4,0,19876562.4278677,-0.3671838,-0.706974099999999,-1.71864139999999,7.63757179674661,924.057531692284,19813011,Sub-Saharan Africa,Low income,0,0,0,0,6.8287743334396165,16.80184940106728,4,0.01369381445836994,0.07183368988364719,6,8
CA-3-A032220001,2018,0,-1470336.0731878958,NA,695685.524278677,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,0,0.4586334957045235,5,0,9296953.553835329,-0.4790175,-0.744831199999999,-1.87828559999999,7.84036507419255,996.379292136901,20442030,Sub-Saharan Africa,Low income,0,0,1,0,6.904128000491313,16.833103633436856,3,0.00196911738798287,0.06293592716151443,5,7
CA-3-A032220001,2019,0,-2125670.3940886697,NA,655334.3209007741,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,0,0.6653825201241397,3,0,5132054.820548909,-0.5066704,-0.7719638,-2.05500729999999,9.18392582641081,971.949318638092,21068405,Sub-Saharan Africa,Low income,0,0,0,0,6.879303661782198,16.863285082867517,2,2.231010613198975e-4,0.03708272675197809,4,5
CA-3-A032220001,2020,0,-2270161.154116819,NA,144490.76002814918,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,0,0.5766841126992578,3,0,145811.49894440532,-0.6560614,-0.7753949,-2.0594968,7.85280228909771,953.242943290974,21713836,Sub-Saharan Africa,Low income,1,1,1,0,6.85986979592084,16.893460219014454,2,3.0849355813401065e-4,0.03066034265933087,6,7
CA-3-A032220001,2021,0,-2294103.384940183,NA,23942.23082336383,0,CA-3,"EN: Foreign Affairs, Trade and Development Canada (DFATD), FR: Affaires étrangères, Commerce et Développement Canada (MAECD)",Bilateral,A02_sector,ML,4,Closed,110,NA,1,Standard grant,not declared,Bilateral,1,16.342145510100327,NA,275,0.02917465474861236,NA,NA,1,0,200571.36523574943,-0.811539599999999,-0.896400299999999,-2.3319481,6.48984920982866,1027.27345365357,22388630,Sub-Saharan Africa,Low income,1,1,0,1,6.934663438998207,16.924063798672503,2,0.00217199219267936,0.00975023482829739,4,4
