iatiidentifier,year,interrupted_flag,balance_owed,balance_share,disbursement_usd,commitment_usd,donor_ref,donor,x1_donor_type,modality,recipient_main,status_code,status_name,finance_type,flow_type,collaboration_type,finance_type_name,flow_type_name,collaboration_type_name,hierarchy,log_commitment,planned_duration_days,y2_early_days,y1_gap_full,s1_share,s2_hhi_net,s3_n_donors,cum_commit,disb_year,voice_account,corruption_ctrl,pol_stability,aid_dependence,gdp_pc,population,region,income_group,coup,coup_attempt,election_year,single_donor,log_gdp_pc,log_pop,net_degree,net_between,net_eigen,net_peers,net_peer_str
44000-P169956,2021,0,0,0,70000000,50000000,44000,EN: World Bank,Multilateral,A02_sector,VC,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.31532022829454,1298,0,0,1,NA,1,90000000,70000000,0.6155269,0.7401119,1.0408786,14.4869430698902,8641.27904024443,102841,Latin America & Caribbean,Upper middle income,NA,NA,NA,1,9.064305887907024,11.540939385175411,59,0.6934502886604991,1,9,60
44000-P169983,2022,0,0,0,500000000,500000000,44000,EN: World Bank,Multilateral,A02_sector,AO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,514,0,0,0.9691826949950504,9.4970628776813e-4,2,2150000000,500000000,-1.0480912,-0.6031537,-0.5414068,0.0797961262029847,3598.53669077341,35635029,Sub-Saharan Africa,Lower middle income,0,0,1,0,8.18828256702577,17.388839672724426,62,0.6378585585115697,1,10,71
44000-P170052,2019,1,400000000,1,0,400000000,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.806975105072254,502,0,0,0.32967032967032966,0.4493418669242845,2,1650000000,450000000,-0.186875699999999,-0.6111557,-1.0094929,0.213984189835829,3400.78949767074,110804683,East Asia & Pacific,Upper middle income,0,0,1,0,8.131762888846074,18.523279596727264,53,0.6409087280099744,1,12,59
44000-P170052,2020,0,0,0,400000000,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.806975105072254,502,0,0,0.33471356309122857,0.4426060431347687,2,3250000000,1400000000,-0.2661611,-0.5392618,-0.9415427,0.374480808619051,3227.57910235199,112081264,East Asia & Pacific,Upper middle income,0,0,0,0,8.079487631282424,18.53473473758825,73,0.650701274355751,1,10,98
44000-P170052,2021,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.806975105072254,502,0,0,0.37669130160609166,0.3885137334935082,2,4750000000,1082500000,-0.374633899999999,-0.5743865,-1.0935816,0.400624903864076,3484.38593882819,113100950,East Asia & Pacific,Upper middle income,0,0,0,0,8.156047106472293,18.543791340697403,59,0.6934502886604991,1,9,60
44000-P170052,2022,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.806975105072254,502,0,0,0.3582257559071508,0.411874180380948,2,4750000000,720000000,-0.3442518,-0.5774689,-0.899042399999999,0.376911574705654,3548.06930572116,113964338,East Asia & Pacific,Upper middle income,0,0,1,0,8.17415887698197,18.551396132857555,62,0.6378585585115697,1,10,71
44000-P170052,2023,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.806975105072254,502,0,0,0.3987181759014457,0.3494324470609756,3,7200000000,1647500000,-0.363659,-0.5690313,-0.709066,0.379972081131524,3804.08274131718,114891199,East Asia & Pacific,Upper middle income,0,0,0,0,8.243830174563634,18.559496142844377,65,0.6275509997946984,1,10,88
44000-P170113,2022,0,2571720,0.04559787234042553,53828280,56400000,44000,EN: World Bank,Multilateral,A02_sector,XK,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.847979716468288,1438,0,0.04559787234042556,0.6428559216262887,0.12755189271740763,2,56400000,53828280,0.150453,-0.2951205,-0.0510421999999999,4.03047649520143,5298.1473871027,1768096,Europe & Central Asia,Upper middle income,0,0,0,0,8.575112488830246,14.38541381934814,62,0.6378585585115697,1,10,71
44000-P170223,2020,0,0,0,70000000,70000000,44000,EN: World Bank,Multilateral,A02_sector,JM,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.064005800013632,645,0,0,0.23369565217391303,0.5872223534971645,2,215000000,70000000,0.5120442,-0.0800814,0.1525241,0.466450960225852,5299.04530804283,2830739,Latin America & Caribbean,Upper middle income,0,0,1,0,8.575281952756798,14.856048366272772,73,0.650701274355751,1,10,98
44000-P170248,2020,0,-1213373,-0.01213373,101213373,100000000,44000,EN: World Bank,Multilateral,A02_sector,NP,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.420680743952367,548,0,-0.01213372999999995,0.4760830889552921,0.12377474395147764,4,550000000,126735821,-0.1316182,-0.701156999999999,-0.250305599999999,5.20289798982393,1154.21517578318,28966574,South Asia,Lower middle income,0,0,0,0,7.051175890503701,17.181653102482993,73,0.650701274355751,1,10,98
44000-P170366,2019,0,-638880,-0.00354933333333333,180638880,180000000,44000,EN: World Bank,Multilateral,A02_sector,SN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.449673697088752,503,0,-0.00913135081436444,0.6147748982054415,0.07485765322352983,3,420000000,360702200,0.0547521,-3.28699999999999e-4,0.0630715999999999,6.3267140191711,1431.18128932159,16352922,Sub-Saharan Africa,Lower middle income,0,0,1,0,7.266255458689256,16.609917154936138,53,0.6409087280099744,1,12,59
44000-P170366,2020,0,-2379822,-0.00849936428571428,101740942,100000000,44000,EN: World Bank,Multilateral,A02_sector,SN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.449673697088752,503,0,-0.00913135081436444,0.5250788973475021,0.08104240892500436,5,520000000,101740942,0.0435201,-0.0155587,-0.0271012,6.7393493746981,1461.08720350553,16789219,Sub-Saharan Africa,Lower middle income,0,0,0,0,7.286936097516032,16.63624751218863,73,0.650701274355751,1,10,98
44000-P170366,2021,0,-2555177,-0.00913135081436447,0,-175355,44000,EN: World Bank,Multilateral,A02_sector,SN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.449673697088752,503,0,-0.00913135081436444,0.5194758311443096,0.11952659565940138,4,520000000,0,0.0312057,0.0360917,-0.1040585,5.17813165897132,1598.10676952274,17220867,Sub-Saharan Africa,Lower middle income,0,0,0,0,7.376574938564032,16.661632404128476,59,0.6934502886604991,1,9,60
44000-P170477,2020,1,50000000,1,0,50000000,44000,EN: World Bank,Multilateral,A02_sector,PE,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.72753356339242,734,0,0,0.6963249808640454,0.08381974162226946,3,2950000000,1834319757,0.364213,-0.4980887,-0.2963963,0.249894242963778,6133.32552410183,32838579,Latin America & Caribbean,Upper middle income,0,0,1,0,8.72149238168389,17.307114571210363,73,0.650701274355751,1,10,98
44000-P170477,2021,0,0,0,50000000,0,44000,EN: World Bank,Multilateral,A02_sector,PE,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.72753356339242,734,0,0,0.6292212589906396,0.13057098478960405,3,4050000000,1150000000,0.2154894,-0.509709,-0.334168099999999,0.145927418392202,6828.53422535638,33155882,Latin America & Caribbean,Upper middle income,0,0,1,0,8.828865321239824,17.316730694753694,59,0.6934502886604991,1,9,60
44000-P170558,2019,1,13500000,1,0,13500000,44000,EN: World Bank,Multilateral,A02_sector,TV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.41788182234768,1114,0,-0.02971234842025993,0.7029702970297029,0.08822664444662282,3,21300000,0,1.142705,0.3922741,1.1436032,50.9664709186189,5058.85266607659,10581,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.528894990736122,9.266815218904162,53,0.6409087280099744,1,12,59
44000-P170558,2020,0,-396691,-0.02938451851851851,13896691,0,44000,EN: World Bank,Multilateral,A02_sector,TV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.41788182234768,1114,0,-0.02971234842025993,0.6209912536443148,0.1436476298141081,3,21300000,13896691,0.8830669,0.2051999,1.234863,60.6779014948573,5029.57159284173,10399,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.523090089057382,9.249464926660233,73,0.650701274355751,1,10,98
44000-P170558,2021,0,-396691,-0.02938451851851851,0,0,44000,EN: World Bank,Multilateral,A02_sector,TV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.41788182234768,1114,0,-0.02971234842025993,0.749034749034749,0.0629835571920514,2,38800000,0,0.9314732,0.2034342,1.2851524,43.4974105887582,6042.51983141155,10194,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.706576394560097,9.229554590899989,59,0.6934502886604991,1,9,60
44000-P170558,2022,0,-396691,-0.02938451851851851,0,0,44000,EN: World Bank,Multilateral,A02_sector,TV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.41788182234768,1114,0,-0.02971234842025993,0.6815710564175712,0.06026110149262953,3,38800000,7564536,0.9360094,0.2445984,1.4735212,85.0871322599163,5414.74642912412,9992,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.596881330845413,9.209540051805414,62,0.6378585585115697,1,10,71
44000-P170558,2023,0,-400989,-0.02971234842026002,0,-4298,44000,EN: World Bank,Multilateral,A02_sector,TV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.41788182234768,1114,0,-0.02971234842025993,0.7946287519747235,0.04217734951545959,2,50300000,7466872,0.9345048,0.2425155,1.4739295,101.780326186701,5143.8397437226,9816,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.545555111412446,9.191768986390748,65,0.6275509997946984,1,10,88
44000-P170568,2020,0,-6185262,-0.012370524,506185262,500000000,44000,EN: World Bank,Multilateral,A02_sector,PK,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118652386463,375,0,-0.01237052804948213,0.39507809698738194,0.30596044567353553,3,3301600000,1012291240,-0.8727743,-0.9370003,-1.5881564,0.879109699815451,1278.39735206896,235001746,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,7.153362503724633,19.275103501868067,73,0.650701274355751,1,10,98
44000-P170568,2021,0,-6185264,-0.01237052804948211,0,-2,44000,EN: World Bank,Multilateral,A02_sector,PK,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118652386463,375,0,-0.01237052804948213,0.4333596272124747,0.2704230457890137,3,4101600000,794557474,-0.9211047,-0.906181199999999,-1.6496402,0.849773385600569,1455.31922370186,239477801,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,7.282980553274667,19.29397128158408,59,0.6934502886604991,1,9,60
44000-P170728,2020,0,0,0,400000000,400000000,44000,EN: World Bank,Multilateral,A02_sector,CO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.806975105072254,735,0,0,0.5538209207281448,0.19186229174858033,3,7018500000,1350000000,0.0627933,-0.256463899999999,-0.6819314,0.698331914308264,5339.68711357943,50629997,Latin America & Caribbean,Upper middle income,0,0,0,0,8.582922337274953,17.740054784692685,73,0.650701274355751,1,10,98
44000-P170914,2020,1,600000000,1,0,600000000,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.21244021318042,471,0,0,0.33471356309122857,0.4426060431347687,2,3250000000,1400000000,-0.2661611,-0.5392618,-0.9415427,0.374480808619051,3227.57910235199,112081264,East Asia & Pacific,Upper middle income,0,0,0,0,8.079487631282424,18.53473473758825,73,0.650701274355751,1,10,98
44000-P170914,2021,0,0,0,600000000,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.21244021318042,471,0,0,0.37669130160609166,0.3885137334935082,2,4750000000,1082500000,-0.374633899999999,-0.5743865,-1.0935816,0.400624903864076,3484.38593882819,113100950,East Asia & Pacific,Upper middle income,0,0,0,0,8.156047106472293,18.543791340697403,59,0.6934502886604991,1,9,60
44000-P170914,2022,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.21244021318042,471,0,0,0.3582257559071508,0.411874180380948,2,4750000000,720000000,-0.3442518,-0.5774689,-0.899042399999999,0.376911574705654,3548.06930572116,113964338,East Asia & Pacific,Upper middle income,0,0,1,0,8.17415887698197,18.551396132857555,62,0.6378585585115697,1,10,71
44000-P170914,2023,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.21244021318042,471,0,0,0.3987181759014457,0.3494324470609756,3,7200000000,1647500000,-0.363659,-0.5690313,-0.709066,0.379972081131524,3804.08274131718,114891199,East Asia & Pacific,Upper middle income,0,0,0,0,8.243830174563634,18.559496142844377,65,0.6275509997946984,1,10,88
44000-P170934,2020,0,-2519970,-0.01703257857384251,150469970,147950000,44000,EN: World Bank,Multilateral,A02_sector,BF,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.812384936810492,456,0,-0.01703257857384255,0.4743703277985992,0.17521894350177625,5,622950000,150469970,-0.2152963,-0.2018274,-1.4159765,10.12720647571,825.237038782475,21478690,Sub-Saharan Africa,Low income,0,0,1,0,6.715670664802603,16.88257183878054,73,0.650701274355751,1,10,98
44000-P170940,2020,0,-1870192,-0.00311698666666666,601870192,600000000,44000,EN: World Bank,Multilateral,A02_sector,ID,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.21244021318042,395,0,-0.00311698666666671,0.2922346058714573,0.5009318531259315,2,3100000000,601870192,0.1051795,-0.3456603,-0.539945999999999,0.117593215290661,3853.70288774146,274814866,East Asia & Pacific,Upper middle income,0,0,0,0,8.256789754082872,19.431608214374723,73,0.650701274355751,1,10,98
44000-P171006,2020,1,84400000,1,0,84400000,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.251077959566185,713,0,-0.01906374407582944,0.4577040894376648,0.18434863029713988,4,969400000,125000000,-1.09107209999999,-0.3131812,0.1302346,0.353395254058579,3534.03953482647,98079191,East Asia & Pacific,Upper middle income,0,0,0,0,8.170196839808145,18.40128578174948,73,0.650701274355751,1,10,98
44000-P171006,2021,0,-1608980,-0.01906374407582938,86008980,0,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.251077959566185,713,0,-0.01906374407582944,0.5291983520200053,0.13897225943818164,3,1290900000,86008980,-1.0661124,-0.310677,0.1345844,0.151801839170189,3704.1935590038,98935098,East Asia & Pacific,Upper middle income,0,0,1,0,8.21722085115122,18.409974617357538,59,0.6934502886604991,1,9,60
44000-P171071,2020,0,-147340.00000000093,-0.02678909090909107,5647340.000000001,5500000,44000,EN: World Bank,Multilateral,A02_sector,TO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,15.5202586502027,640,0,-0.02678909090909087,0.4259250797038931,0.22798992602338056,3,46000000,36325091,0.9677672,-0.2816956,1.1156731,30.0519383690215,4792.35872413906,105704,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.474777995954065,11.568398014094052,73,0.650701274355751,1,10,98
44000-P171080,2020,0,-758531,-0.03034124,25758531,25000000,44000,EN: World Bank,Multilateral,A02_sector,CV,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.034386382832476,475,0,-0.03034124000000004,0.42267501223688225,0.33330414149568405,2,100500000,35776187,0.7194835,0.8002643,0.839032,8.93238314889847,3539.22661248299,514679,Sub-Saharan Africa,Upper middle income,0,0,0,0,8.171663511209541,13.151298684342192,73,0.650701274355751,1,10,98
44000-P171190,2020,0,0,0,500000000,500000000,44000,EN: World Bank,Multilateral,A02_sector,EC,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,226,0,0,0.5597014925373134,0.1938627756738694,2,1500000000,1000000000,-0.1590886,-0.5183859,-0.1513823,0.373046759663522,5463.64515348598,17546065,Latin America & Caribbean,Upper middle income,0,0,0,0,8.605871456514745,16.68034026621165,73,0.650701274355751,1,10,98
44000-P171216,2021,1,100000000,1,0,100000000,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,NA,639,0,NA,0.5291983520200053,0.13897225943818164,3,1290900000,86008980,-1.0661124,-0.310677,0.1345844,0.151801839170189,3704.1935590038,98935098,East Asia & Pacific,Upper middle income,0,0,1,0,8.21722085115122,18.409974617357538,59,0.6934502886604991,1,9,60
44000-P171216,2022,0,0,NA,0,-100000000,44000,EN: World Bank,Multilateral,A02_sector,VN,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,NA,639,0,NA,0.5991645393362729,0.16066906652550234,2,1290900000,204965948,-1.0863991,-0.2459866,0.1227944,0.0127149180103884,4147.69777213621,99680655,East Asia & Pacific,Upper middle income,0,0,0,0,8.330308705589859,18.417482184009117,62,0.6378585585115697,1,10,71
44000-P171238,2021,0,567791.9999999963,0.01892639999999987,29432208.000000004,30000000,44000,EN: World Bank,Multilateral,A02_sector,MR,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,730,0,0.0189263999999999,0.8170391326959727,0.03347467896464184,2,202000000,29432208.000000004,-0.894332599999999,-0.879153,-0.5222228,4.99040890882395,1947.47413907209,4734874,Sub-Saharan Africa,Lower middle income,0,0,0,0,7.574288498618015,15.370465673899783,59,0.6934502886604991,1,9,60
44000-P171311,2021,1,360000000,1,0,360000000,44000,EN: World Bank,Multilateral,A02_sector,EG,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.70161458941443,1212,0,0,0.4632863553643814,0.288061536338049,2,1510000000,0,-1.65797359999999,-0.7873199,-1.066781,1.9629864245859,3827.35415374308,110957008,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.249929021970582,18.524653368935343,59,0.6934502886604991,1,9,60
44000-P171311,2022,0,0,0,360000000,0,44000,EN: World Bank,Multilateral,A02_sector,EG,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.70161458941443,1212,0,0,0.4166772477507325,0.3402654332916603,2,1510000000,360000000,-1.6315045,-0.7776624,-0.9542974,1.26227769655957,4233.30783744856,112618250,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.35073896111049,18.539514338689372,62,0.6378585585115697,1,10,71
44000-P171440,2020,0,0,0,500000000,500000000,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,776,0,0,0.33471356309122857,0.4426060431347687,2,3250000000,1400000000,-0.2661611,-0.5392618,-0.9415427,0.374480808619051,3227.57910235199,112081264,East Asia & Pacific,Upper middle income,0,0,0,0,8.079487631282424,18.53473473758825,73,0.650701274355751,1,10,98
44000-P171440,2021,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,776,0,0,0.37669130160609166,0.3885137334935082,2,4750000000,1082500000,-0.374633899999999,-0.5743865,-1.0935816,0.400624903864076,3484.38593882819,113100950,East Asia & Pacific,Upper middle income,0,0,0,0,8.156047106472293,18.543791340697403,59,0.6934502886604991,1,9,60
44000-P171440,2022,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,776,0,0,0.3582257559071508,0.411874180380948,2,4750000000,720000000,-0.3442518,-0.5774689,-0.899042399999999,0.376911574705654,3548.06930572116,113964338,East Asia & Pacific,Upper middle income,0,0,1,0,8.17415887698197,18.551396132857555,62,0.6378585585115697,1,10,71
44000-P171440,2023,0,0,0,0,0,44000,EN: World Bank,Multilateral,A02_sector,PH,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,776,0,0,0.3987181759014457,0.3494324470609756,3,7200000000,1647500000,-0.363659,-0.5690313,-0.709066,0.379972081131524,3804.08274131718,114891199,East Asia & Pacific,Upper middle income,0,0,0,0,8.243830174563634,18.559496142844377,65,0.6275509997946984,1,10,88
44000-P171465,2020,1,20000000,1,0,20000000,44000,EN: World Bank,Multilateral,A02_sector,GD,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,16.811242831518264,2328,0,0,1,NA,1,134340000,20000000,0.3626019,0.3784368,1.0425879,7.16091384175973,8968.55890108484,116341,Latin America & Caribbean,Upper middle income,NA,NA,NA,1,9.101480284518914,11.66428081292377,73,0.650701274355751,1,10,98
44000-P171474,2020,1,20000000,1,0,20000000,44000,EN: World Bank,Multilateral,A02_sector,HT,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,NA,1008,0,NA,0.1827436955709324,0.6679078671290568,2,40000000,0,-0.8710311,-1.44666959999999,-1.0389171,6.11553096179816,1290.32538667383,11243848,Latin America & Caribbean,Lower middle income,0,0,0,0,7.162649703280781,16.235331692596304,73,0.650701274355751,1,10,98
44000-P171474,2021,0,-860042,NA,0,-20860042,44000,EN: World Bank,Multilateral,A02_sector,HT,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,NA,1008,0,NA,0.1827436955709324,0.6679078671290568,2,40000000,0,-1.0935313,-1.4853353,-1.2132391,4.58459207315349,1824.6798742577,11374586,Latin America & Caribbean,Lower middle income,0,0,0,0,7.509159839264576,16.246892126534558,59,0.6934502886604991,1,9,60
44000-P171554,2020,1,150000000,1,0,150000000,44000,EN: World Bank,Multilateral,A02_sector,RW,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.82614585206053,926,0,-0.01498537333333338,0.47541979437433046,0.13924851307957706,3,955000000,103428240,-0.7112164,0.5134655,0.1600853,15.8086363411585,802.638686936204,13065837,Sub-Saharan Africa,Low income,0,0,0,0,6.687904658684847,16.385511519178735,73,0.650701274355751,1,10,98
44000-P171554,2021,0,-2247806,-0.01498537333333333,152247806,0,44000,EN: World Bank,Multilateral,A02_sector,RW,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,18.82614585206053,926,0,-0.01498537333333338,0.4994762954426663,0.12539569618949514,3,1130000000,152247806,-0.5382498,0.4694992,0.115233,12.0208015196493,842.581492947672,13355260,Sub-Saharan Africa,Low income,0,0,0,0,6.736470385083039,16.4074208727006,59,0.6934502886604991,1,9,60
44000-P171570,2020,0,-706329.9999999404,-0.0015398480790632,459407425,458701095.00000006,44000,EN: World Bank,Multilateral,A02_sector,SO,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,19.943909346745716,503,0,-0.00153984807906337,0.7916907540619398,0.04339274194328324,2,458701095.00000006,459407425,-1.6658247,-1.5494727,-2.3507544,35.4513955829502,518.16113333875,16651191,Sub-Saharan Africa,Low income,0,0,0,0,6.25028626210932,16.627992303364,73,0.650701274355751,1,10,98
44000-P171585,2022,1,30000000,1,0,30000000,44000,EN: World Bank,Multilateral,A02_sector,MR,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,364,0,-0.00236269999999994,1,NA,1,232000000,0,-0.8832882,-0.8477941,-0.2992865,3.44773067994642,1961.28166648869,4875637,Sub-Saharan Africa,Lower middle income,0,0,0,1,7.581353449991435,15.399761320544606,62,0.6378585585115697,1,10,71
44000-P171585,2023,0,-70881,-0.0023627,30070881,0,44000,EN: World Bank,Multilateral,A02_sector,MR,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.216707939626428,364,0,-0.00236269999999994,1,NA,1,232000000,30070881,-0.838849299999999,-0.7965253,-0.504269499999999,3.92190083534365,2127.9576285973,5022441,Sub-Saharan Africa,Lower middle income,0,0,1,1,7.662917938889851,15.429426628464348,65,0.6275509997946984,1,10,88
44000-P171587,2020,0,-44564935,-0.08912987,544564935,500000000,44000,EN: World Bank,Multilateral,A02_sector,MA,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,583,0,-0.08912987000000006,0.4234857763896993,0.20687460172391509,3,2305000000,816546705,-0.6956447,-0.408551999999999,-0.409449199999999,1.52210244830714,3268.0302734375,36584208,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,8.091942719534753,17.41512722984946,73,0.650701274355751,1,10,98
44000-P171751,2020,0,0,0,500000000,500000000,44000,EN: World Bank,Multilateral,A02_sector,UZ,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,693,0,0,0.5491708166751519,0.1904054149061653,3,1700000000,700000000,-1.2394383,-0.835694199999999,-0.3614058,2.08215014834937,2087.96374711792,33586372,Europe & Central Asia,Lower middle income,0,0,1,0,7.643944586360382,17.32963094741934,73,0.650701274355751,1,10,98
44000-P171764,2020,0,9589111,0.38356444,15410889,25000000,44000,EN: World Bank,Multilateral,A02_sector,WS,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.034386382832476,1092,0,-0.00363139999999995,0.5553145336225597,0.1977451640073216,2,51200000,20507497,0.8745935,0.8109135,1.1753028,19.9605864722959,4099.59660548583,211944,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.318643858945999,12.264077367816748,73,0.650701274355751,1,10,98
44000-P171764,2021,1,9589111,0.38356444,0,0,44000,EN: World Bank,Multilateral,A02_sector,WS,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.034386382832476,1092,0,-0.00363139999999995,NA,NA,NA,NA,NA,0.8153309,0.7667536,1.1396511,10.1604899595608,4021.55934894283,213779,East Asia & Pacific,Upper middle income,NA,NA,NA,NA,8.299425004147158,12.272698050110945,59,0.6934502886604991,1,9,60
44000-P171764,2022,0,-90785,-0.0036314,9679896,0,44000,EN: World Bank,Multilateral,A02_sector,WS,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.034386382832476,1092,0,-0.00363139999999995,0.5734388742304309,0.1819543940178021,2,65200000,23507397,1.0897941,0.7661609,1.2343417,14.7401480833018,4132.44717734444,215261,East Asia & Pacific,Upper middle income,NA,NA,NA,0,8.326625047361686,12.27960652435242,62,0.6378585585115697,1,10,71
44000-P171780,2020,0,179084,0.0044771,39820916,40000000,44000,EN: World Bank,Multilateral,A02_sector,BT,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,17.50439001207821,456,0,0.00447710000000001,0.4972972972972973,0.25271000730460186,2,128800000,54861390,0.337151,1.3421241,1.1154419,8.80005363209277,3191.66906999331,770006,South Asia,Lower middle income,0,0,0,0,8.068299278380968,13.5541535860073,73,0.650701274355751,1,10,98
44000-P171850,2020,0,-6105978,-0.012211956,506105978,500000000,44000,EN: World Bank,Multilateral,A02_sector,PK,3,Finalisation,NA,NA,2,not declared,not declared,Multilateral (inflows),1,20.030118656386467,545,0,-0.01221195600000002,0.39507809698738194,0.30596044567353553,3,3301600000,1012291240,-0.8727743,-0.9370003,-1.5881564,0.879109699815451,1278.39735206896,235001746,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,0,0,0,0,7.153362503724633,19.275103501868067,73,0.650701274355751,1,10,98
