iso2,iso3,year,coup,coup_attempt,election_year
IQ,IRQ,2017,0,0,0
IQ,IRQ,2018,0,0,1
IQ,IRQ,2019,0,0,0
IQ,IRQ,2020,0,0,0
IQ,IRQ,2021,0,0,1
IQ,IRQ,2022,0,0,0
IQ,IRQ,2023,0,0,0
IQ,IRQ,2024,0,0,0
IQ,IRQ,2025,0,0,1
IE,IRL,2014,0,0,0
IE,IRL,2015,0,0,0
IE,IRL,2016,0,0,1
IE,IRL,2017,0,0,0
IE,IRL,2018,0,0,1
IE,IRL,2019,0,0,0
IE,IRL,2020,0,0,1
IE,IRL,2021,0,0,0
IE,IRL,2022,0,0,0
IE,IRL,2023,0,0,0
IE,IRL,2024,0,0,1
IE,IRL,2025,0,0,1
IT,ITA,2014,0,0,0
IT,ITA,2015,0,0,0
IT,ITA,2016,0,0,0
IT,ITA,2017,0,0,0
IT,ITA,2018,0,0,1
IT,ITA,2019,0,0,0
IT,ITA,2020,0,0,0
IT,ITA,2021,0,0,0
IT,ITA,2022,0,0,1
IT,ITA,2023,0,0,0
IT,ITA,2024,0,0,0
IT,ITA,2025,0,0,0
JO,JOR,2014,0,0,0
JO,JOR,2015,0,0,0
JO,JOR,2016,0,0,1
JO,JOR,2017,0,0,0
JO,JOR,2018,0,0,0
JO,JOR,2019,0,0,0
JO,JOR,2020,0,0,1
JO,JOR,2021,0,0,0
JO,JOR,2022,0,0,0
JO,JOR,2023,0,0,0
JO,JOR,2024,0,0,1
JO,JOR,2025,0,0,0
LV,LVA,2014,0,0,1
LV,LVA,2015,0,0,0
LV,LVA,2016,0,0,0
LV,LVA,2017,0,0,0
LV,LVA,2018,0,0,1
LV,LVA,2019,0,0,0
LV,LVA,2020,0,0,0
LV,LVA,2021,0,0,0
LV,LVA,2022,0,0,1
LV,LVA,2023,0,0,0
LV,LVA,2024,0,0,0
LV,LVA,2025,0,0,0
LS,LSO,2014,0,1,0
LS,LSO,2015,0,0,1
LS,LSO,2016,0,0,0
LS,LSO,2017,0,0,1
LS,LSO,2018,0,0,0
LS,LSO,2019,0,0,0
LS,LSO,2020,0,0,0
LS,LSO,2021,0,0,0
LS,LSO,2022,0,0,1
LS,LSO,2023,0,0,0
LS,LSO,2024,0,0,0
LS,LSO,2025,0,0,0
LR,LBR,2014,0,0,0
LR,LBR,2015,0,0,0
LR,LBR,2016,0,0,0
LR,LBR,2017,0,0,1
LR,LBR,2018,0,0,0
LR,LBR,2019,0,0,0
LR,LBR,2020,0,0,0
LR,LBR,2021,0,0,0
LR,LBR,2022,0,0,0
LR,LBR,2023,0,0,1
LR,LBR,2024,0,0,0
LR,LBR,2025,0,0,0
MW,MWI,2014,0,0,1
MW,MWI,2015,0,0,0
MW,MWI,2016,0,0,0
MW,MWI,2017,0,0,0
MW,MWI,2018,0,0,0
MW,MWI,2019,0,0,1
MW,MWI,2020,0,0,1
MW,MWI,2021,0,0,0
MW,MWI,2022,0,0,0
MW,MWI,2023,0,0,0
MW,MWI,2024,0,0,0
MW,MWI,2025,0,0,1
MV,MDV,2014,0,0,1
MV,MDV,2015,0,0,0
MV,MDV,2016,0,0,0
MV,MDV,2017,0,0,0
MV,MDV,2018,0,0,1
MV,MDV,2019,0,0,1
MV,MDV,2020,0,0,0
MV,MDV,2021,0,0,0
MV,MDV,2022,0,0,0
MV,MDV,2023,0,0,1
MV,MDV,2024,0,0,1
MV,MDV,2025,0,0,0
MN,MNG,2014,0,0,0
MN,MNG,2015,0,0,0
MN,MNG,2016,0,0,1
MN,MNG,2017,0,0,1
MN,MNG,2018,0,0,0
MN,MNG,2019,0,0,0
MN,MNG,2020,0,0,1
MN,MNG,2021,0,0,1
MN,MNG,2022,0,0,0
MN,MNG,2023,0,0,0
MN,MNG,2024,0,0,1
MN,MNG,2025,0,0,0
MA,MAR,2014,0,0,0
MA,MAR,2015,0,0,0
MA,MAR,2016,0,0,1
MA,MAR,2017,0,0,0
MA,MAR,2018,0,0,0
MA,MAR,2019,0,0,0
MA,MAR,2020,0,0,0
MA,MAR,2021,0,0,1
MA,MAR,2022,0,0,0
MA,MAR,2023,0,0,0
MA,MAR,2024,0,0,0
MA,MAR,2025,0,0,0
NL,NLD,2014,0,0,0
NL,NLD,2015,0,0,0
NL,NLD,2016,0,0,0
NL,NLD,2017,0,0,1
NL,NLD,2018,0,0,0
NL,NLD,2019,0,0,0
NL,NLD,2020,0,0,0
NL,NLD,2021,0,0,1
NL,NLD,2022,0,0,0
NL,NLD,2023,0,0,1
NL,NLD,2024,0,0,0
NL,NLD,2025,0,0,1
PA,PAN,2014,0,0,1
PA,PAN,2015,0,0,0
PA,PAN,2016,0,0,0
PA,PAN,2017,0,0,0
PA,PAN,2018,0,0,0
PA,PAN,2019,0,0,1
PA,PAN,2020,0,0,0
PA,PAN,2021,0,0,0
PA,PAN,2022,0,0,0
PA,PAN,2023,0,0,0
PA,PAN,2024,0,0,1
PA,PAN,2025,0,0,0
PG,PNG,2014,0,0,0
PG,PNG,2015,0,0,0
PG,PNG,2016,0,0,0
PG,PNG,2017,0,0,1
PG,PNG,2018,0,0,0
PG,PNG,2019,0,0,0
PG,PNG,2020,0,0,0
PG,PNG,2021,0,0,0
PG,PNG,2022,0,0,1
PG,PNG,2023,0,0,0
PG,PNG,2024,0,0,0
PG,PNG,2025,0,0,0
QA,QAT,2014,0,0,0
QA,QAT,2015,0,0,0
QA,QAT,2016,0,0,0
QA,QAT,2017,0,0,0
QA,QAT,2018,0,0,0
QA,QAT,2019,0,0,0
QA,QAT,2020,0,0,0
QA,QAT,2021,0,0,1
QA,QAT,2022,0,0,0
QA,QAT,2023,0,0,0
QA,QAT,2024,0,0,0
QA,QAT,2025,0,0,0
SL,SLE,2014,0,0,0
SL,SLE,2015,0,0,0
SL,SLE,2016,0,0,0
SL,SLE,2017,0,0,0
SL,SLE,2018,0,0,1
SL,SLE,2019,0,0,0
SL,SLE,2020,0,0,0
SL,SLE,2021,0,0,0
SL,SLE,2022,0,0,0
SL,SLE,2023,0,0,1
SL,SLE,2024,0,0,0
SL,SLE,2025,0,0,0
ES,ESP,2014,0,0,0
ES,ESP,2015,0,0,1
ES,ESP,2016,0,0,1
ES,ESP,2017,0,0,0
ES,ESP,2018,0,0,0
ES,ESP,2019,0,0,1
ES,ESP,2020,0,0,0
ES,ESP,2021,0,0,0
ES,ESP,2022,0,0,0
ES,ESP,2023,0,0,1
ES,ESP,2024,0,0,0
ES,ESP,2025,0,0,0
SY,SYR,2014,0,0,1
SY,SYR,2015,0,0,0
SY,SYR,2016,0,0,1
SY,SYR,2017,0,0,0
SY,SYR,2018,0,0,0
SY,SYR,2019,0,0,0
SY,SYR,2020,0,0,1
SY,SYR,2021,0,0,1
SY,SYR,2022,0,0,0
SY,SYR,2023,0,0,0
SY,SYR,2024,0,0,1
SY,SYR,2025,0,0,0
TN,TUN,2014,0,0,1
TN,TUN,2015,0,0,0
TN,TUN,2016,0,0,0
TN,TUN,2017,0,0,0
TN,TUN,2018,0,0,0
TN,TUN,2019,0,0,1
TN,TUN,2020,0,0,0
TN,TUN,2021,0,0,0
TN,TUN,2022,0,0,1
TN,TUN,2023,0,0,1
TN,TUN,2024,0,0,1
TN,TUN,2025,0,0,0
TR,TUR,2014,0,0,1
TR,TUR,2015,0,0,1
TR,TUR,2016,0,1,0
TR,TUR,2017,0,0,0
TR,TUR,2018,0,0,1
TR,TUR,2019,0,0,0
TR,TUR,2020,0,0,0
TR,TUR,2021,0,0,0
TR,TUR,2022,0,0,0
TR,TUR,2023,0,0,1
TR,TUR,2024,0,0,0
TR,TUR,2025,0,0,0
UA,UKR,2014,1,1,1
UA,UKR,2015,0,0,0
UA,UKR,2016,0,0,0
UA,UKR,2017,0,0,0
UA,UKR,2018,0,0,0
UA,UKR,2019,0,0,1
UA,UKR,2020,0,0,0
UA,UKR,2021,0,0,0
UA,UKR,2022,0,0,0
UA,UKR,2023,0,0,0
UA,UKR,2024,0,0,0
UA,UKR,2025,0,0,0
GB,GBR,2014,0,0,0
GB,GBR,2015,0,0,1
GB,GBR,2016,0,0,0
GB,GBR,2017,0,0,1
GB,GBR,2018,0,0,0
GB,GBR,2019,0,0,1
GB,GBR,2020,0,0,0
GB,GBR,2021,0,0,0
GB,GBR,2022,0,0,0
GB,GBR,2023,0,0,0
GB,GBR,2024,0,0,1
GB,GBR,2025,0,0,0
UY,URY,2014,0,0,1
UY,URY,2015,0,0,0
UY,URY,2016,0,0,0
UY,URY,2017,0,0,0
UY,URY,2018,0,0,0
UY,URY,2019,0,0,1
UY,URY,2020,0,0,0
UY,URY,2021,0,0,0
UY,URY,2022,0,0,0
UY,URY,2023,0,0,0
UY,URY,2024,0,0,1
UY,URY,2025,0,0,0
DZ,DZA,2014,0,0,1
DZ,DZA,2015,0,0,0
DZ,DZA,2016,0,0,0
DZ,DZA,2017,0,0,1
DZ,DZA,2018,0,0,0
DZ,DZA,2019,0,0,1
DZ,DZA,2020,0,0,0
DZ,DZA,2021,0,0,1
DZ,DZA,2022,0,0,0
DZ,DZA,2023,0,0,0
DZ,DZA,2024,0,0,1
DZ,DZA,2025,0,0,0
AO,AGO,2014,0,0,0
AO,AGO,2015,0,0,0
AO,AGO,2016,0,0,0
AO,AGO,2017,0,0,1
AO,AGO,2018,0,0,0
AO,AGO,2019,0,0,0
AO,AGO,2020,0,0,0
AO,AGO,2021,0,0,0
AO,AGO,2022,0,0,1
AO,AGO,2023,0,0,0
AO,AGO,2024,0,0,0
AO,AGO,2025,0,0,0
AM,ARM,2014,0,0,0
AM,ARM,2015,0,0,0
AM,ARM,2016,0,0,0
AM,ARM,2017,0,0,1
AM,ARM,2018,0,0,1
AM,ARM,2019,0,0,0
AM,ARM,2020,0,0,0
AM,ARM,2021,0,0,1
AM,ARM,2022,0,0,0
AM,ARM,2023,0,0,0
AM,ARM,2024,0,0,0
AM,ARM,2025,0,0,0
AZ,AZE,2014,0,0,0
AZ,AZE,2015,0,0,1
AZ,AZE,2016,0,0,0
AZ,AZE,2017,0,0,0
AZ,AZE,2018,0,0,1
AZ,AZE,2019,0,0,0
AZ,AZE,2020,0,0,1
AZ,AZE,2021,0,0,0
AZ,AZE,2022,0,0,0
AZ,AZE,2023,0,0,0
AZ,AZE,2024,0,0,1
AZ,AZE,2025,0,0,0
BY,BLR,2014,0,0,0
BY,BLR,2015,0,0,1
BY,BLR,2016,0,0,1
BY,BLR,2017,0,0,0
BY,BLR,2018,0,0,0
BY,BLR,2019,0,0,1
BY,BLR,2020,0,0,1
BY,BLR,2021,0,0,0
BY,BLR,2022,0,0,0
BY,BLR,2023,0,0,0
BY,BLR,2024,0,0,1
BY,BLR,2025,0,0,1
CM,CMR,2014,0,0,0
CM,CMR,2015,0,0,0
CM,CMR,2016,0,0,0
CM,CMR,2017,0,0,0
CM,CMR,2018,0,0,1
CM,CMR,2019,0,0,0
CM,CMR,2020,0,0,1
CM,CMR,2021,0,0,0
CM,CMR,2022,0,0,0
CM,CMR,2023,0,0,0
CM,CMR,2024,0,0,0
CM,CMR,2025,0,0,1
TD,TCD,2014,0,0,0
TD,TCD,2015,0,0,0
TD,TCD,2016,0,0,1
TD,TCD,2017,0,0,0
TD,TCD,2018,0,0,0
TD,TCD,2019,0,0,0
TD,TCD,2020,0,0,0
TD,TCD,2021,1,1,1
TD,TCD,2022,0,0,0
TD,TCD,2023,0,0,0
TD,TCD,2024,0,0,1
TD,TCD,2025,0,0,0
CN,CHN,2014,0,0,0
CN,CHN,2015,0,0,0
CN,CHN,2016,0,0,0
CN,CHN,2017,0,0,0
CN,CHN,2018,0,0,0
CN,CHN,2019,0,0,0
CN,CHN,2020,0,0,0
CN,CHN,2021,0,0,0
CN,CHN,2022,0,0,0
CN,CHN,2023,0,0,0
CN,CHN,2024,0,0,0
CN,CHN,2025,0,0,0
CD,COD,2014,0,0,0
CD,COD,2015,0,0,0
CD,COD,2016,0,0,0
CD,COD,2017,0,0,0
CD,COD,2018,0,0,1
CD,COD,2019,0,0,0
CD,COD,2020,0,0,0
CD,COD,2021,0,0,0
CD,COD,2022,0,0,0
CD,COD,2023,0,0,1
CD,COD,2024,0,0,0
CD,COD,2025,0,0,0
CG,COG,2014,0,0,0
CG,COG,2015,0,0,0
CG,COG,2016,0,0,1
CG,COG,2017,0,0,1
CG,COG,2018,0,0,0
CG,COG,2019,0,0,0
CG,COG,2020,0,0,0
CG,COG,2021,0,0,1
CG,COG,2022,0,0,1
CG,COG,2023,0,0,0
CG,COG,2024,0,0,0
CG,COG,2025,0,0,0
DJ,DJI,2014,0,0,0
DJ,DJI,2015,0,0,0
DJ,DJI,2016,0,0,1
DJ,DJI,2017,0,0,0
DJ,DJI,2018,0,0,1
DJ,DJI,2019,0,0,0
DJ,DJI,2020,0,0,0
DJ,DJI,2021,0,0,1
DJ,DJI,2022,0,0,0
DJ,DJI,2023,0,0,1
DJ,DJI,2024,0,0,0
DJ,DJI,2025,0,0,0
DO,DOM,2014,0,0,0
DO,DOM,2015,0,0,0
DO,DOM,2016,0,0,1
DO,DOM,2017,0,0,0
DO,DOM,2018,0,0,0
DO,DOM,2019,0,0,0
DO,DOM,2020,0,0,1
DO,DOM,2021,0,0,0
DO,DOM,2022,0,0,0
DO,DOM,2023,0,0,0
DO,DOM,2024,0,0,1
DO,DOM,2025,0,0,0
ER,ERI,2014,0,0,0
ER,ERI,2015,0,0,0
ER,ERI,2016,0,0,0
ER,ERI,2017,0,0,0
ER,ERI,2018,0,0,0
ER,ERI,2019,0,0,0
ER,ERI,2020,0,0,0
ER,ERI,2021,0,0,0
ER,ERI,2022,0,0,0
ER,ERI,2023,0,0,0
ER,ERI,2024,0,0,0
ER,ERI,2025,0,0,0
GA,GAB,2014,0,0,0
GA,GAB,2015,0,0,0
GA,GAB,2016,0,0,1
GA,GAB,2017,0,0,0
GA,GAB,2018,0,0,1
GA,GAB,2019,0,1,0
GA,GAB,2020,0,0,0
GA,GAB,2021,0,0,0
GA,GAB,2022,0,0,0
GA,GAB,2023,1,1,1
GA,GAB,2024,0,0,0
GA,GAB,2025,0,0,1
GM,GMB,2014,0,0,0
GM,GMB,2015,0,0,0
GM,GMB,2016,0,0,1
GM,GMB,2017,0,0,1
GM,GMB,2018,0,0,0
GM,GMB,2019,0,0,0
GM,GMB,2020,0,0,0
GM,GMB,2021,0,0,1
GM,GMB,2022,0,0,1
GM,GMB,2023,0,0,0
GM,GMB,2024,0,0,0
GM,GMB,2025,0,0,0
GE,GEO,2014,0,0,0
GE,GEO,2015,0,0,0
GE,GEO,2016,0,0,1
GE,GEO,2017,0,0,0
GE,GEO,2018,0,0,1
GE,GEO,2019,0,0,0
GE,GEO,2020,0,0,1
GE,GEO,2021,0,0,0
GE,GEO,2022,0,0,0
GE,GEO,2023,0,0,0
GE,GEO,2024,0,0,1
GE,GEO,2025,0,0,0
GW,GNB,2014,0,0,1
GW,GNB,2015,0,0,0
GW,GNB,2016,0,0,0
GW,GNB,2017,0,0,0
GW,GNB,2018,0,0,0
GW,GNB,2019,0,0,1
GW,GNB,2020,0,0,0
GW,GNB,2021,0,0,0
GW,GNB,2022,0,1,0
GW,GNB,2023,0,0,1
GW,GNB,2024,0,0,0
GW,GNB,2025,1,1,1
JM,JAM,2014,0,0,0
JM,JAM,2015,0,0,0
JM,JAM,2016,0,0,1
JM,JAM,2017,0,0,0
JM,JAM,2018,0,0,0
JM,JAM,2019,0,0,0
JM,JAM,2020,0,0,1
JM,JAM,2021,0,0,0
JM,JAM,2022,0,0,0
JM,JAM,2023,0,0,0
JM,JAM,2024,0,0,0
JM,JAM,2025,0,0,1
KZ,KAZ,2014,0,0,0
KZ,KAZ,2015,0,0,1
KZ,KAZ,2016,0,0,1
KZ,KAZ,2017,0,0,0
KZ,KAZ,2018,0,0,0
KZ,KAZ,2019,0,0,1
KZ,KAZ,2020,0,0,0
KZ,KAZ,2021,0,0,1
KZ,KAZ,2022,0,0,1
KZ,KAZ,2023,0,0,1
KZ,KAZ,2024,0,0,0
KZ,KAZ,2025,0,0,0
KG,KGZ,2014,0,0,0
KG,KGZ,2015,0,0,1
KG,KGZ,2016,0,0,0
KG,KGZ,2017,0,0,1
KG,KGZ,2018,0,0,0
KG,KGZ,2019,0,0,0
KG,KGZ,2020,0,0,1
KG,KGZ,2021,0,0,1
KG,KGZ,2022,0,0,0
KG,KGZ,2023,0,0,0
KG,KGZ,2024,0,0,0
KG,KGZ,2025,0,0,1
LA,LAO,2014,0,0,0
LA,LAO,2015,0,0,0
LA,LAO,2016,0,0,1
LA,LAO,2017,0,0,0
LA,LAO,2018,0,0,0
LA,LAO,2019,0,0,0
LA,LAO,2020,0,0,0
LA,LAO,2021,0,0,1
LA,LAO,2022,0,0,0
LA,LAO,2023,0,0,0
LA,LAO,2024,0,0,0
LA,LAO,2025,0,0,0
LY,LBY,2014,0,0,1
LY,LBY,2015,0,0,0
LY,LBY,2016,0,0,0
LY,LBY,2017,0,0,0
LY,LBY,2018,0,0,0
LY,LBY,2019,0,0,0
LY,LBY,2020,0,0,0
LY,LBY,2021,0,0,0
LY,LBY,2022,0,0,0
LY,LBY,2023,0,0,0
LY,LBY,2024,0,0,0
LY,LBY,2025,0,0,0
MG,MDG,2014,0,0,0
MG,MDG,2015,0,0,0
MG,MDG,2016,0,0,0
MG,MDG,2017,0,0,0
MG,MDG,2018,0,0,1
MG,MDG,2019,0,0,1
MG,MDG,2020,0,0,0
MG,MDG,2021,0,0,0
MG,MDG,2022,0,0,0
MG,MDG,2023,0,0,1
MG,MDG,2024,0,0,1
MG,MDG,2025,1,1,0
MD,MDA,2014,0,0,1
MD,MDA,2015,0,0,0
MD,MDA,2016,0,0,1
MD,MDA,2017,0,0,0
MD,MDA,2018,0,0,0
MD,MDA,2019,0,0,1
MD,MDA,2020,0,0,1
MD,MDA,2021,0,0,1
MD,MDA,2022,0,0,0
MD,MDA,2023,0,0,0
MD,MDA,2024,0,0,1
MD,MDA,2025,0,0,1
PS,PSE,2014,0,0,0
PS,PSE,2015,0,0,0
PS,PSE,2016,0,0,0
PS,PSE,2017,0,0,0
PS,PSE,2018,0,0,0
PS,PSE,2019,0,0,0
PS,PSE,2020,0,0,0
PS,PSE,2021,0,0,0
PS,PSE,2022,0,0,0
PS,PSE,2023,0,0,0
PS,PSE,2024,0,0,0
PS,PSE,2025,0,0,0
RW,RWA,2014,0,0,0
RW,RWA,2015,0,0,0
RW,RWA,2016,0,0,0
RW,RWA,2017,0,0,1
RW,RWA,2018,0,0,1
RW,RWA,2019,0,0,0
RW,RWA,2020,0,0,0
RW,RWA,2021,0,0,0
RW,RWA,2022,0,0,0
RW,RWA,2023,0,0,0
RW,RWA,2024,0,0,1
RW,RWA,2025,0,0,0
SO,SOM,2014,0,0,0
SO,SOM,2015,0,0,0
SO,SOM,2016,0,0,0
SO,SOM,2017,0,0,0
SO,SOM,2018,0,0,0
SO,SOM,2019,0,0,0
SO,SOM,2020,0,0,0
SO,SOM,2021,0,0,0
SO,SOM,2022,0,0,0
SO,SOM,2023,0,0,0
SO,SOM,2024,0,0,0
SO,SOM,2025,0,0,0
LK,LKA,2014,0,0,0
LK,LKA,2015,0,0,1
LK,LKA,2016,0,0,0
LK,LKA,2017,0,0,0
LK,LKA,2018,0,0,0
LK,LKA,2019,0,0,1
LK,LKA,2020,0,0,1
LK,LKA,2021,0,0,0
LK,LKA,2022,0,0,0
LK,LKA,2023,0,0,0
LK,LKA,2024,0,0,1
LK,LKA,2025,0,0,0
SZ,SWZ,2014,0,0,0
SZ,SWZ,2015,0,0,0
SZ,SWZ,2016,0,0,0
SZ,SWZ,2017,0,0,0
SZ,SWZ,2018,0,0,1
SZ,SWZ,2019,0,0,0
SZ,SWZ,2020,0,0,0
SZ,SWZ,2021,0,0,0
SZ,SWZ,2022,0,0,0
SZ,SWZ,2023,0,0,1
SZ,SWZ,2024,0,0,0
SZ,SWZ,2025,0,0,0
TJ,TJK,2014,0,0,0
TJ,TJK,2015,0,0,1
TJ,TJK,2016,0,0,0
TJ,TJK,2017,0,0,0
TJ,TJK,2018,0,0,0
TJ,TJK,2019,0,0,0
TJ,TJK,2020,0,0,1
TJ,TJK,2021,0,0,0
TJ,TJK,2022,0,0,0
TJ,TJK,2023,0,0,0
TJ,TJK,2024,0,0,0
TJ,TJK,2025,0,0,1
TG,TGO,2014,0,0,0
TG,TGO,2015,0,0,1
TG,TGO,2016,0,0,0
TG,TGO,2017,0,0,0
TG,TGO,2018,0,0,1
TG,TGO,2019,0,0,0
TG,TGO,2020,0,0,1
TG,TGO,2021,0,0,0
TG,TGO,2022,0,0,0
TG,TGO,2023,0,0,0
TG,TGO,2024,0,0,1
TG,TGO,2025,0,0,0
TT,TTO,2014,0,0,0
TT,TTO,2015,0,0,1
TT,TTO,2016,0,0,0
TT,TTO,2017,0,0,0
TT,TTO,2018,0,0,0
TT,TTO,2019,0,0,0
TT,TTO,2020,0,0,1
TT,TTO,2021,0,0,0
TT,TTO,2022,0,0,0
TT,TTO,2023,0,0,0
TT,TTO,2024,0,0,0
TT,TTO,2025,0,0,1
TM,TKM,2014,0,0,0
TM,TKM,2015,0,0,0
TM,TKM,2016,0,0,0
TM,TKM,2017,0,0,1
TM,TKM,2018,0,0,1
TM,TKM,2019,0,0,0
TM,TKM,2020,0,0,0
TM,TKM,2021,0,0,0
TM,TKM,2022,0,0,1
TM,TKM,2023,0,0,1
TM,TKM,2024,0,0,0
TM,TKM,2025,0,0,0
UZ,UZB,2014,0,0,1
UZ,UZB,2015,0,0,1
UZ,UZB,2016,0,0,1
UZ,UZB,2017,0,0,0
UZ,UZB,2018,0,0,0
UZ,UZB,2019,0,0,1
UZ,UZB,2020,0,0,1
UZ,UZB,2021,0,0,1
UZ,UZB,2022,0,0,0
UZ,UZB,2023,0,0,1
UZ,UZB,2024,0,0,1
UZ,UZB,2025,0,0,0
AT,AUT,2014,0,0,0
AT,AUT,2015,0,0,0
AT,AUT,2016,0,0,1
AT,AUT,2017,0,0,1
AT,AUT,2018,0,0,0
AT,AUT,2019,0,0,1
AT,AUT,2020,0,0,0
AT,AUT,2021,0,0,0
AT,AUT,2022,0,0,1
AT,AUT,2023,0,0,0
AT,AUT,2024,0,0,1
AT,AUT,2025,0,0,0
BH,BHR,2014,0,0,1
BH,BHR,2015,0,0,0
BH,BHR,2016,0,0,0
BH,BHR,2017,0,0,0
BH,BHR,2018,0,0,1
BH,BHR,2019,0,0,0
BH,BHR,2020,0,0,0
BH,BHR,2021,0,0,0
BH,BHR,2022,0,0,1
BH,BHR,2023,0,0,0
BH,BHR,2024,0,0,0
BH,BHR,2025,0,0,0
BB,BRB,2014,0,0,0
BB,BRB,2015,0,0,0
BB,BRB,2016,0,0,0
BB,BRB,2017,0,0,0
BB,BRB,2018,0,0,1
BB,BRB,2019,0,0,0
BB,BRB,2020,0,0,0
BB,BRB,2021,0,0,0
BB,BRB,2022,0,0,1
BB,BRB,2023,0,0,0
BB,BRB,2024,0,0,0
BB,BRB,2025,0,0,0
BE,BEL,2014,0,0,1
BE,BEL,2015,0,0,0
BE,BEL,2016,0,0,0
BE,BEL,2017,0,0,0
BE,BEL,2018,0,0,0
BE,BEL,2019,0,0,1
BE,BEL,2020,0,0,0
BE,BEL,2021,0,0,0
BE,BEL,2022,0,0,0
BE,BEL,2023,0,0,0
BE,BEL,2024,0,0,1
BE,BEL,2025,0,0,0
BA,BIH,2014,0,0,1
BA,BIH,2015,0,0,0
BA,BIH,2016,0,0,0
BA,BIH,2017,0,0,0
BA,BIH,2018,0,0,1
BA,BIH,2019,0,0,0
BA,BIH,2020,0,0,0
BA,BIH,2021,0,0,0
BA,BIH,2022,0,0,1
BA,BIH,2023,0,0,0
BA,BIH,2024,0,0,0
BA,BIH,2025,0,0,0
BG,BGR,2014,0,0,1
BG,BGR,2015,0,0,0
BG,BGR,2016,0,0,1
BG,BGR,2017,0,0,1
BG,BGR,2018,0,0,0
BG,BGR,2019,0,0,0
BG,BGR,2020,0,0,0
BG,BGR,2021,0,0,1
BG,BGR,2022,0,0,1
BG,BGR,2023,0,0,1
BG,BGR,2024,0,0,1
BG,BGR,2025,0,0,0
KM,COM,2014,0,0,0
KM,COM,2015,0,0,1
KM,COM,2016,0,0,1
KM,COM,2017,0,0,0
KM,COM,2018,0,0,0
KM,COM,2019,0,0,1
KM,COM,2020,0,0,1
KM,COM,2021,0,0,0
KM,COM,2022,0,0,0
KM,COM,2023,0,0,0
KM,COM,2024,0,0,1
KM,COM,2025,0,0,1
HR,HRV,2014,0,0,1
HR,HRV,2015,0,0,1
HR,HRV,2016,0,0,1
HR,HRV,2017,0,0,0
HR,HRV,2018,0,0,0
HR,HRV,2019,0,0,1
HR,HRV,2020,0,0,1
HR,HRV,2021,0,0,0
HR,HRV,2022,0,0,0
HR,HRV,2023,0,0,0
HR,HRV,2024,0,0,1
HR,HRV,2025,0,0,1
CU,CUB,2014,0,0,0
CU,CUB,2015,0,0,0
CU,CUB,2016,0,0,0
CU,CUB,2017,0,0,0
CU,CUB,2018,0,0,1
CU,CUB,2019,0,0,0
CU,CUB,2020,0,0,0
CU,CUB,2021,0,0,0
CU,CUB,2022,0,0,0
CU,CUB,2023,0,0,1
CU,CUB,2024,0,0,0
CU,CUB,2025,0,0,0
CY,CYP,2014,0,0,0
CY,CYP,2015,0,0,0
CY,CYP,2016,0,0,1
CY,CYP,2017,0,0,0
CY,CYP,2018,0,0,1
CY,CYP,2019,0,0,0
CY,CYP,2020,0,0,0
CY,CYP,2021,0,0,1
CY,CYP,2022,0,0,0
CY,CYP,2023,0,0,1
CY,CYP,2024,0,0,0
CY,CYP,2025,0,0,0
CZ,CZE,2014,0,0,0
CZ,CZE,2015,0,0,0
CZ,CZE,2016,0,0,0
CZ,CZE,2017,0,0,1
CZ,CZE,2018,0,0,1
CZ,CZE,2019,0,0,0
CZ,CZE,2020,0,0,0
CZ,CZE,2021,0,0,1
CZ,CZE,2022,0,0,0
CZ,CZE,2023,0,0,1
CZ,CZE,2024,0,0,0
CZ,CZE,2025,0,0,1
DK,DNK,2014,0,0,0
DK,DNK,2015,0,0,1
DK,DNK,2016,0,0,0
DK,DNK,2017,0,0,0
DK,DNK,2018,0,0,0
DK,DNK,2019,0,0,1
DK,DNK,2020,0,0,0
DK,DNK,2021,0,0,0
DK,DNK,2022,0,0,1
DK,DNK,2023,0,0,0
DK,DNK,2024,0,0,0
DK,DNK,2025,0,0,0
GQ,GNQ,2014,0,0,0
GQ,GNQ,2015,0,0,0
GQ,GNQ,2016,0,0,1
GQ,GNQ,2017,0,0,1
GQ,GNQ,2018,0,0,0
GQ,GNQ,2019,0,0,0
GQ,GNQ,2020,0,0,0
GQ,GNQ,2021,0,0,0
GQ,GNQ,2022,0,0,1
GQ,GNQ,2023,0,0,0
GQ,GNQ,2024,0,0,0
GQ,GNQ,2025,0,0,0
EE,EST,2014,0,0,0
EE,EST,2015,0,0,1
EE,EST,2016,0,0,0
EE,EST,2017,0,0,0
EE,EST,2018,0,0,0
EE,EST,2019,0,0,1
EE,EST,2020,0,0,0
EE,EST,2021,0,0,0
EE,EST,2022,0,0,0
EE,EST,2023,0,0,1
EE,EST,2024,0,0,0
EE,EST,2025,0,0,0
FJ,FJI,2014,0,0,1
FJ,FJI,2015,0,0,0
FJ,FJI,2016,0,0,0
FJ,FJI,2017,0,0,0
FJ,FJI,2018,0,0,1
FJ,FJI,2019,0,0,0
FJ,FJI,2020,0,0,0
FJ,FJI,2021,0,0,0
FJ,FJI,2022,0,0,1
FJ,FJI,2023,0,0,0
FJ,FJI,2024,0,0,0
FJ,FJI,2025,0,0,0
FI,FIN,2014,0,0,0
FI,FIN,2015,0,0,1
FI,FIN,2016,0,0,0
FI,FIN,2017,0,0,0
