iso2,iso3,year,coup,coup_attempt,election_year
FI,FIN,2018,0,0,1
FI,FIN,2019,0,0,1
FI,FIN,2020,0,0,0
FI,FIN,2021,0,0,0
FI,FIN,2022,0,0,0
FI,FIN,2023,0,0,1
FI,FIN,2024,0,0,1
FI,FIN,2025,0,0,0
GR,GRC,2014,0,0,0
GR,GRC,2015,0,0,1
GR,GRC,2016,0,0,0
GR,GRC,2017,0,0,0
GR,GRC,2018,0,0,0
GR,GRC,2019,0,0,1
GR,GRC,2020,0,0,0
GR,GRC,2021,0,0,0
GR,GRC,2022,0,0,0
GR,GRC,2023,0,0,1
GR,GRC,2024,0,0,0
GR,GRC,2025,0,0,0
GY,GUY,2014,0,0,0
GY,GUY,2015,0,0,1
GY,GUY,2016,0,0,0
GY,GUY,2017,0,0,0
GY,GUY,2018,0,0,0
GY,GUY,2019,0,0,0
GY,GUY,2020,0,0,1
GY,GUY,2021,0,0,0
GY,GUY,2022,0,0,0
GY,GUY,2023,0,0,0
GY,GUY,2024,0,0,0
GY,GUY,2025,0,0,1
HK,HKG,2014,0,0,0
HK,HKG,2015,0,0,0
HK,HKG,2016,0,0,1
HK,HKG,2017,0,0,0
HK,HKG,2018,0,0,0
HK,HKG,2019,0,0,0
HK,HKG,2020,0,0,0
HK,HKG,2021,0,0,1
HK,HKG,2022,0,0,0
HK,HKG,2023,0,0,0
HK,HKG,2024,0,0,0
HK,HKG,2025,0,0,1
IS,ISL,2014,0,0,0
IS,ISL,2015,0,0,0
IS,ISL,2016,0,0,1
IS,ISL,2017,0,0,1
IS,ISL,2018,0,0,0
IS,ISL,2019,0,0,0
IS,ISL,2020,0,0,1
IS,ISL,2021,0,0,1
IS,ISL,2022,0,0,0
IS,ISL,2023,0,0,0
IS,ISL,2024,0,0,1
IS,ISL,2025,0,0,0
IL,ISR,2014,0,0,0
IL,ISR,2015,0,0,1
IL,ISR,2016,0,0,0
IL,ISR,2017,0,0,0
IL,ISR,2018,0,0,0
IL,ISR,2019,0,0,1
IL,ISR,2020,0,0,1
IL,ISR,2021,0,0,1
IL,ISR,2022,0,0,1
IL,ISR,2023,0,0,0
IL,ISR,2024,0,0,0
IL,ISR,2025,0,0,0
KW,KWT,2014,0,0,0
KW,KWT,2015,0,0,0
KW,KWT,2016,0,0,1
KW,KWT,2017,0,0,0
KW,KWT,2018,0,0,0
KW,KWT,2019,0,0,0
KW,KWT,2020,0,0,1
KW,KWT,2021,0,0,0
KW,KWT,2022,0,0,1
KW,KWT,2023,0,0,1
KW,KWT,2024,0,0,1
KW,KWT,2025,0,0,0
LT,LTU,2014,0,0,1
LT,LTU,2015,0,0,0
LT,LTU,2016,0,0,1
LT,LTU,2017,0,0,0
LT,LTU,2018,0,0,0
LT,LTU,2019,0,0,1
LT,LTU,2020,0,0,1
LT,LTU,2021,0,0,0
LT,LTU,2022,0,0,0
LT,LTU,2023,0,0,0
LT,LTU,2024,0,0,1
LT,LTU,2025,0,0,0
LU,LUX,2014,0,0,0
LU,LUX,2015,0,0,0
LU,LUX,2016,0,0,0
LU,LUX,2017,0,0,0
LU,LUX,2018,0,0,1
LU,LUX,2019,0,0,0
LU,LUX,2020,0,0,0
LU,LUX,2021,0,0,0
LU,LUX,2022,0,0,0
LU,LUX,2023,0,0,1
LU,LUX,2024,0,0,0
LU,LUX,2025,0,0,0
MK,MKD,2014,0,0,1
MK,MKD,2015,0,0,0
MK,MKD,2016,0,0,1
MK,MKD,2017,0,0,0
MK,MKD,2018,0,0,0
MK,MKD,2019,0,0,1
MK,MKD,2020,0,0,1
MK,MKD,2021,0,0,0
MK,MKD,2022,0,0,0
MK,MKD,2023,0,0,0
MK,MKD,2024,0,0,1
MK,MKD,2025,0,0,0
MY,MYS,2014,0,0,0
MY,MYS,2015,0,0,0
MY,MYS,2016,0,0,0
MY,MYS,2017,0,0,0
MY,MYS,2018,0,0,1
MY,MYS,2019,0,0,0
MY,MYS,2020,0,0,0
MY,MYS,2021,0,0,0
MY,MYS,2022,0,0,1
MY,MYS,2023,0,0,0
MY,MYS,2024,0,0,0
MY,MYS,2025,0,0,0
MT,MLT,2014,0,0,0
MT,MLT,2015,0,0,0
MT,MLT,2016,0,0,0
MT,MLT,2017,0,0,1
MT,MLT,2018,0,0,0
MT,MLT,2019,0,0,0
MT,MLT,2020,0,0,0
MT,MLT,2021,0,0,0
MT,MLT,2022,0,0,1
MT,MLT,2023,0,0,0
MT,MLT,2024,0,0,0
MT,MLT,2025,0,0,0
MU,MUS,2014,0,0,1
MU,MUS,2015,0,0,0
MU,MUS,2016,0,0,0
MU,MUS,2017,0,0,0
MU,MUS,2018,0,0,0
MU,MUS,2019,0,0,1
MU,MUS,2020,0,0,0
MU,MUS,2021,0,0,0
MU,MUS,2022,0,0,0
MU,MUS,2023,0,0,0
MU,MUS,2024,0,0,1
MU,MUS,2025,0,0,0
ME,MNE,2014,0,0,0
ME,MNE,2015,0,0,0
ME,MNE,2016,0,0,1
ME,MNE,2017,0,0,0
ME,MNE,2018,0,0,1
ME,MNE,2019,0,0,0
ME,MNE,2020,0,0,1
ME,MNE,2021,0,0,0
ME,MNE,2022,0,0,0
ME,MNE,2023,0,0,1
ME,MNE,2024,0,0,0
ME,MNE,2025,0,0,0
NZ,NZL,2014,0,0,1
NZ,NZL,2015,0,0,0
NZ,NZL,2016,0,0,0
NZ,NZL,2017,0,0,1
NZ,NZL,2018,0,0,0
NZ,NZL,2019,0,0,0
NZ,NZL,2020,0,0,1
NZ,NZL,2021,0,0,0
NZ,NZL,2022,0,0,0
NZ,NZL,2023,0,0,1
NZ,NZL,2024,0,0,0
NZ,NZL,2025,0,0,0
NO,NOR,2014,0,0,0
NO,NOR,2015,0,0,0
NO,NOR,2016,0,0,0
NO,NOR,2017,0,0,1
NO,NOR,2018,0,0,0
NO,NOR,2019,0,0,0
NO,NOR,2020,0,0,0
NO,NOR,2021,0,0,1
NO,NOR,2022,0,0,0
NO,NOR,2023,0,0,0
NO,NOR,2024,0,0,0
NO,NOR,2025,0,0,1
OM,OMN,2014,0,0,0
OM,OMN,2015,0,0,1
OM,OMN,2016,0,0,0
OM,OMN,2017,0,0,0
OM,OMN,2018,0,0,0
OM,OMN,2019,0,0,1
OM,OMN,2020,0,0,0
OM,OMN,2021,0,0,0
OM,OMN,2022,0,0,0
OM,OMN,2023,0,0,1
OM,OMN,2024,0,0,0
OM,OMN,2025,0,0,0
PY,PRY,2014,0,0,0
PY,PRY,2015,0,0,0
PY,PRY,2016,0,0,0
PY,PRY,2017,0,0,0
PY,PRY,2018,0,0,1
PY,PRY,2019,0,0,0
PY,PRY,2020,0,0,0
PY,PRY,2021,0,0,0
PY,PRY,2022,0,0,0
PY,PRY,2023,0,0,1
PY,PRY,2024,0,0,0
PY,PRY,2025,0,0,0
RO,ROU,2014,0,0,1
RO,ROU,2015,0,0,0
RO,ROU,2016,0,0,1
RO,ROU,2017,0,0,0
RO,ROU,2018,0,0,0
RO,ROU,2019,0,0,1
RO,ROU,2020,0,0,1
RO,ROU,2021,0,0,0
RO,ROU,2022,0,0,0
RO,ROU,2023,0,0,0
RO,ROU,2024,0,0,1
RO,ROU,2025,0,0,1
ST,STP,2014,0,0,1
ST,STP,2015,0,0,0
ST,STP,2016,0,0,1
ST,STP,2017,0,0,0
ST,STP,2018,0,0,1
ST,STP,2019,0,0,0
ST,STP,2020,0,0,0
ST,STP,2021,0,0,1
ST,STP,2022,0,1,1
ST,STP,2023,0,0,0
ST,STP,2024,0,0,0
ST,STP,2025,0,0,0
SA,SAU,2014,0,0,0
SA,SAU,2015,0,0,0
SA,SAU,2016,0,0,0
SA,SAU,2017,0,0,0
SA,SAU,2018,0,0,0
SA,SAU,2019,0,0,0
SA,SAU,2020,0,0,0
SA,SAU,2021,0,0,0
SA,SAU,2022,0,0,0
SA,SAU,2023,0,0,0
SA,SAU,2024,0,0,0
SA,SAU,2025,0,0,0
RS,SRB,2014,0,0,1
RS,SRB,2015,0,0,0
RS,SRB,2016,0,0,1
RS,SRB,2017,0,0,1
RS,SRB,2018,0,0,0
RS,SRB,2019,0,0,0
RS,SRB,2020,0,0,1
RS,SRB,2021,0,0,0
RS,SRB,2022,0,0,1
RS,SRB,2023,0,0,1
RS,SRB,2024,0,0,0
RS,SRB,2025,0,0,0
SC,SYC,2014,0,0,0
SC,SYC,2015,0,0,1
SC,SYC,2016,0,0,1
SC,SYC,2017,0,0,0
SC,SYC,2018,0,0,0
SC,SYC,2019,0,0,0
SC,SYC,2020,0,0,1
SC,SYC,2021,0,0,0
SC,SYC,2022,0,0,0
SC,SYC,2023,0,0,0
SC,SYC,2024,0,0,0
SC,SYC,2025,0,0,1
SG,SGP,2014,0,0,0
SG,SGP,2015,0,0,1
SG,SGP,2016,0,0,0
SG,SGP,2017,0,0,0
SG,SGP,2018,0,0,0
SG,SGP,2019,0,0,0
SG,SGP,2020,0,0,1
SG,SGP,2021,0,0,0
SG,SGP,2022,0,0,0
SG,SGP,2023,0,0,1
SG,SGP,2024,0,0,0
SG,SGP,2025,0,0,1
SK,SVK,2014,0,0,1
SK,SVK,2015,0,0,0
SK,SVK,2016,0,0,1
SK,SVK,2017,0,0,0
SK,SVK,2018,0,0,0
SK,SVK,2019,0,0,1
SK,SVK,2020,0,0,1
SK,SVK,2021,0,0,0
SK,SVK,2022,0,0,0
SK,SVK,2023,0,0,1
SK,SVK,2024,0,0,1
SK,SVK,2025,0,0,0
SI,SVN,2014,0,0,1
SI,SVN,2015,0,0,0
SI,SVN,2016,0,0,0
SI,SVN,2017,0,0,1
SI,SVN,2018,0,0,1
SI,SVN,2019,0,0,0
SI,SVN,2020,0,0,0
SI,SVN,2021,0,0,0
SI,SVN,2022,0,0,1
SI,SVN,2023,0,0,0
SI,SVN,2024,0,0,0
SI,SVN,2025,0,0,0
SB,SLB,2014,0,0,1
SB,SLB,2015,0,0,0
SB,SLB,2016,0,0,0
SB,SLB,2017,0,0,0
SB,SLB,2018,0,0,0
SB,SLB,2019,0,0,1
SB,SLB,2020,0,0,0
SB,SLB,2021,0,0,0
SB,SLB,2022,0,0,0
SB,SLB,2023,0,0,0
SB,SLB,2024,0,0,1
SB,SLB,2025,0,0,0
VU,VUT,2014,0,0,0
VU,VUT,2015,0,0,0
VU,VUT,2016,0,0,1
VU,VUT,2017,0,0,0
VU,VUT,2018,0,0,0
VU,VUT,2019,0,0,0
VU,VUT,2020,0,0,1
VU,VUT,2021,0,0,0
VU,VUT,2022,0,0,1
VU,VUT,2023,0,0,0
VU,VUT,2024,0,0,0
VU,VUT,2025,0,0,1
AE,ARE,2014,0,0,0
AE,ARE,2015,0,0,1
AE,ARE,2016,0,0,0
AE,ARE,2017,0,0,0
AE,ARE,2018,0,0,0
AE,ARE,2019,0,0,1
AE,ARE,2020,0,0,0
AE,ARE,2021,0,0,0
AE,ARE,2022,0,0,0
AE,ARE,2023,0,0,1
AE,ARE,2024,0,0,0
AE,ARE,2025,0,0,0
HU,HUN,2014,0,0,1
HU,HUN,2015,0,0,0
HU,HUN,2016,0,0,0
HU,HUN,2017,0,0,0
HU,HUN,2018,0,0,1
HU,HUN,2019,0,0,0
HU,HUN,2020,0,0,0
HU,HUN,2021,0,0,0
HU,HUN,2022,0,0,1
HU,HUN,2023,0,0,0
HU,HUN,2024,0,0,0
HU,HUN,2025,0,0,0
